case_id,eia_id,p_state,p_county,ylat,xlong,p_name,p_year,p_tech_pri,p_cap_ac,p_cap_dc,p_type,utility_name
63132,63132,ME,Hancock,44.722519,-68.163611,Weaver Wind,2020,WIND,72.6,,wind farm,"Weaver Wind, LLC (Longroad)"
63133,63133,WY,Laramie,41.095126,-105.107423,Roundhouse Wind Energy Project,2020,WIND,226.0,,wind farm,"Roundhouse Renewable Energy, LLC"
63205,63205,WA,Thurston,46.85074,-122.664447,Skookumchuck Wind Facility,2020,WIND,136.0,,wind farm,Southern Power Co
63209,63209,TX,Coke,31.79261,-100.69729,Aviator Wind,2021,WIND,525.0,,wind farm,"Aviator Wind, LLC"
63251,63251,IL,Bureau,41.203214,-89.601872,"Lone Tree Wind, LLC",2020,WIND,79.0,,wind farm,"Leeward Asset Management, LLC"
63258,63258,ND,Williams,48.5,-103.1,Aurora Wind Project,2021,WIND,298.8,,wind farm,"Aurora Wind Project, LLC"
63269,63269,SD,Codington,45.0054,-96.929945,Crowned Ridge Wind II Energy Center,2020,WIND,200.6,,wind farm,Northern States Power Co - Minnesota
63287,63287,IA,Cerro Gordo,43.061204,-93.453642,Cerro Gordo Wind Farm,2020,WIND,42.0,,wind farm,Cerro Gordo Wind Farm
63327,63327,OK,Johnston,34.487369,-96.780459,"Diamond Spring, LLC",2020,WIND,303.5,,wind farm,ALLETE Clean Energy
63384,63384,IL,Marshall,40.96038,-89.085363,Bennington Wind,2021,WIND,93.0,,wind farm,Minonk Stewardship Wind LLC
63389,63389,IN,Warren,40.381614,-87.399818,"Jordan Creek Wind Farm, LLC",2020,WIND,398.6,,wind farm,"Jordan Creek Wind Farm, LLC"
63393,63393,NE,Cuming,42.019972,-96.861833,"Cuming County Renewables, LLC",2019,WIND,2.5,,wind farm,Cuming County Renewables. LLC
63431,63431,MN,Jackson,43.6256,-95.3725,Cisco,2008,WIND,8.4,,wind farm,ALLETE Clean Energy
63432,63432,MN,Lincoln,44.287778,-96.433333,Lincoln Heights I,2006,WIND,5.2,,wind farm,ALLETE Clean Energy
63433,63433,MN,Lincoln,44.315537,-96.331677,Lincoln Heights II,2006,WIND,3.9,,wind farm,ALLETE Clean Energy
63436,63436,WY,Laramie,41.1133,-104.984011,Corriedale Wind Energy,2020,WIND,52.5,,wind farm,Black Hills Service Company LLC
63460,63460,MN,Rock,43.641928,-96.262481,"Rock County Wind Fuel, LLC",2020,WIND,5.0,,wind farm,"Rock County Wind Fuel, LLC"
63479,63479,OK,Custer,35.710953,-98.834712,"Traverse Wind Project, LLC",2022,WIND,999.0,,wind farm,Southwestern Electric Power Co
63482,63482,CA,Kern,35.080833,-118.361389,Point Wind,2021,WIND,64.5,,wind farm,Terra-Gen Operating Co-Wind
63489,63489,OK,Woods,36.5597,-98.7492,"Sundance Wind Project, LLC",2021,WIND,199.0,,wind farm,Public Service Co of Oklahoma
63494,63494,OK,Major,36.293919,-98.164671,"Maverick Wind Project, LLC",2021,WIND,288.0,,wind farm,Public Service Co of Oklahoma
63502,63502,NM,Lea,32.9323,-103.6664,Oso Grande Wind Farm,2021,WIND,249.8,,wind farm,Tucson Electric Power Co
63521,63521,IA,Cerro Gordo,43.140697,-93.098483,CED Mason City Wind,2020,WIND,7.5,,wind farm,Consolidated Edison Development Inc.
63574,63574,MO,Atchison,40.531283,-95.354881,Atchison County Wind,2021,WIND,299.0,,wind farm,Union Electric Co - (MO)
63578,63578,NM,Roosevelt,33.938421,-103.184611,Sagamore Wind,2020,WIND,522.0,,wind farm,Southwestern Public Service Co
63590,63590,OK,Beaver,36.555532,-100.668949,Ponderosa Wind Energy Center,2020,WIND,200.0,,wind farm,"Ponderosa Wind, LLC"
63601,63601,MI,Isabella,43.684092,-84.788455,Isabella Wind Park,2021,WIND,383.5,,wind farm,DTE Electric Company
63624,63624,TX,Cameron,26.249888,-97.511842,"La Chalupa, LLC",2021,WIND,198.5,,wind farm,"Acciona Energy USA Global, LLC"
63639,63639,IA,Taylor,40.667406,-94.831625,Contrail Wind Farm,2020,WIND,112.4,,wind farm,MidAmerican Energy Co
63640,63640,IA,Union,41.1113,-94.4667,Southern Hills Wind Farm,2021,WIND,254.1,,wind farm,MidAmerican Energy Co
63641,63641,IA,Iowa,41.6744,-92.1642,Diamond Trail Wind Farm,2020,WIND,252.5,,wind farm,MidAmerican Energy Co
63655,63655,TX,Scurry,32.84879,-100.866458,Coyote Wind LLC,2021,WIND,242.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
63666,63666,IN,Jay,40.360533,-85.113149,"Bitter Ridge Wind Farm, LLC",2020,WIND,130.0,,wind farm,"Bitter Ridge Wind Farm, LLC"
63686,63686,MI,Hillsdale,41.935,-84.477,Crescent Wind Park,2021,WIND,150.0,,wind farm,Consumers Energy Co - (MI)
63687,63687,MI,Montcalm,43.1695,-84.8653,Gratiot Farms Wind Project,2020,WIND,150.0,,wind farm,Consumers Energy Co - (MI)
63689,63689,MN,Red Lake,47.869258,-96.318964,Red Lake Falls Community Hybrid,2020,WIND,4.6,,wind farm,Consolidated Edison Development Inc.
63710,63710,OR,Sherman,45.562715,-120.708464,Golden Hill Wind,2022,WIND,201.3,,wind farm,Avangrid Power LLC
63738,63738,TX,Bee,28.621959,-97.937625,Helena Wind,2022,WIND,268.2,,wind farm,"Helena Wind, LLC"
63739,63739,TX,Willacy,26.364843,-97.545341,Las Majadas Wind Farm,2021,WIND,272.6,,wind farm,"Las Majadas Wind Farm, LLC"
63803,63803,CO,Kit Carson,39.088845,-103.025074,"Bronco Plains Wind, LLC",2020,WIND,300.0,,wind farm,"Bronco Plains Wind, LLC"
63914,63914,WY,Converse,43.019714,-105.472139,Cedar Springs I,2020,WIND,200.0,,wind farm,"Cedar Springs Wind, LLC"
63915,63915,WY,Converse,42.969007,-105.365616,Cedar Springs II,2020,WIND,200.0,,wind farm,PacifiCorp
63916,63916,WY,Converse,43.076692,-105.584352,Cedar Springs III,2020,WIND,133.0,,wind farm,"Cedar Springs Wind III, LLC"
63941,63941,CA,Kern,35.059166,-118.291944,Oasis Alta,2021,WIND,14.4,,wind farm,Terra-Gen Operating Co-Wind
63981,63981,NM,Lincoln,34.274062,-105.42291,Red Cloud Wind LLC,2021,WIND,350.0,,wind farm,Pattern Operators LP
63988,63988,IL,Livingston,40.661079,-88.395079,Blooming Grove Wind Energy Center,2020,WIND,250.0,,wind farm,Invenergy Services LLC
64003,64003,KS,Ford,37.64875,-99.98094,Iron Star Wind Project,2021,WIND,297.6,,wind farm,Engie North America
64047,64047,OK,Caddo,34.985072,-98.383823,Caddo Wind,2022,WIND,303.2,,wind farm,ALLETE Clean Energy
64051,64051,OR,Morrow,45.38,-119.3332,"Orchard Windfarm 2, LLC",2020,WIND,10.0,,wind farm,"Orchard Windfarm, LLC"
64052,64052,OR,Morrow,45.38,-119.3332,"Orchard Windfarm 3, LLC",2020,WIND,10.0,,wind farm,"Orchard Windfarm, LLC"
64053,64053,OR,Morrow,45.38,-119.33322,"Orchard Windfarm 4, LLC",2020,WIND,10.0,,wind farm,"Orchard Windfarm, LLC"
64054,64054,NM,Torrance,34.35655,-105.43676,Clines Corners Wind Farm LLC,2021,WIND,325.0,,wind farm,Pattern Operators LP
64057,64057,OR,Morrow,45.55975,-119.6338,Wheatridge 1,2020,WIND,100.0,,wind farm,Portland General Electric Co
64065,64065,NM,Lincoln,34.390679,-105.492126,Duran Mesa LLC,2021,WIND,105.0,,wind farm,Pattern Operators LP
64066,64066,NM,Lincoln,34.36,-105.44,Tecolote Wind LLC,2021,WIND,272.0,,wind farm,Pattern Operators LP
64074,64074,KS,Clark,37.371,-99.994,Cimarron Bend III,2020,WIND,198.8,,wind farm,"Enel Kansas, LLC"
64088,64088,IL,DeWitt,40.1972,-89.067655,"Alta Farms II Wind Project, LLC",2023,WIND,200.5,,wind farm,"Alta Farms II Wind Project, LLC"
64130,64130,MN,Freeborn,43.582,-93.305,"REG Juhl Glenville Wind, LLC",2020,WIND,2.5,,wind farm,"REG Juhl Glenville Wind, LLC"
64138,64138,KS,Marshall,39.699456,-96.425143,Irish Creek Wind,2021,WIND,300.6,,wind farm,"Irish Creek Wind, LLC"
64139,64139,NE,Wayne,42.26303,-97.19566,"Haystack Wind Project, LLC",2022,WIND,298.0,,wind farm,"Haystack Wind Project, LLC"
64149,64149,TX,Wilbarger,33.85245,-99.06509,"Western Trail Wind, LLC",2022,WIND,366.6,,wind farm,Orsted Onshore North America
64164,64164,TX,Throckmorton,33.169139,-99.266006,"Azure Sky Wind Project, LLC Hybrid",2024,WIND,350.2,,wind farm,"Azure Sky Wind Project, LLC"
64165,64165,TX,Mills,31.5481,-98.49491,Priddy Wind Project,2022,WIND,302.4,,wind farm,Engie North America
64172,64172,OK,Murray,34.419553,-97.285448,"Rockhaven Wind Project, LLC",2021,WIND,140.0,,wind farm,"Rockhaven Wind Project, LLC"
64177,64177,IA,Delaware,42.469289,-91.473933,CED Manchester Wind,2022,WIND,7.9,,wind farm,Consolidated Edison Development Inc.
64178,64178,IA,Appanoose,40.70991,-92.84835,CED Centerville Wind,2021,WIND,7.9,,wind farm,Consolidated Edison Development Inc.
64183,64183,IA,Delaware,42.431604,-91.568638,Independence Wind Farm,2021,WIND,55.4,,wind farm,Independence Wind Energy LLC
64230,64230,IN,White,40.6631,-86.8695,Indiana Crossroads Wind Farm LLC,2021,WIND,302.4,,wind farm,Indiana Crossroads Wind Farms LLC
64309,64309,KS,Nemaha,39.6572,-96.0294,Soldier Creek Wind,2020,WIND,300.0,,wind farm,Soldier Creek Wind LLC
64323,64323,CA,Riverside,33.9077,-116.5797,Coachella Hills Wind,2021,WIND,61.2,,wind farm,Terra-Gen Operating Co-Wind
64326,64326,CA,Alameda,37.761151,-121.69067,Summit Winds,2021,WIND,57.5,,wind farm,Greenbacker Renewable Energy Corporation
64332,64332,MT,Yellowstone,46.10265,-108.806609,Two Dot Wind Broadview East LLC,2018,WIND,1.8,,wind farm,Two Dot Wind Broadview East LLC
64336,64336,NE,Webster,40.284421,-98.407586,"Little Blue Wind Project, LLC",2021,WIND,250.7,,wind farm,"Little Blue Wind Project, LLC"
64339,64339,OK,Logan,35.989377,-97.589513,Horizon Hill Wind Project,2024,WIND,201.5,,wind farm,"Horizon Hill Wind, LLC"
64340,64340,OK,Caddo,34.96684,-98.25689,White Rock West Wind Project,2023,WIND,99.5,,wind farm,"White Rock Wind West, LLC"
64341,64341,OK,Caddo,34.97427,-98.185161,White Rock East Wind Project,2024,WIND,201.5,,wind farm,"White Rock Wind East, LLC"
64377,64377,NE,Saline,40.478624,-97.220567,Milligan 1 Wind Farm,2020,WIND,300.0,,wind farm,"Milligan 1 Wind, LLC"
64381,64381,IL,Mason,40.261377,-89.700876,"Glacier Sands Wind Power, LLC",2021,WIND,185.0,,wind farm,"Glacier Sands Wind Power, LLC"
64407,64407,KS,Kingman,37.446969,-98.400225,Flat Ridge 3,2021,WIND,128.0,,wind farm,Invenergy Services LLC
64433,64433,WV,Mineral,39.366803,-79.108263,Black Rock Wind,2022,WIND,115.0,,wind farm,"Black Rock Wind Force, LLC"
64544,64544,TX,Callahan,32.308524,-99.164198,Ranchland Wind Project II,2024,WIND,148.0,,wind farm,"Ranchland Wind Project II, LLC"
64551,64551,TX,Callahan,32.308524,-99.164498,Ranchland Wind Project I,2024,WIND,114.9,,wind farm,"Ranchland Wind Project I, LLC"
64591,64591,TX,San Patricio,27.992706,-97.743983,"El Algodon Alto Wind Farm, LLC",2022,WIND,200.2,,wind farm,"El Algodon Alto Wind Farm, LLC"
64623,64623,MN,Freeborn,43.513056,-93.188617,Freeborn Wind Farm,2021,WIND,218.0,,wind farm,Northern States Power Co - Minnesota
64638,64638,NM,Catron,34.159842,-108.894458,"Borderlands Wind, LLC",2021,WIND,100.0,,wind farm,"Borderlands Wind, LLC"
64639,64639,TX,Knox,33.746323,-99.665516,TG East,2022,WIND,336.0,,wind farm,TG East Wind Project LLC
64661,64661,IA,Audubon,41.720323,-94.928422,Heartland Divide II,2022,WIND,200.0,,wind farm,Heartland Divide II
64662,64662,IA,Sac,42.421154,-94.995083,"Sac County Wind, LLC",2021,WIND,80.0,,wind farm,Sac County Wind
64665,64665,TX,Hansford,36.3075,-101.53222,Great Prairie Wind,2022,WIND,1027.0,,wind farm,Great Prairie Wind LLC
64688,64688,IA,Plymouth,42.842969,-95.941257,Plymouth Wind,2022,WIND,202.7,,wind farm,MidAmerican Energy Co
64710,64710,TX,Crockett,30.91,-101.263,White Mesa Wind,2021,WIND,500.6,,wind farm,"White Mesa Wind, LLC"
64750,64750,OK,Murray,34.514165,-96.915909,Glass Sands Wind Facility,2021,WIND,117.0,,wind farm,Southern Power Co
64872,64872,CO,Weld,40.952057,-103.907562,"Panorama Wind, LLC",2022,WIND,145.0,,wind farm,"Leeward Asset Management, LLC"
65048,65048,TX,Limestone,31.77471,-96.828196,Hubbard Wind,2021,WIND,300.0,,wind farm,Hubbard Wind LLC
65059,65059,CO,Logan,40.613364,-102.9526,"Niyol Wind, LLC",2021,WIND,205.6,,wind farm,"Niyol Wind, LLC"
65129,65129,KS,Crawford,37.704461,-95.029817,Jayhawk Wind Energy Center,2022,WIND,197.4,,wind farm,Invenergy Services LLC
65143,65143,MI,Huron,43.919558,-82.794428,Big Turtle Wind Farm 2,2016,WIND,29.4,,wind farm,DTE Electric Company
65162,65162,TX,Sterling,31.729906,-101.29894,Lacy Creek Wind Energy Center,2022,WIND,301.3,,wind farm,"Lacy Creek Wind, LLC"
65282,65282,WI,Grant,42.951448,-90.4407,Red Barn Energy,2023,WIND,91.6,,wind farm,Wisconsin Public Service Corp
65306,65306,TX,Navarro,31.85346,-96.624458,Limestone Wind Project,2022,WIND,299.2,,wind farm,"Limestone Wind Project, LLC"
65311,65311,ID,Bingham,43.327609,-112.057718,"Cedar Creek Wind, LLC",2024,WIND,160.0,,wind farm,"Cedar Creek Wind, LLC"
65316,65316,IL,DeWitt,40.2945,-88.584553,Sapphire Sky Wind Energy LLC,2023,WIND,259.8,,wind farm,Invenergy Services LLC
65328,65328,MI,Gratiot,43.461967,-84.33982,Meridian Wind Park,2023,WIND,225.0,,wind farm,DTE Electric Company
65335,65335,TX,Upton,31.157269,-101.831603,Appaloosa Run Wind,2022,WIND,171.8,,wind farm,"Appaloosa Run Wind, LLC"
65350,65350,IL,Ford,40.556285,-88.349491,Ford County Wind Farm LLC,2022,WIND,121.3,,wind farm,Ford Ridge
65390,65390,IA,Kossuth,43.430082,-94.106954,"Ledyard Windpower, LLC",2022,WIND,207.0,,wind farm,Duke Energy Renewables Services
65403,65403,WY,Albany,41.919,-105.869,Boswell Wind,2024,WIND,329.8,,wind farm,"Boswell Wind, LLC"
65478,65478,RI,Providence,41.789486,-71.384771,"Green Providence Wind I, LLC",2021,WIND,1.5,,wind farm,"Green Providence Wind I, LLC"
65479,65479,RI,Providence,41.786045,-71.385542,"Green Providence Wind II, LLC",2021,WIND,3.0,,wind farm,"Green Providence Wind II, LLC"
65484,65484,KS,Gove,39.122,-100.733,Western Plains Wind,2021,WIND,2.7,,wind farm,"Western Plains Wind, LLC"
65495,65495,NY,Chautauqua,42.265261,-79.072522,"Ball Hill Wind Energy, LLC",2023,WIND,107.5,,wind farm,"Ball Hill Wind Energy, LLC"
65496,65496,NY,Broome,42.111758,-75.457779,"Bluestone Wind, LLC",2023,WIND,111.8,,wind farm,"Bluestone Wind, LLC"
65511,65511,OK,Ellis,36.487,-99.739,25 Mile Creek,2023,WIND,250.0,,wind farm,"Enel Green Power NA, Inc."
65522,65522,NY,Lewis,43.839599,-75.569885,Number Three Wind Project,2023,WIND,106.0,,wind farm,Invenergy Services LLC
65546,65546,TX,Haskell,33.186882,-99.595332,Inertia Wind Project,2023,WIND,301.0,,wind farm,"Inertia Wind Project, LLC"
65561,65561,NY,Suffolk,41.09,-71.13,South Fork Wind,2024,WIND-OFFSHORE,130.0,,wind farm,Orsted Wind Power North America LLC
65577,65577,MT,Rosebud,46.81771,-106.378853,Clearwater Wind I,2022,WIND,365.5,,wind farm,Clearwater Energy Resources LLC
65713,65713,MN,Murray,44.022721,-96.052322,Rock Aetna Power Partners,2022,WIND,20.0,,wind farm,Northern States Power Co - Minnesota
65714,65714,MN,Murray,44.011,-96.0446,Northern Wind,2023,WIND,100.0,,wind farm,Northern States Power Co - Minnesota
65715,65715,IA,Hamilton,42.214126,-93.876685,Great Pathfinder Wind,2023,WIND,224.4,,wind farm,Great Pathfinder Wind
65725,65725,IA,Kossuth,42.986667,-94.133611,Kossuth County Wind,2022,WIND,70.0,,wind farm,"Kossuth County Wind, LLC"
65737,65737,OR,Umatilla,45.90676,-118.4973,Schumann Wind Farm,2022,WIND,8.0,,wind farm,"Chopin Wind, LLC"
65738,65738,KS,Marion,38.23161,-97.04718,"Sunflower Energy Center, LLC",2023,WIND,200.6,,wind farm,"Sunflower Energy Center, LLC"
65741,65741,PA,Blair,40.745335,-78.222305,"Sandy Ridge Wind 2, LLC",2023,WIND,87.6,,wind farm,Algonquin Power Co
65742,65742,MI,Huron,43.928665,-82.873511,Deerfield Wind Energy 2,2023,WIND,112.1,,wind farm,"Deerfield Wind Energy 2, LLC"
65761,65761,MN,Lincoln,44.423056,-96.297222,Buffalo Ridge Wind,2022,WIND,106.0,,wind farm,"Buffalo Ridge Wind, LLC"
65763,65763,TX,Young,33.119213,-98.852577,Young Wind,2022,WIND,500.0,,wind farm,"Young Wind, LLC"
65764,65764,MN,Rock,43.638056,-96.390556,Walleye Wind,2022,WIND,110.0,,wind farm,"Walleye Wind, LLC"
65790,65790,TX,Mills,31.39376,-98.35936,Castle Gap Wind,2023,WIND,196.8,,wind farm,"Castle Gap Wind Power, LLC"
65971,65971,OK,Washita,35.218328,-99.103992,"Seven Cowboy Wind Project, LLC",2023,WIND,301.7,,wind farm,"Seven Cowboy Wind Project, LLC"
66000,66000,MS,Coahoma,34.469231,-90.392699,Delta Wind Farm (MS),2024,WIND,184.5,,wind farm,AES Clean Energy
66001,66001,AZ,Coconino,34.681496,-110.801732,Chevelon Butte Wind Farm,2023,WIND,238.2,,wind farm,AES Clean Energy
66014,66014,CO,Kit Carson,39.184,-102.97,"Bronco Plains Wind II, LLC",2023,WIND,200.0,,wind farm,"Bronco Plains Wind II, LLC"
66052,66052,NY,Steuben,42.101642,-77.701111,Eight Point Wind,2023,WIND,101.2,,wind farm,"Eight Point Wind, LLC"
66093,66093,IL,Mason,40.170889,-89.895111,Moraine Sands Wind Power,2023,WIND,171.0,,wind farm,"Moraine Sands Wind Power, LLC"
66110,66110,AZ,Coconino,35.627731,-111.867942,Babbitt Ranch Energy Center,2024,WIND,163.0,,wind farm,"Babbitt Ranch Energy Center, LLC"
66155,66155,OK,Beaver,36.589452,-100.803735,Ponderosa Wind II,2024,WIND,100.0,,wind farm,"Ponderosa Wind II, LLC"
66156,66156,KS,Republic,39.815978,-97.431043,High Banks Wind,2023,WIND,643.4,,wind farm,"High Banks Wind, LLC"
66183,66183,MT,Custer,46.789608,-106.002086,Clearwater Wind East,2024,WIND,207.9,,wind farm,"Clearwater Wind East, LLC"
66184,66184,MT,Rosebud,46.818828,-106.194583,Clearwater Wind II,2023,WIND,102.8,,wind farm,"Clearwater Wind II, LLC"
66192,66192,MI,Gratiot,43.213889,-84.633056,Heartland Farms,2024,WIND,200.0,,wind farm,Consumers Energy Co - (MI)
66195,66195,NE,Franklin,40.313772,-98.960279,"SPPW1, LLC",2022,WIND,5.6,,wind farm,"SPPW1, LLC"
66261,66261,OH,Sandusky,41.466,-83.367,Martin Marietta Wind Project,2023,WIND,4.5,,wind farm,OEE XXXIII LLC
66283,66283,ME,Penobscot,44.7821,-68.5201,Silver Maple,2022,WIND,20.0,,wind farm,WEB Silver Maple Wind LLC
66321,66321,TX,Haskell,33.268,-99.468,"King Creek Wind Farm 1, LLC",2022,WIND,184.0,,wind farm,"King Creek Wind Farm 1, LLC"
66323,66323,TX,Throckmorton,33.182414,-99.389888,"King Creek Wind Farm 2, LLC",2022,WIND,209.0,,wind farm,"King Creek Wind Farm 2, LLC"
66496,66496,SD,Hand,44.386814,-98.801075,"Sweetland Wind Farm, LLC",2023,WIND,200.0,,wind farm,"Sweetland Wind Farm, LLC"
66531,66531,TX,Midland,31.7983,-101.9043,Pioneer Hutt Wind Energy,2024,WIND,140.0,,wind farm,"Pioneer Hutt Wind Energy, LLC"
66540,66540,TX,Crockett,30.936,-101.607,Shamrock Wind,2023,WIND,223.9,,wind farm,Shamrock Wind LLC
66568,66568,IL,Lee,41.666523,-89.059804,Shady Oaks Wind 2,2023,WIND,108.3,,wind farm,"Shady Oaks Wind 2, LLC"
66668,66668,IA,Chickasaw,43.14014,-92.32443,Chickasaw Wind Farm,2023,WIND,202.4,,wind farm,MidAmerican Energy Co
66811,66811,MT,Rosebud,46.818828,-106.194583,Clearwater Wind III,2024,WIND,100.0,,wind farm,"Clearwater Wind III, LLC"
66861,66861,IN,White,40.779357,-87.042107,Indiana Crossroads Wind Farm II,2024,WIND,201.6,,wind farm,Indiana Crossroads Wind Farm II LLC
66902,66902,TX,Eastland,32.437418,-99.108907,Roadrunner Wind Farm,2024,WIND,256.0,,wind farm,"Roadrunner Crossing Wind Farm, LLC"
66952,66952,IA,Adams,41.121034,-94.605133,Prescott Wind Farm,2024,WIND,38.7,,wind farm,Prescott Wind Energy LLC
67002,67002,SD,Hyde,44.377333,-99.6601,"North Bend Wind Project, LLC",2023,WIND,200.0,,wind farm,"North Bend Wind Project, LLC"
67026,67026,WY,Laramie,41.054692,-104.995383,Roundhouse Renewable Energy II,2023,WIND,105.7,,wind farm,"Roundhouse Renewable Energy II, LLC"
67160,67160,CO,Baca,37.21444,-102.3933,Springfield Wind,2004,WIND,1.5,,wind farm,Arkansas River Power Authority
67176,67176,AZ,Coconino,34.6821,-110.803,Chevelon Butte Phase 2,2024,WIND,216.0,,wind farm,AES Clean Energy
67193,67193,WY,Natrona,43.146077,-106.347251,Anticline Wind,2024,WIND,124.3,,wind farm,"Anticline Wind, LLC"
67247,67247,CA,Riverside,33.9461,-116.6769,Mesa Wind Repower,2024,WIND,30.0,,wind farm,Mesa Wind Repower
67425,67425,TX,Eastland,32.428686,-99.159114,"Century Oak Wind Project, LLC",2024,WIND,151.5,,wind farm,"Century Oak Wind Project, LLC"
67502,67502,ND,Oliver,47.124272,-101.61236,Oliver Wind IV,2024,WIND,198.8,,wind farm,"Oliver Wind IV, LLC"
67601,67601,TX,Baylor,33.719262,-99.023013,Diversion Wind Energy LLC,2024,WIND,200.6,,wind farm,Southwestern Electric Power Co
67910,67910,NC,Chowan,36.151863,-76.60104,"Timbermill Wind, LLC",2024,WIND,189.0,,wind farm,Timbermill Wind
67916,67916,WY,Carbon,41.6283,-106.2013,Foote Creek Rim,2024,WIND,134.8,,wind farm,PacifiCorp
68318,68318,SD,Grant,45.223652,-97.023144,Dakota Range Wind,2022,WIND,304.0,,wind farm,Northern States Power Co - Minnesota
68844,68844,CA,Kern,35.035989,-118.340011,CalPortland Company Mojave Wind,2024,WIND,23.5,,wind farm,CalPortland Company
69003,69003,MN,Murray,43.960767,-95.979189,Windshare LLC,2006,WIND,5.4,,wind farm,Greenbacker Renewable Energy Corporation
