case_id,eia_id,p_state,p_county,ylat,xlong,p_name,p_year,p_tech_pri,p_cap_ac,p_cap_dc,p_type,utility_name
56440,56440,ID,Twin Falls,42.7975,-114.998611,Pilgrim Stage Wind Park,2011,WIND,10.5,,wind farm,Idaho Wind Partners 1 LLC
56441,56441,ID,Twin Falls,42.681944,-114.989167,Salmon Falls Wind Park,2011,WIND,21.0,,wind farm,Idaho Wind Partners 1 LLC
56442,56442,ID,Twin Falls,42.870278,-114.967778,Thousand Springs Wind Park,2011,WIND,12.0,,wind farm,Idaho Wind Partners 1 LLC
56443,56443,ID,Twin Falls,42.836854,-114.969342,Tuana Gulch Wind Park,2011,WIND,10.5,,wind farm,Idaho Wind Partners 1 LLC
56446,56446,CA,Contra Costa,37.805,-121.6672,Buena Vista Energy LLC,2006,WIND,38.0,,wind farm,"Leeward Asset Management, LLC"
56447,56447,HI,Hawaii,20.257252,-155.850382,Hawi Wind Farm,2006,WIND,10.6,,wind farm,"EDF Renewable Asset Holdings, Inc."
56448,56448,ME,Aroostook,46.54422,-67.8111,Mars Hill Wind Farm Project,2007,WIND,42.0,,wind farm,"Evergreen Wind, LLC"
56449,56449,HI,Maui,20.81421,-156.551,Kaheawa Pastures Wind Farm Hybrid,2006,WIND,30.0,,wind farm,"Evergreen Wind, LLC"
56450,56450,IL,Lee,41.643611,-89.173056,GSG LLC,2007,WIND,80.0,,wind farm,"Leeward Asset Management, LLC"
56451,56451,PA,Cambria,40.383889,-78.579444,Allegheny Ridge Wind Farm,2007,WIND,80.0,,wind farm,"Leeward Asset Management, LLC"
56457,56457,TX,Borden,32.92544,-101.219397,Post Wind Farm LP,2006,WIND,84.0,,wind farm,FPL Energy Red Canyon LLC
56459,56459,MN,Lincoln,44.2667,-96.3444,MinnDakota Wind LLC,2008,WIND,150.0,,wind farm,Avangrid Power LLC
56460,56460,CO,Bent,37.6735,-102.8622,Twin Buttes Wind Project,2007,WIND,75.0,,wind farm,Avangrid Power LLC
56466,56466,WA,Columbia,46.3747,-117.7772,Marengo Wind Plant,2007,WIND,234.0,,wind farm,PacifiCorp
56468,56468,OR,Sherman,45.5836,-120.5042,Klondike Windpower III,2007,WIND,297.5,,wind farm,Avangrid Power LLC
56470,56470,PA,Schuylkill,40.855,-76.1292,Locust Ridge,2007,WIND,26.0,,wind farm,Avangrid Power LLC
56479,56479,TX,Glasscock,31.991442,-101.302637,Sand Bluff Wind Farm,2007,WIND,89.5,,wind farm,"Big Sky Wind, LLC"
56483,56483,TX,Shackelford,32.5144,-99.6564,Post Oak Wind LLC,2008,WIND,200.0,,wind farm,Mesquite Wind LLC
56484,56484,TX,Nolan,32.318221,-100.176986,Buffalo Gap 2 Wind Farm,2007,WIND,232.5,,wind farm,AES Distributed Energy
56485,56485,OR,Sherman,45.653745,-120.603414,Biglow Canyon Wind Farm,2007,WIND,449.7,,wind farm,Portland General Electric Co
56487,56487,WA,Klickitat,45.815467,-120.341883,White Creek Wind Farm,2007,WIND,204.0,,wind farm,White Creek Wind 1 LLC
56488,56488,KS,Lincoln,38.879936,-98.160159,Smoky Hills Wind Project Phase I,2008,WIND,100.8,,wind farm,Smoky Hills Wind Farm I LLC
56494,56494,MN,Mower,43.6861,-92.6272,Prairie Star Wind Farm,2007,WIND,100.7,,wind farm,High Prairie Wind Farm II LLC
56495,56495,WV,Grant,39.2175,-79.2094,NedPower Mount Storm,2008,WIND,264.0,,wind farm,Clearway Energy Operating LLC
56501,56501,IA,Pocahontas,42.5842,-94.7467,Pomeroy Wind Farm,2007,WIND,286.4,,wind farm,MidAmerican Energy Co
56506,56506,TX,Scurry,32.7204,-100.9952,Scurry County Wind LP,2007,WIND,130.5,,wind farm,Invenergy Services LLC
56536,56536,MO,Atchison,40.4535,-95.4683,Cow Branch,2008,WIND,50.4,,wind farm,"Cow Branch Wind Power, LLC"
56537,56537,MO,Nodaway,40.2572,-94.6722,Conception,2008,WIND,50.4,,wind farm,"CR Clearing, LLC"
56538,56538,MO,Atchison,40.4144,-95.54,Loess Hills,2008,WIND,5.0,,wind farm,Loess Hills Wind Farm LLC
56543,56543,MN,Murray,43.9358,-95.9222,Eastridge Wind Project,2006,WIND,10.4,,wind farm,Eastridge Wind Project
56544,56544,MN,Cottonwood,43.9578,-95.1306,Windom Wind Project,2006,WIND,15.6,,wind farm,Midwest Power Partners LLC
56555,56555,MO,Gentry,40.1006,-94.4869,Bluegrass Ridge,2007,WIND,56.7,,wind farm,"Wind Capital Holdings, LLC"
56560,56560,TX,Hansford,36.4144,-101.3864,Porterhouse Wind (4) LLC,2008,WIND,79.8,,wind farm,UPC Power Solutions
56561,56561,TX,Sherman,36.4453,-101.8761,Filet Wind (5) LLC,2006,WIND,10.0,,wind farm,UPC Power Solutions
56562,56562,TX,Sherman,36.4669,-101.8222,Tenderloin Wind (6) LLC,2007,WIND,10.0,,wind farm,UPC Power Solutions
56563,56563,CO,Logan,40.986,-103.436,Peetz Table Wind Energy,2007,WIND,199.5,,wind farm,FPL Peetz Table Wind Energy
56570,56570,CA,Kern,35.1161,-118.3789,Terra-Gen VG Wind LLC,1984,WIND,7.4,,wind farm,Terra-Gen Operating Co-Wind
56573,56573,ND,Oliver,47.152847,-101.197716,FPL Energy Oliver Wind II LLC,2007,WIND,48.0,,wind farm,FPL Energy Oliver County Wind II LLC
56575,56575,NY,Erie,42.8167,-78.8675,Steel Winds Wind Farm,2007,WIND,20.0,,wind farm,"Evergreen Wind, LLC"
56577,56577,MN,Pipestone,44.1508,-96.1361,Shane's Wind Machine,2006,WIND,1.3,,wind farm,Shane's Wind Machine LLC
56580,56580,MN,Faribault,43.6558,-94.1536,Blue Breezes LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56581,56581,MN,Faribault,43.6558,-94.1564,Blue Breezes II LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56586,56586,MN,Nobles,43.5811,-95.78,Sunset Breeze LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56587,56587,MN,Nobles,43.5833,-95.7781,Minnesota Breeze LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56588,56588,MN,Nobles,43.586111,-95.776111,G Flow Wind LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56589,56589,MN,Nobles,43.581111,-95.775833,Wolf Wind Enterprises LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56590,56590,MN,Nobles,43.586111,-95.780278,Green Acres Breeze LLC,2006,WIND,1.3,,wind farm,Midwest Power Partners LLC
56591,56591,MT,Cascade,47.4983,-111.4392,Horseshoe Bend Wind Park,2006,WIND,9.0,,wind farm,"Cycle Holdings, LLC"
56592,56592,TX,Nolan,32.3983,-100.6481,Champion Wind Farm LLC,2008,WIND,126.5,,wind farm,"Big Sky Wind, LLC"
56593,56593,TX,Nolan,32.4694,-100.6664,Roscoe Wind Farm LLC,2008,WIND,209.0,,wind farm,"Big Sky Wind, LLC"
56594,56594,NY,Madison,42.9086,-75.5697,Munnsville Wind Farm LLC,2007,WIND,34.5,,wind farm,"Big Sky Wind, LLC"
56605,56605,ND,Cavalier,48.63,-98.315,"Langdon Renewables, LLC",2007,WIND,118.5,,wind farm,FPL Energy Langdon Wind LLC
56607,56607,ND,Ward,47.933621,-101.269189,Prairie Winds ND1,2009,WIND,115.5,,wind farm,Basin Electric Power Coop
56608,56608,SD,Jerauld,43.886389,-98.7875,Prairie Winds SD1,2011,WIND,162.0,,wind farm,Basin Electric Power Coop
56613,56613,CO,Logan,40.941,-103.259,Logan Wind Energy,2007,WIND,201.0,,wind farm,Logan Wind Energy LLC
56614,56614,IL,McLean,40.4792,-88.7989,Old Trail Wind Farm,2007,WIND,213.8,,wind farm,Old Trail Wind Farm LLC
56617,56617,MN,Murray,43.852778,-96.018333,Fenton Wind Farm,2007,WIND,205.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
56618,56618,NY,Clinton,44.8914,-74.0061,Clinton,2008,WIND,100.5,,wind farm,"Valcour Operating Services, LLC"
56619,56619,NY,Clinton,44.8914,-74.0061,Ellenburg,2008,WIND,81.0,,wind farm,"Valcour Operating Services, LLC"
56620,56620,NY,Wyoming,42.5367,-78.3047,Bliss (NY),2008,WIND,100.5,,wind farm,"Valcour Operating Services, LLC"
56621,56621,OK,Harper,36.640278,-99.500556,Sleeping Bear LLC,2007,WIND,94.5,,wind farm,NRG Energy Gas & Wind Holdings Inc
56622,56622,IL,Bureau,41.2294,-89.5572,Providence Heights Wind LLC,2008,WIND,72.0,,wind farm,Avangrid Power LLC
56623,56623,OR,Union,45.085221,-117.816273,Elkhorn Valley Wind Farm,2007,WIND,100.7,,wind farm,Telocaset Wind Power Partners
56626,56626,MN,Jackson,43.6181,-95.4172,"Ewington Energy Systems, LLC",2008,WIND,22.5,,wind farm,"Ewington Energy Systems, LLC"
56630,56630,MN,St Louis,47.5747,-92.5917,Taconite Ridge 1 Wind Energy Center,2008,WIND,25.0,,wind farm,"ALLETE, Inc."
56633,56633,NY,Steuben,42.5456,-77.4967,Dutch Hill Wind Project,2009,WIND,37.5,,wind farm,"Evergreen Wind, LLC"
56634,56634,NY,Steuben,42.45,-77.52,Cohocton Wind Project,2009,WIND,87.5,,wind farm,"Evergreen Wind, LLC"
56635,56635,MI,Huron,43.83,-83.2064,Harvest,2008,WIND,52.8,,wind farm,"Harvest Windfarm, LLC"
56636,56636,ID,Elmore,43.0272,-115.4656,Mountain Home,2008,WIND,21.0,,wind farm,"Hot Springs Windfarm, LLC"
56637,56637,ID,Elmore,43.0536,-115.4803,Bennett Creek Windfarm LLC - Mountain Home,2008,WIND,21.0,,wind farm,Bennett Creek Windfarm LLC
56638,56638,TX,Nolan,32.2878,-100.1,Buffalo Gap 3 Wind Farm,2008,WIND,170.2,,wind farm,AES Distributed Energy
56640,56640,IL,STARK,41.090583,-89.639811,Camp Grove Wind Farm,2007,WIND,150.0,,wind farm,Orion Energy Group LLC
56644,56644,TX,Martin,32.2353,-101.8367,Stanton Wind Energy LLC,2008,WIND,120.0,,wind farm,Invenergy Services LLC
56645,56645,IA,Osceola,43.4303,-95.4167,Osceola Windpower LLC,2008,WIND,98.2,,wind farm,Osceola Windpower LLC
56647,56647,WI,Dodge,43.400278,-88.481111,Butler Ridge,2009,WIND,54.0,,wind farm,Butler Ridge Wind Energy Center
56648,56648,TX,Carson,35.3919,-101.53,Majestic 1 Wind Farm,2009,WIND,79.5,,wind farm,NextEra Energy Majestic Wind
56649,56649,TX,Nolan,32.4081,-100.1286,South Trent Wind Farm,2009,WIND,101.2,,wind farm,NRG Energy Inc
56650,56650,SD,Jerauld,44.0025,-98.590833,Wessington Springs,2009,WIND,51.0,,wind farm,Wessington Wind
56651,56651,PA,Blair,40.4381,-78.5436,North Allegheny Windpower Project,2009,WIND,75.0,,wind farm,Duke Energy Renewables Services
56654,56654,CA,Shasta,40.8981,-121.8036,Hatchet Ridge Wind Project,2010,WIND,101.2,,wind farm,Pattern Operators LP
56659,56659,MI,Sanilac,43.663056,-82.746944,Michigan Wind 2,2011,WIND,90.0,,wind farm,"Michigan Wind 2, LLC"
56661,56661,TX,Kenedy,27.0011,-97.5994,Pattern Gulf Wind,2008,WIND,283.2,,wind farm,Pattern Operators LP
56665,56665,OK,Roger Mills,35.529778,-99.814456,Dempsey Ridge Wind Farm,2012,WIND,132.0,,wind farm,Acciona Wind Energy USA LLC
56666,56666,WA,Klickitat,45.781825,-120.521151,Goodnoe Hills,2008,WIND,103.4,,wind farm,PacifiCorp
56669,56669,ND,Dickey,45.959325,-98.946325,Tatanka Wind Power LLC,2008,WIND,180.0,,wind farm,Acciona Wind Energy USA LLC
56670,56670,ND,McHenry,48.083625,-100.9215,Velva Windfarm LLC,2005,WIND,11.9,,wind farm,Acciona Wind Energy USA LLC
56673,56673,TX,Floyd,34.105,-101.0986,Whirlwind Energy Center,2007,WIND,59.8,,wind farm,Whirlwind Energy LLC
56677,56677,IA,Floyd,43.0003,-92.62,Charles City Wind Farm,2008,WIND,80.0,,wind farm,MidAmerican Energy Co
56679,56679,IN,Benton,40.695,-87.4886,Benton County Wind Farm,2008,WIND,130.5,,wind farm,Orion Energy Group LLC
56699,56699,PA,Somerset,40.0853,-78.8633,Forward Windpower LLC,2008,WIND,29.4,,wind farm,"Forward Windpower, LLC"
56700,56700,PA,Somerset,39.8794,-78.9183,Lookout Windpower LLC,2008,WIND,37.8,,wind farm,"Lookout Windpower, LLC"
56702,56702,WA,Klickitat,45.8797,-120.8072,Tuolumne Wind Project,2009,WIND,136.3,,wind farm,Turlock Irrigation District
56750,56750,MN,Cottonwood,44.057778,-95.2525,Jeffers Wind 20 LLC,2008,WIND,50.0,,wind farm,Northern States Power Co - Minnesota
56751,56751,UT,Utah,40.071389,-111.582222,Spanish Fork Wind Park 2 LLC,2008,WIND,18.9,,wind farm,"Spanish Fork Wind Park 2, LLC"
56752,56752,WY,Uinta,41.288056,-110.480741,Mountain Wind Power LLC,2008,WIND,61.0,,wind farm,Mountain Wind Power LLC
56753,56753,WY,Uinta,41.263889,-110.544444,Mountain Wind Power II LLC,2008,WIND,80.0,,wind farm,Mountain Wind Power II LLC
56754,56754,TX,Sterling,31.951944,-100.791389,Goat Wind LP,2008,WIND,149.6,,wind farm,Goat Wind LLC
56755,56755,MN,Cottonwood,43.8953,-94.9142,Odin Wind Farm LLC,2008,WIND,20.0,,wind farm,"Aspenall Energies (Delaware), LLC"
56763,56763,TX,Sterling,31.951958,-101.018936,Capricorn Ridge Wind LLC,2007,WIND,662.5,,wind farm,Capricorn Ridge Wind LLC
56764,56764,IA,Winnebago,43.315,-93.77,Winnebago Wind Power Project,2008,WIND,20.0,,wind farm,Avangrid Power LLC
56765,56765,IA,Worth,43.393,-93.091,Barton Windpower LLC,2009,WIND,158.0,,wind farm,Avangrid Power LLC
56767,56767,MO,Atchison,40.575,-95.5228,Farmers City Wind LLC,2009,WIND,146.0,,wind farm,Avangrid Power LLC
56770,56770,PA,Schuylkill,40.8411,-76.1547,Locust Ridge II LLC,2009,WIND,102.0,,wind farm,Avangrid Power LLC
56771,56771,TX,Erath,32.338659,-98.476051,Silver Star I Wind Power Project,2008,WIND,52.8,,wind farm,Silver Star I Power Partners LLC
56773,56773,TX,Dickens,33.752201,-100.967402,McAdoo Wind Energy LLC,2008,WIND,150.0,,wind farm,Invenergy Services LLC
56774,56774,TX,Nolan,32.1981,-100.2686,Turkey Track Wind Energy LLC,2008,WIND,169.5,,wind farm,Invenergy Services LLC
56775,56775,TX,Scurry,32.718056,-100.793333,Scurry County Wind II,2007,WIND,120.0,,wind farm,Invenergy Services LLC
56776,56776,TX,Howard,32.240278,-101.473611,Gunsight Mountain Wind Energy LLC,2016,WIND,120.0,,wind farm,Invenergy Services LLC
56777,56777,IN,Benton,40.583889,-87.3336,Fowler Ridge Wind Farm LLC,2009,WIND,588.3,,wind farm,AE Power Services LLC
56782,56782,MT,Fallon,46.2753,-104.1836,Diamond Willow Wind Facility,2007,WIND,30.0,,wind farm,Montana-Dakota Utilities Co
56783,56783,TX,Howard,32.1408,-101.3986,Elbow Creek Wind Project LLC,2008,WIND,121.9,,wind farm,Elbow Creek Wind Project LLC
56784,56784,KS,Cloud,39.4375,-97.6644,Cloud County Wind Farm,2008,WIND,201.0,,wind farm,"Cloud County Windfarm, LLC"
56789,56789,OR,Gilliam,45.7119,-120.125,Pebble Springs Wind LLC,2009,WIND,98.7,,wind farm,Avangrid Power LLC
56790,56790,OR,Sherman,45.52,-120.5744,Hay Canyon Wind Power LLC,2009,WIND,100.8,,wind farm,Avangrid Power LLC
56791,56791,CA,Riverside,33.9393,-116.5527,Dillon Wind LLC,2008,WIND,45.0,,wind farm,Avangrid Power LLC
56792,56792,SD,Brookings,44.4328,-96.4779,Buffalo Ridge I LLC,2009,WIND,50.4,,wind farm,Avangrid Power LLC
56793,56793,MN,Jackson,43.7542,-94.9497,Elm Creek Wind LLC,2008,WIND,99.0,,wind farm,Avangrid Power LLC
56794,56794,MN,Pipestone,44.1238,-96.0784,Moraine II Wind LLC,2009,WIND,49.5,,wind farm,Avangrid Power LLC
56795,56795,TX,Kenedy,27.022112,-97.498478,Penascal Wind Power LLC,2009,WIND,201.6,,wind farm,Avangrid Power LLC
56796,56796,PA,Fayette,39.7513,-79.7271,South Chestnut LLC,2012,WIND,50.4,,wind farm,Avangrid Power LLC
56797,56797,IA,Mitchell,43.4839,-92.6131,Pioneer Prairie Wind Farm,2008,WIND,300.0,,wind farm,"Pioneer Prairie Wind Farm I, LLC"
56800,56800,MA,Plymouth,42.261111,-70.856389,Hull Wind II,2006,WIND,1.8,,wind farm,Hull Municipal Light Plant
56804,56804,OK,Roger Mills,35.535,-99.3828,Red Hills Wind Project LLC,2008,WIND,123.0,,wind farm,Acciona Wind Energy USA LLC
56805,56805,IL,Stephenson,42.451481,-89.878428,EcoGrove Wind LLC,2009,WIND,100.5,,wind farm,Acciona Wind Energy USA LLC
56809,56809,IA,Carroll,42.1622,-94.93,Carroll Wind Farm,2008,WIND,159.1,,wind farm,MidAmerican Energy Co
56810,56810,IA,Adair,41.4236,-94.665,Adair Wind Farm,2008,WIND,174.8,,wind farm,MidAmerican Energy Co
56811,56811,IA,Pottawattamie,41.4517,-95.2383,Walnut Wind Farm,2008,WIND,165.2,,wind farm,MidAmerican Energy Co
56818,56818,KS,Wichita,38.503167,-101.161472,Central Plains Wind Farm,2009,WIND,99.0,,wind farm,"Evergy Kansas Central, Inc"
56819,56819,KS,Barber,37.369167,-98.460278,Flat Ridge Wind Farm,2009,WIND,50.0,,wind farm,"Evergy Kansas Central, Inc"
56823,56823,TX,Shackelford,32.7683,-99.4228,Hackberry Wind Farm,2008,WIND,165.6,,wind farm,Hackberry Wind LLC
56824,56824,MN,Lyon,44.3236,-95.8222,Marshall Wind 2 LLC,2007,WIND,4.2,,wind farm,"Marshall Wind Farm, LLC"
56825,56825,MN,Lyon,44.3211,-95.7942,Marshall Wind 3 LLC,2007,WIND,4.2,,wind farm,"Marshall Wind Farm, LLC"
56826,56826,MN,Lyon,44.3361,-95.8242,Marshall Wind 4 LLC,2007,WIND,4.2,,wind farm,"Marshall Wind Farm, LLC"
56827,56827,MN,Lyon,44.3303,-95.8344,Marshall Wind 5 LLC,2007,WIND,2.1,,wind farm,"Marshall Wind Farm, LLC"
56828,56828,MN,Lyon,44.3308,-95.8297,Marshall Wind 6 LLC,2007,WIND,2.1,,wind farm,"Marshall Wind Farm, LLC"
56829,56829,ME,Franklin,45.3853,-70.5258,Kibby Wind Facility,2009,WIND,132.0,,wind farm,"Helix Maine Wind Development, LLC"
56831,56831,IA,Howard,43.397778,-92.473611,Crane Creek Wind Energy Center,2009,WIND,99.0,,wind farm,Wisconsin Public Service Corp
56835,56835,TX,Moore,35.8119,-101.9789,Ribeye Wind (11) LLC,2008,WIND,10.0,,wind farm,UPC Power Solutions
56836,56836,TX,Moore,35.8081,-101.9986,T-Bone Wind (10) LLC,2008,WIND,8.8,,wind farm,UPC Power Solutions
56837,56837,TX,Moore,35.9614,-101.8033,Tri-Tip Wind (9) LLC,2008,WIND,10.0,,wind farm,UPC Power Solutions
56838,56838,TX,Moore,36.0075,-101.8614,Brisket Wind (8) LLC,2008,WIND,10.0,,wind farm,UPC Power Solutions
56839,56839,TX,Moore,36.0264,-101.9,Flat Iron Wind (7) LLC,2008,WIND,10.0,,wind farm,UPC Power Solutions
56840,56840,MN,Lyon,44.3253,-95.8142,Marshall Wind 1 LLC,2007,WIND,2.1,,wind farm,"Marshall Wind Farm, LLC"
56841,56841,WY,Converse,43.0181,-105.835278,Glenrock,2008,WIND,165.6,,wind farm,PacifiCorp
56842,56842,WY,Converse,43.0572,-105.8543,Rolling Hills,2009,WIND,115.8,,wind farm,PacifiCorp
56843,56843,WY,Carbon,41.9203,-106.3758,Seven Mile Hill,2008,WIND,146.2,,wind farm,PacifiCorp
56854,56854,OR,Gilliam,45.675804,-120.31832,Wheat Field Wind Power Project,2009,WIND,102.9,,wind farm,Wheat Field Wind Power Project LLC
56855,56855,OR,Gilliam,45.7167,-120.2008,Arlington Wind Power Project,2008,WIND,102.9,,wind farm,Arlington Wind Power Project LLC
56856,56856,IL,Tazewell,40.3692,-89.4022,Rail Splitter Wind Farm,2009,WIND,100.5,,wind farm,Rail Splitter Wind Farm LLC
56857,56857,NY,Clinton,44.975833,-73.929722,Marble River Wind Farm,2012,WIND,215.3,,wind farm,"Marble River, LLC"
56858,56858,WA,Kittitas,47.1356,-120.6872,Sagebrush Power Partners,2010,WIND,100.7,,wind farm,"Sagebrush Power Partners, LLC"
56859,56859,IA,Palo Alto,43.0475,-94.9228,Crosswind Energy Project,2007,WIND,21.0,,wind farm,Junction Hilltop Management LLC
56860,56860,IA,Greene,42.0822,-94.365,Hardin Hilltop Wind LLC,2007,WIND,14.7,,wind farm,Junction Hilltop Management LLC
56874,56874,CA,Solano,38.1711,-121.8461,Shiloh Wind Project 2 LLC,2009,WIND,150.0,,wind farm,"EDF Renewable Asset Holdings, Inc."
56876,56876,MN,Mower,43.8006,-92.6822,Wapsipinicon Wind Project,2009,WIND,100.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
56878,56878,IN,Benton,40.7178,-87.2631,Hoosier Wind Project LLC,2009,WIND,106.0,,wind farm,AES Indiana
56879,56879,KS,Barber,37.3764,-98.4583,Flat Ridge Wind Energy LLC,2009,WIND,44.0,,wind farm,AE Power Services LLC
56901,56901,NY,Clinton,44.8216,-73.6509,Altona,2009,WIND,97.5,,wind farm,"Valcour Operating Services, LLC"
56902,56902,NY,Wyoming,42.6697,-78.2278,Wethersfield,2009,WIND,126.0,,wind farm,"Valcour Operating Services, LLC"
56904,56904,NY,Franklin,44.8917,-74.0299,Chateaugay,2009,WIND,106.5,,wind farm,"Valcour Operating Services, LLC"
56905,56905,TX,Hansford,36.4964,-101.3917,Great Plains Windpark LLC,2009,WIND,114.0,,wind farm,Great Plains Windpark Legacy LLC
56912,56912,ND,Cavalier,48.6292,-98.3164,Langdon Wind II LLC,2008,WIND,40.5,,wind farm,FPL Energy Langdon Wind LLC
56913,56913,IA,Osceola,43.4303,-95.4167,Osceola Windpower II,2008,WIND,49.6,,wind farm,Osceola Windpower II
56919,56919,ND,Barnes,47.1294,-97.8853,FPL Energy Ashtabula Wind LLC,2008,WIND,148.5,,wind farm,FPL Energy Ashtabula Wind LLC
56920,56920,TX,Howard,32.100823,-101.451385,Panther Creek Wind Farm I,2008,WIND,142.5,,wind farm,"Big Sky Wind, LLC"
56921,56921,TX,Glasscock,31.9361,-101.2983,Panther Creek Wind Farm II,2008,WIND,115.5,,wind farm,"Big Sky Wind, LLC"
56923,56923,IA,Hancock,43.2125,-93.8311,FPL Energy Crystal Lake Wind LLC,2008,WIND,150.0,,wind farm,FPL Energy Crystal Lake Wind LLC
56924,56924,IA,Story,42.1044,-93.2722,FPL Energy Story Wind LLC,2008,WIND,150.0,,wind farm,FPL Energy Story Wind LLC
56925,56925,IA,Hancock,43.273731,-93.800002,FPL Energy Crystal Lake Wind II LLC,2009,WIND,200.0,,wind farm,FPL Energy Crystal Lake Wind II LLC
56933,56933,OR,Morrow,45.6758,-119.9375,Threemile Canyon,2009,WIND,9.9,,wind farm,"Threemile Canyon Wind I, LLC"
56934,56934,ID,Twin Falls,42.8444,-115.0369,Cassia Wind,2009,WIND,8.4,,wind farm,"Cassia Wind Farm, LLC"
56935,56935,ID,Twin Falls,42.8744,-115.0172,Cassia Gulch,2009,WIND,18.9,,wind farm,"Cassia Gulch Wind Park, LLC"
56941,56941,IL,LaSalle,41.2269,-88.6836,Grand Ridge Wind Energy Center,2008,WIND,210.0,,wind farm,Invenergy Services LLC
56942,56942,WI,Dodge,43.6161,-88.4969,Forward Wind Energy Center,2008,WIND,129.0,,wind farm,Wisconsin Public Service Corp
56945,56945,NM,Torrance,34.466667,-105.9625,High Lonesome Mesa LLC,2009,WIND,100.0,,wind farm,"High Lonesome Mesa, LLC"
56946,56946,OK,Harper,36.7767,-99.6353,Buffalo Bear LLC,2008,WIND,18.9,,wind farm,"Buffalo Bear, LLC"
56947,56947,NE,Knox,42.6978,-97.6189,Elkhorn Ridge Wind LLC,2009,WIND,81.0,,wind farm,"Elkhorn Ridge Wind, LLC"
56952,56952,OR,Morrow,45.6533,-119.9914,Willow Creek Energy Center,2009,WIND,72.0,,wind farm,Invenergy Services LLC
56953,56953,NY,Wyoming,42.7794,-78.4269,High Sheldon Wind Farm,2009,WIND,112.5,,wind farm,Invenergy Services LLC
56956,56956,TX,Borden,32.929014,-101.578617,Bull Creek Wind,2008,WIND,180.0,,wind farm,Bull Creek Wind LLC
56959,56959,TX,Howard,32.1217,-101.3853,Ocotillo Windpower,2008,WIND,58.8,,wind farm,Duke Energy Renewables Services
56960,56960,WY,Laramie,41.139722,-104.997778,Happy Jack Windpower Project,2008,WIND,29.4,,wind farm,Duke Energy Renewables Services
56961,56961,TX,Ector,31.995,-102.828333,Notrees Windpower Hybrid,2009,WIND,152.5,,wind farm,Duke Energy Renewables Services
56967,56967,OR,Umatilla,45.7017,-119.4222,Butter Creek Power LLC,2009,WIND,5.0,,wind farm,Odessa Energy Services LLC
56968,56968,OR,Morrow,45.655,-119.4647,Big Top LLC,2009,WIND,1.7,,wind farm,Odessa Energy Services LLC
56969,56969,OR,Umatilla,45.7286,-119.4181,Four Corners Windfarm LLC,2009,WIND,8.0,,wind farm,Echo 2
56970,56970,OR,Morrow,45.6447,-119.4533,Four Mile Canyon Windfarm LLC,2009,WIND,10.0,,wind farm,Echo 2
56971,56971,OR,Umatilla,45.7122,-119.4044,Oregon Trail Windfarm LLC,2009,WIND,9.9,,wind farm,Echo 1
56972,56972,OR,Morrow,45.6542,-119.4869,Pacific Canyon Windfarm LLC,2009,WIND,8.3,,wind farm,Echo 1
56973,56973,OR,Morrow,45.6447,-119.4767,Sand Ranch Windfarm LLC,2009,WIND,9.9,,wind farm,Echo 1
56974,56974,OR,Morrow,45.6531,-119.4625,Wagon Trail LLC,2009,WIND,3.3,,wind farm,Odessa Energy Services LLC
56975,56975,OR,Umatilla,45.6967,-119.4097,Ward Butte Windfarm LLC,2009,WIND,6.6,,wind farm,Echo 1
56979,56979,TX,Sterling,31.9925,-101.1167,Panther Creek Wind Farm Three,2009,WIND,215.5,,wind farm,"Big Sky Wind, LLC"
56980,56980,PA,Somerset,40.0311,-78.8153,Stony Creek Wind Farm LLC,2009,WIND,52.5,,wind farm,"Big Sky Wind, LLC"
56981,56981,TX,Fisher,32.5886,-100.6728,Pyron Wind Farm LLC Hybrid,2009,WIND,249.0,,wind farm,"Big Sky Wind, LLC"
56983,56983,TX,San Patricio,27.9386,-97.4586,Papalote Creek I LLC,2009,WIND,180.0,,wind farm,"Big Sky Wind, LLC"
56984,56984,TX,Nolan,32.4969,-100.5797,Inadale Wind Farm LLC Hybrid,2009,WIND,197.0,,wind farm,"Big Sky Wind, LLC"
56985,56985,KS,Lincoln,38.892653,-98.168876,Smoky Hills Wind Project Phase II,2009,WIND,148.5,,wind farm,Smoky Hills Wind Project II LLC
56989,56989,ME,Washington,45.4822,-67.9944,Stetson Wind I,2009,WIND,57.0,,wind farm,"Evergreen Wind, LLC"
56990,56990,ME,Penobscot,45.34598,-68.3802,Rollins Wind Project,2011,WIND,60.0,,wind farm,"Evergreen Wind, LLC"
56991,56991,ME,Washington,45.61498,-67.971,Stetson Wind II,2010,WIND,25.5,,wind farm,"Evergreen Wind, LLC"
56994,56994,MN,Mower,43.7189,-92.705,Grand Meadow,2008,WIND,100.5,,wind farm,Northern States Power Co - Minnesota
57002,57002,ME,Aroostook,46.058056,-68.147222,Oakfield Wind Project,2015,WIND,148.0,,wind farm,Onward Energy
