objectid,descripcion,numero,municipio,municipio_ine,provincia,provincia_data,cuenca,poligono_industrial,mw,minetur,tecnologia,avistamiento,alta,baja,fecha_mod,longitude,latitude
6084,"P.E. EL COTEREJON II",1,"BURGOS Merindad de Valdeporres",INE092169,"Burgos","BURGOS","RIO EBRO","",6,RE-100414,Eólica,b.2.1,2009-06-01,,2025-05-22,-3.688332999999893,42.9486110000001
6085,"P.E.EL COTEREJON I S.L.",1,"BURGOS Merindad de Valdeporres",INE092169,"Burgos","BURGOS","RIO EBRO","",18,RE-100325,Eólica,b.2.1,2008-11-20,,2025-05-22,-3.7683329999998794,43.02055600000003
6086,"LA MAGDALENA",1,"BURGOS Merindad de Valdeporres",INE092169,"Burgos","BURGOS","RIO EBRO","",23.8,RE436-0118,Eólica,b.2.1,2004-05-03,,2025-05-22,-3.847467999999897,43.03160000000008
6087,"P. E. VALDEPORRES",2,"BURGOS Merindad de Valdeporres",INE092169,"Burgos","BURGOS","RIO EBRO","",49.45,RE-004637 y 1 más,Eólica,b.2.1,2004-02-26,,2025-05-22,-3.836943999999922,43.03555600000005
6088,"P. E. LA PEÑUCA",2,"BURGOS Merindad de Valdeporres",INE092169,"Burgos","BURGOS","RIO EBRO","",33,RE-001861 y 1 más,Eólica,b.2.1,2005-12-30,,2025-05-22,-3.7876729999999275,43.07740400000012
6090,"LAS MAZORRAS",4,"BURGOS Merindad de Valdivielso",INE092175,"Burgos","BURGOS","RIO EBRO","",28.39,RE436-0606 y 3 más,Eólica,b.2.1,2000-10-17,,2025-05-22,-3.6495599999999437,42.83484200000003
6114,"P.E. LA BRÚJULA",1,"BURGOS Monasterio de Rodilla",INE092241,"Burgos","BURGOS","RIO DUERO","",29.75,RE-000262,Eólica,b.2.1,2006-06-13,,2025-05-22,-3.517571999999934,42.44159100000009
6117,"PARQUE EÓLICO LA CALZADA",2,"BURGOS Montorio",INE092273,"Burgos","BURGOS","RIO DUERO","",30.6,RE-075040 y 1 más,Eólica,b.2.1,2008-12-30,,2025-05-22,-3.7763889999998956,42.584444000000055
6123,"P.E. VILLORUEBO",1,"BURGOS Palazuelos de la Sierra",INE092485,"Burgos","BURGOS","RIO DUERO","",16.15,RE-004272,Eólica,b.2.1,2004-01-12,,2025-05-22,-3.429999999999931,42.17972200000003
6126,"P. E. MARMELLAR",1,"BURGOS Pedrosa de Río Úrbel",INE092595,"Burgos","BURGOS","RIO DUERO","",49.5,RE-004830,Eólica,b.2.1,2007-01-30,,2025-05-22,-3.7796279999999114,42.41152200000006
6127,"PARQUE EÓLICO LODOSO",2,"BURGOS Pedrosa de Río Úrbel",INE092595,"Burgos","BURGOS","RIO DUERO","",49.5,RE-004831 y 1 más,Eólica,b.2.1,2007-03-26,,2025-05-22,-3.887499999999933,42.48583300000009
6128,"P.E. EL NAVAZO (Parcial  38 de 54)",6,"BURGOS Pedrosa del Príncipe",INE092582,"Burgos","BURGOS","RIO DUERO","",38.55,RE-002521 y 5 más,Eólica,b.2.1,2003-04-07,,2025-05-22,-4.19999999999994,42.25000000000007
6134,"CERNEGULA",1,"BURGOS Poza de la Sal",INE092729,"Burgos","BURGOS","RIO EBRO","",47.2,RE-115249,Eólica,b.2.1,2024-11-12,,2025-05-22,-3.5760709999999216,42.653159000000116
6135,"PARAMO DE POZA I",2,"BURGOS Poza de la Sal",INE092729,"Burgos","BURGOS","RIO EBRO","",48.912,RE-002347 y 1 más,Eólica,b.2.1,2002-06-25,,2025-05-22,-3.5011109999999754,42.66527800000006
6136,"PARAMO DE POZA II",1,"BURGOS Poza de la Sal",INE092729,"Burgos","BURGOS","RIO EBRO","",48.74,RE-002348,Eólica,b.2.1,2002-09-02,,2025-05-22,-3.536666999999943,42.67583300000008
6149,"P.E. LLANOS DE SAN MARTÍN",1,"BURGOS Quintanavides",INE092925,"Burgos","BURGOS","RIO EBRO","",17.85,RE-008513,Eólica,b.2.1,2006-06-13,,2025-05-22,-3.4099999999999846,42.45000000000009
6150,"P.E. MONASTERIO DE RODILLA",2,"BURGOS Quintanavides",INE092925,"Burgos","BURGOS","RIO DUERO","",11.4,RE-008514 y 1 más,Eólica,b.2.1,2006-06-13,,2025-05-22,-3.462387999999971,42.46907800000006
6160,"P.E. CERRO BLANCO",1,"BURGOS Salinillas de Bureba",INE093348,"Burgos","BURGOS","RIO EBRO","",42,RE-100417,Eólica,b.2.1,2009-11-01,,2025-05-22,-3.405934999999913,42.54235300000005
6169,"PARQUE EOLICO CORRAL NUEVO",1,"BURGOS Sargentes de la Lora",INE093615,"Burgos","BURGOS","RIO EBRO","",5.28,RE-002519,Eólica,b.2.1,2001-11-29,,2025-05-22,-3.8699999999999215,42.75000000000011
6170,"PARQUE EOLICO SARGENTES",1,"BURGOS Sargentes de la Lora",INE093615,"Burgos","BURGOS","RIO EBRO","",24,RE-002081,Eólica,b.2.1,2009-07-23,,2025-05-22,-3.8727779999999288,42.7691670000001
6188,"P.E. EL PERUL",1,"BURGOS Úrbel del Castillo",INE093983,"Burgos","BURGOS","RIO DUERO","",49.6,RE-001897,Eólica,b.2.1,2006-04-28,,2025-05-22,-3.939721999999962,42.53972200000007
6192,"PRESA EÓLICA DE HOZALLA",2,"BURGOS Valle de Losa",INE099086,"Burgos","BURGOS","RIO EBRO","",0.5,RE-000316 y 1 más,Eólica,b.2.1,2001-07-26,,2025-05-22,-3.1209139999999826,42.91573700000008
6195,"EL CANTO (AMPLIADA CON RE-0951)",2,"BURGOS Valle de Manzanedo",INE094094,"Burgos","BURGOS","RIO EBRO","",20.28,RE-000950 y 1 más,Eólica,b.2.1,2000-10-17,,2025-05-22,-3.6392579999998826,42.92270700000006
6205,"LAS VINAS",3,"BURGOS Valle de Santibáñez",INE099027,"Burgos","BURGOS","RIO DUERO","",48.4,RE-102197 y 2 más,Eólica,b.2.1,2010-07-01,,2025-05-22,-3.7453029999999505,42.45887800000008
6206,"P.E. LAS PARDAS",1,"BURGOS Valle de Sedano",INE099051,"Burgos","BURGOS","RIO EBRO","",49.5,RE-003072,Eólica,b.2.1,2007-12-28,,2025-05-22,-3.7518289999999115,42.64795900000011
6207,"P. E. CANTIRUELA",1,"BURGOS Valle de Sedano",INE099051,"Burgos","BURGOS","RIO EBRO","",15,RE-003071,Eólica,b.2.1,2008-02-19,,2025-05-22,-3.7565739999999335,42.67969000000008
6208,"EL CERRO - AMPLIACION (DE 1206)",2,"BURGOS Valle de Sedano",INE099051,"Burgos","BURGOS","RIO EBRO","",30,RE-001206 y 1 más,Eólica,b.2.1,2000-02-15,,2025-05-22,-3.638610999999966,42.870278000000106
6211,"AMPLIACION MONTEJO",2,"BURGOS Valle de Valdebezana",INE094136,"Burgos","BURGOS","RIO EBRO","",20.2,RE-004819 y 1 más,Eólica,b.2.1,2006-09-25,,2025-05-22,-3.8597219999999766,42.899722000000025
6212,"P.E. LORA I",1,"BURGOS Valle de Valdelucio",INE094154,"Burgos","BURGOS","RIO DUERO","",49.6,RE-001716,Eólica,b.2.1,2007-12-12,,2025-05-22,-4.089721999999894,42.70000000000007
6213,"P.E. LORA II",1,"BURGOS Valle de Valdelucio",INE094154,"Burgos","BURGOS","RIO DUERO","",49.6,RE-001790,Eólica,b.2.1,2007-12-12,,2025-05-22,-4.0852779999999695,42.70055600000005
6215,"La Zarzuela",1,"BURGOS Vallejera",INE094173,"Burgos","BURGOS","RIO DUERO","",41.8,RE-108242,Eólica,b.2.1,2011-09-29,,2025-05-22,-4.153055999999919,42.18277800000005
6216,"BALLESTAS",4,"BURGOS Vallejera",INE094173,"Burgos","BURGOS","RIO DUERO","",132.892,RE-112927 y 3 más,Eólica,b.2.1,2019-09-30,,2025-05-22,-4.142632999999925,42.197738000000186
6219,"PE BRULLES",1,"BURGOS Villadiego",INE094271,"Burgos","BURGOS","RIO DUERO","",40,RE-107348,Eólica,b.2.1,2011-09-15,,2025-05-22,-4.006943999999968,42.51666700000003
6220,"PARQUE EOLICO LA CALDERA",1,"BURGOS Villadiego",INE094271,"Burgos","BURGOS","RIO EBRO","",22.5,RE-075042,Eólica,b.2.1,2009-01-19,,2025-05-22,-3.6372219999999627,42.8527780000001
6229,"P.E. VALBUENA",1,"BURGOS Villafranca Montes de Oca",INE094311,"Burgos","BURGOS","RIO EBRO","",30.4,RE-002698,Eólica,b.2.1,2008-08-29,,2025-05-22,-3.369721999999919,42.55166700000007
6255,"P.E. VILLAMIEL",1,"BURGOS Villamiel de la Sierra",INE094477,"Burgos","BURGOS","RIO DUERO","",17.85,RE-004271,Eólica,b.2.1,2004-01-12,,2025-05-22,-3.439721999999932,42.17972200000003
6506,"PARQUE EOLICO MERENGUE",1,"CÁCERES Plasencia",INE101480,"Cáceres","CÁCERES","RIO TAJO","",39.375,RE-112796,Eólica,b.2.1,2019-01-16,,2025-05-22,-6.160861999999929,39.995682000000095
6507,"MERENGUE II",1,"CÁCERES Plasencia",INE101480,"Cáceres","CÁCERES","RIO TAJO","",49.5,RE-114376,Eólica,b.2.1,2023-07-07,,2025-05-22,-6.183361999999944,40.00966400000002
6585,"PARQUE EOLICO LOMA LAZARO",2,"CÁDIZ Alcalá de los Gazules",INE110012,"Cádiz","CÁDIZ","RIO BARBATE","",16,RE-101907 y 1 más,Eólica,b.2.1,2008-09-25,,2025-05-22,-5.773765999999933,36.40511800000004
6586,"PARQUE EOLICO VIENTO DE ALCALA (FASE 1)",3,"CÁDIZ Alcalá de los Gazules",INE110012,"Cádiz","CÁDIZ","RIO BARBATE","",42,RE-023250 y 2 más,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.761791999999942,36.438151000000126
6608,"P. E. BUENAVISTA (1ªFASE )",1,"CÁDIZ Barbate",INE110070,"Cádiz","CÁDIZ","RIO BARBATE","",7.8,RE-001381,Eólica,b.2.1,2001-09-12,,2025-05-22,-5.971943999999932,36.26305600000005
6612,"P.E. EL PINO",1,"CÁDIZ Barrios, Los",INE110086,"Cádiz","CÁDIZ","RIO GUADARRANQUE","",24.6,RE-002745,Eólica,b.2.1,2006-08-04,,2025-05-22,-5.4136109999999045,36.24722200000012
6639,"P.E. LA VICTORIA",1,"CÁDIZ Chiclana de la Frontera",INE110159,"Cádiz","CÁDIZ","CANAL PRINCIPAL","",23.21,RE-102053,Eólica,b.2.1,2009-11-20,,2025-05-22,-6.07888899999995,36.42250000000008
6659,"P.E. CHORREADEROS BAJOS",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",30,RE-075468,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.895924999999948,36.541947000000064
6660,"P.E. CHORREADEROS ALTOS",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",20.59,RE-075467,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.864039999999934,36.542329000000095
6661,"P.E. LOS ISLETES",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",25.3,RE-101439,Eólica,b.2.1,2009-08-25,,2025-05-22,-5.868836999999917,36.545245000000115
6662,"P.E. JEREZ",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",42.5,RE-005075,Eólica,b.2.1,2008-12-18,,2025-05-22,-6.001749999999949,36.5700700000001
6663,"P.E. BENITA CUELLAR",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",32,RE-075469,Eólica,b.2.1,2008-09-23,,2025-05-22,-5.99841499999994,36.592516000000124
6664,"PARQUE EÓLICO BOLAÑOS",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",24,RE-075138,Eólica,b.2.1,2008-09-23,,2025-05-22,-6.0872219999999135,36.61083300000006
6665,"PARQUE EÓLICO ROALABOTA, SAU",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",28.05,RE-100044,Eólica,b.2.1,2008-12-16,,2025-05-22,-6.087499999999986,36.61111100000009
6666,"P.E.LOS ISLETES",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALETE","",9.94,RE-075135,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.926943999999936,36.67972200000007
6667,"PARQUE EÓLICO LA RABIA",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","ARROYO DEL SALADO - CADIZ II","",21.71,RE-101757,Eólica,b.2.1,2009-11-01,,2025-05-22,-6.233055999999993,36.69000000000012
6668,"PARQUE EOLICO EL BARROSO",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALQUIVIR","",22.5,RE-115001,Eólica,b.2.1,2023-01-02,,2025-05-22,-6.209999999999967,36.72000000000002
6669,"P.E. ALIJAR",2,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALQUIVIR","",52.8,RE-005073 y 1 más,Eólica,b.2.1,2005-03-23,,2025-05-22,-6.294443999999944,36.733056000000005
6670,"PARQUE EÓLICO EL OLIVILLO",1,"CÁDIZ Jerez de la Frontera",INE110201,"Cádiz","CÁDIZ","RIO GUADALQUIVIR","",25.5,RE-100457,Eólica,b.2.1,2009-03-17,,2025-05-22,-6.24638899999996,36.76666700000009
6698,"PARQUE EOLICO EL TESORILLO",1,"CÁDIZ Jimena de la Frontera",INE110218,"Cádiz","CÁDIZ","RIO GUADIARO","",26,RE-112941,Eólica,b.2.1,2019-06-01,,2025-05-22,-5.373434999999946,36.38971900000007
6701,"P.E. ALBUREJOS",1,"CÁDIZ Medina Sidonia",INE110239,"Cádiz","CÁDIZ","RIO BARBATE","",10,RE-075137,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.865730999999858,36.473656000000034
6702,"P.E. RANCHO VIEJO",3,"CÁDIZ Medina Sidonia",INE110239,"Cádiz","CÁDIZ","RIO GUADALETE","",36.4,RE-023937 y 2 más,Eólica,b.2.1,2008-02-05,,2025-05-22,-5.913888999999907,36.48944400000008
6703,"P.E. ZORRERAS",1,"CÁDIZ Medina Sidonia",INE110239,"Cádiz","CÁDIZ","RIO GUADALETE","",32,RE-075470,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.91945799999997,36.49400900000007
6704,"P.E. LAS MONJAS",2,"CÁDIZ Medina Sidonia",INE110239,"Cádiz","CÁDIZ","CANAL PRINCIPAL","",34,RE-075132 y 1 más,Eólica,b.2.1,2008-07-29,,2025-05-22,-5.963919999999958,36.502203000000186
6705,"P.E. VENZO",1,"CÁDIZ Medina Sidonia",INE110239,"Cádiz","CÁDIZ","RIO GUADALETE","",8,RE-075136,Eólica,b.2.1,2007-12-26,,2025-05-22,-5.888672999999887,36.507215000000066
6706,"P.E. LOS ALMERIQUES",2,"CÁDIZ Medina Sidonia",INE110239,"Cádiz","CÁDIZ","RIO GUADALETE","",27.52,RE-075133 y 1 más,Eólica,b.2.1,2008-07-14,,2025-05-22,-5.936117999999919,36.51847000000007
6726,"PARQUE EOLICO EL MARQUESADO",1,"CÁDIZ Puerto Real",INE110282,"Cádiz","CÁDIZ","CAÑO DEL ZURRAQUE","",24,RE-112877,Eólica,b.2.1,2019-06-06,,2025-05-22,-6.076533999999962,36.47565300000008
6727,"P. E. CORTIJO DE GUERRA I (FASE 1)",2,"CÁDIZ Puerto Real",INE110282,"Cádiz","CÁDIZ","CAÑO DEL ZURRAQUE","",42,RE-022760 y 1 más,Eólica,b.2.1,2007-12-28,,2025-05-22,-6.060641999999897,36.48097000000008
6728,"PE CORTIJO DE GUERRA II",2,"CÁDIZ Puerto Real",INE110282,"Cádiz","CÁDIZ","CAÑO DEL ZURRAQUE","",28,RE-020175 y 1 más,Eólica,b.2.1,2007-12-28,,2025-05-22,-6.0747469999999115,36.49741800000005
6729,"PARQUE EOLICO LA CASTELLANA",2,"CÁDIZ Puerto Real",INE110282,"Cádiz","CÁDIZ","RIO DE SAN PEDRO","",46,RE-101908 y 1 más,Eólica,b.2.1,2009-04-23,,2025-05-22,-6.09361099999992,36.52583300000006
6777,"P. E. MONTEAHUMADA (Ampliación 16/12/2002)",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","","",2.54,RE-001602,Eólica,b.2.1,1998-01-01,,2025-05-22,-5.599721999999924,36.00972200000012
6778,"P.E. LA ESE",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","ARROYO DE LA CALZADA DEL RETIRO","",1.65,RE-000868,Eólica,b.2.1,1999-11-16,,2025-05-22,-5.56861099999994,36.04083300000012
6779,"P. E. EL CABRITO",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","ARROYO DE LA CALZADA DEL RETIRO","",30,RE-000585,Eólica,b.2.1,1998-01-01,,2025-05-22,-5.563055999999951,36.04222200000003
6780,"PLANTA EOLICA DE P.E.E.S.A.",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","ARROYO ARENILLAS","",6,RE-000994,Eólica,b.2.1,1998-01-01,,2025-05-22,-5.512777999999945,36.053056000000026
6781,"P.E.PESUR I",4,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DE LA JARA","",42,RE-100046 y 3 más,Eólica,b.2.1,2008-08-11,,2025-05-22,-5.5880559999998995,36.062222000000084
6782,"P.E. EEE",3,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","ARROYO DE LAS PIÑAS","",42.68,RE-000991 y 2 más,Eólica,b.2.1,1999-04-27,,2025-05-22,-5.6541669999999415,36.08611100000011
6783,"P.E. BANCAL",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",21,RE-005066 y 1 más,Eólica,b.2.1,2007-05-10,,2025-05-22,-5.791437999999981,36.13238200000006
6784,"PARQUE EÓLICO LA TAHUNA FASE I Y II",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",20,RE-005732 y 1 más,Eólica,b.2.1,2007-02-15,,2025-05-22,-5.815168999999969,36.136222000000046
6785,"P.E. ZORRERAS",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",20,RE-005734,Eólica,b.2.1,2007-05-01,,2025-05-22,-5.804129999999943,36.13724400000007
6786,"P.E. SIGLOS",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",18,RE-005065 y 1 más,Eólica,b.2.1,2007-07-27,,2025-05-22,-5.797305999999925,36.138500000000136
6787,"P. E. CORTIJO DE IRUELAS",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",13.6,RE-001455,Eólica,b.2.1,2005-03-04,,2025-05-22,-5.716943999999964,36.14500000000006
6788,"P. E.  ALMENDARACHE",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",21,RE-005733,Eólica,b.2.1,2005-05-12,,2025-05-22,-5.737062999999962,36.14738400000008
6789,"P.E.LOMA DE ALMENDARACHE",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",12,RE-012390,Eólica,b.2.1,2006-12-01,,2025-05-22,-5.737414999999894,36.14912500000008
6790,"P.E. LA RISA",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",12,RE-008630,Eólica,b.2.1,2006-10-27,,2025-05-22,-5.796910999999949,36.15128100000002
6791,"P.E. HINOJAL I ",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",22,RE-005071 y 1 más,Eólica,b.2.1,2007-09-13,,2025-05-22,-5.788701999999924,36.15206100000003
6792,"P.E. LA ZARZUELA II",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",16,RE-005070,Eólica,b.2.1,2007-10-19,,2025-05-22,-5.814054999999898,36.15244900000012
6793,"P.E. LA HERRERIA",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",44.8,RE-003059,Eólica,b.2.1,2005-01-17,,2025-05-22,-5.719952999999937,36.1541630000001
6794,"P.E. PUERTO FACINAS",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",12,RE-005759,Eólica,b.2.1,2008-04-08,,2025-05-22,-5.707774999999934,36.157466000000106
6795,"P.E. LA TORRE I",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",16,RE-020177,Eólica,b.2.1,2007-06-18,,2025-05-22,-5.799842999999923,36.15961400000008
6796,"P.E. PEDREGOSO A",3,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",44.55,RE-001690 y 2 más,Eólica,b.2.1,2006-06-15,,2025-05-22,-5.67138899999998,36.16166700000013
6797,"PARQUE EÓLICO LOMA DE LOS AVIADORES",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",6,RE-005760,Eólica,b.2.1,2006-07-31,,2025-05-22,-5.725757999999887,36.16424400000012
6798,"PARQUE EOLICO TAHIVILLA",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO DEL CACHON","",30,RE-001060,Eólica,b.2.1,1998-01-01,,2025-05-22,-5.793888999999961,36.16444400000012
6799,"P.E. EL PANDERO",3,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",20,RE-020176 y 2 más,Eólica,b.2.1,2007-02-07,,2025-05-22,-5.807510999999934,36.170511000000026
6800,"P.E. PASADA DE TEJADA",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",9.6,RE-003060,Eólica,b.2.1,2004-10-13,,2025-05-22,-5.735218999999894,36.17149800000006
6801,"P.E. EL GALLEGO",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",24,RE-006221 y 1 más,Eólica,b.2.1,2005-03-04,,2025-05-22,-5.782050999999967,36.17903900000005
6802,"P.E. LA MANGA",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",12,RE-006218 y 1 más,Eólica,b.2.1,2004-12-21,,2025-05-22,-5.7782239999999305,36.19428100000002
6803,"P.E. RIO ALMODOVAR",1,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",12.8,RE-006219,Eólica,b.2.1,2004-12-21,,2025-05-22,-5.769917999999955,36.20313700000001
6804,"P.E. EL RUEDO",2,"CÁDIZ Tarifa",INE110355,"Cádiz","CÁDIZ","RIO BARBATE","",16,RE-006220 y 1 más,Eólica,b.2.1,2004-12-21,,2025-05-22,-5.7765899999999215,36.20325100000007
6809,"PARQUE EOLICO TEJONERO",5,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",32,RE-100455 y 4 más,Eólica,b.2.1,2009-02-26,,2025-05-22,-5.969726999999957,36.31362400000011
6810,"P.E. LOMA DE LAS PENUELAS, FASE I",1,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",9,RE-110048,Eólica,b.2.1,2012-10-18,,2025-05-22,-5.961263999999942,36.31378300000008
6811,"PARQUE EOLICO LOS GRANUJALES",1,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",24,RE-107392,Eólica,b.2.1,2011-11-03,,2025-05-22,-5.948720999999958,36.321381000000066
6812,"PARQUE EOLICO LA ESTANCIA",1,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",7.875,RE-113050,Eólica,b.2.1,2019-12-10,,2025-05-22,-5.897965999999889,36.3253
6813,"PARQUE EOLICO MOSTAZA",3,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",18,RE-100456 y 2 más,Eólica,b.2.1,2009-06-22,,2025-05-22,-5.937464999999972,36.335288000000084
6814,"P.E. LOMA DEL SUYAL, FASE I",1,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",8,RE-110111,Eólica,b.2.1,2012-10-18,,2025-05-22,-5.955305999999949,36.33817200000006
6815,"P.E. CERRO DE CONILETE",1,"CÁDIZ Vejer de la Frontera",INE110393,"Cádiz","CÁDIZ","RIO SALADO","",9,RE-110201,Eólica,b.2.1,2012-10-16,,2025-05-22,-5.9171219999998765,36.34229900000003
6851,"P.E EXPERIMENTAL VESTAS",1,"CANTABRIA Campoo de Enmedio",INE390279,"Cantabria","CANTABRIA","RIO EBRO","",3,RE-108403,Eólica,b.2.1,2010-12-01,,2025-05-22,-4.139166999999907,42.99944400000005
6945,"Mini parque eólico",1,"CANTABRIA Santander",INE390759,"Cantabria","CANTABRIA","ARROYO DE PALANCATE","",0.0035,RE-106818,Eólica,b.2.1,2011-08-01,,2025-05-22,-3.8695649999999437,43.45416000000005
6958,"MIN PARQUE EOLICO RUTH SAIZ RIO",1,"CANTABRIA Santillana del Mar",INE390762,"Cantabria","CANTABRIA","INTERCUENCA ATLANTICO NORTE","",0.0035,RE-111584,Eólica,b.2.1,2014-06-01,,2025-05-22,-4.102044999999945,43.419810000000055
6970,"P.E. CAÑONERAS",2,"CANTABRIA Soba",INE390839,"Cantabria","CANTABRIA","RIO EBRO","",32.3,RE-018412 y 1 más,Eólica,b.2.1,2007-12-26,,2025-05-22,-3.4697219999999187,43.152222000000094
7061,"PARQUE EOLICO ALTO PALANCIA III",2,"CASTELLÓN/CASTELLÓ Barracas",INE120206,"Castellón","CASTELLÓN/CASTELLÓ","RIU PALANCIA","",32,RE-100511 y 1 más,Eólica,b.2.1,2009-06-30,,2025-05-22,-0.671488999999903,39.96511000000004
7062,"P.E. ALTO PALANCIA I",3,"CASTELLÓN/CASTELLÓ Barracas",INE120206,"Castellón","CASTELLÓN/CASTELLÓ","RIU PALANCIA","",26,RE-053926 y 2 más,Eólica,b.2.1,2007-12-11,,2025-05-22,-0.6832119999999766,39.996268000000086
7122,"P.E. ARRIELO",3,"CASTELLÓN/CASTELLÓ Castellfort",INE120385,"Castellón","CASTELLÓN/CASTELLÓ","RIU MIJARES","",49.5,RE-009794 y 2 más,Eólica,b.2.1,2006-12-22,,2025-05-22,-0.21702499999996247,40.45993800000007
7123,"P.E. FOLCH II",2,"CASTELLÓN/CASTELLÓ Castellfort",INE120385,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",15,RE-009795 y 1 más,Eólica,b.2.1,2006-12-22,,2025-05-22,-0.19916199999995152,40.478481000000045
7124,"P.E. FOLCH",1,"CASTELLÓN/CASTELLÓ Castellfort",INE120385,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",49.5,RE-009793,Eólica,b.2.1,2006-12-20,,2025-05-22,-0.18507499999993995,40.489710000000116
7181,"P.E.TORRE MIRO 2",2,"CASTELLÓN/CASTELLÓ Morella",INE120803,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",49.5,RE-008529 y 1 más,Eólica,b.2.1,2006-11-10,,2025-05-22,-0.09339999999991065,40.668993000000086
7182,"P.E.TORRE MIRO I",1,"CASTELLÓN/CASTELLÓ Morella",INE120803,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",49.5,RE-008528,Eólica,b.2.1,2006-09-08,,2025-05-22,-0.11298899999996115,40.676580000000115
