objectid,descripcion,numero,municipio,municipio_ine,provincia,provincia_data,cuenca,poligono_industrial,mw,minetur,tecnologia,avistamiento,alta,baja,fecha_mod,longitude,latitude
7199,"P.E. MANZANERA",1,"CASTELLÓN/CASTELLÓ Olocau del Rey",INE120831,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",25.5,RE-007529,Eólica,b.2.1,2006-03-30,,2025-05-22,-0.35472199999992854,40.63305600000013
7247,"P.E. ALTO CASILLAS II",3,"CASTELLÓN/CASTELLÓ Pina de Montalgrao",INE120901,"Castellón","CASTELLÓN/CASTELLÓ","RIU PALANCIA","",30,RE-054064 y 2 más,Eólica,b.2.1,2008-06-12,,2025-05-22,-0.6186869999999478,39.998283000000065
7248,"P.E. ALTO CASILLAS I",1,"CASTELLÓN/CASTELLÓ Pina de Montalgrao",INE120901,"Castellón","CASTELLÓN/CASTELLÓ","RIU MIJARES","",30,RE-054063,Eólica,b.2.1,2008-06-12,,2025-05-22,-0.618851999999914,40.00238300000014
7249,"P.E. PLA DE EMBALAGUE",4,"CASTELLÓN/CASTELLÓ Portell de Morella",INE120918,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",37.5,RE-012019 y 3 más,Eólica,b.2.1,2007-07-05,,2025-05-22,-0.2798909999999759,40.52308800000003
7250,"P.E.LAS CABRILLAS",3,"CASTELLÓN/CASTELLÓ Portell de Morella",INE120918,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",28.5,RE-012020 y 2 más,Eólica,b.2.1,2007-04-25,,2025-05-22,-0.2752569999999445,40.5445660000001
7288,"P.E. MUELA DE TODOLELLA",1,"CASTELLÓN/CASTELLÓ Todolella",INE121129,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",40.5,RE-007962,Eólica,b.2.1,2006-06-08,,2025-05-22,-0.3077779999999417,40.655278000000095
7289,"P.E. REFOYAS",2,"CASTELLÓN/CASTELLÓ Todolella",INE121129,"Castellón","CASTELLÓN/CASTELLÓ","RIO EBRO","",49.5,RE-007963 y 1 más,Eólica,b.2.1,2006-04-21,,2025-05-22,-0.24777799999990194,40.68805600000009
7291,"P.E. MAZORRAL",1,"CASTELLÓN/CASTELLÓ Toro, El",INE121153,"Castellón","CASTELLÓN/CASTELLÓ","RIU PALANCIA","",32.3,RE-053928,Eólica,b.2.1,2007-11-29,,2025-05-22,-0.7254949999999443,39.99382300000019
7292,"P.E. ALTO PALANCIA II",3,"CASTELLÓN/CASTELLÓ Toro, El",INE121153,"Castellón","CASTELLÓN/CASTELLÓ","RIU PALANCIA","",46,RE-053927 y 2 más,Eólica,b.2.1,2007-12-11,,2025-05-22,-0.679712999999925,40.00415200000002
7437,"P. E. CRISTO BAILONES",1,"CIUDAD REAL Alhambra",INE130104,"Ciudad Real","CIUDAD REAL","RIO GUADIANA","",42,RE436-0304,Eólica,b.2.1,2004-08-17,,2025-05-22,-3.178453999999923,38.84692100000008
7438,"P. E. ALHAMBRA",1,"CIUDAD REAL Alhambra",INE130104,"Ciudad Real","CIUDAD REAL","RIO GUADIANA","",34,RE436-0117,Eólica,b.2.1,2004-06-18,,2025-05-22,-3.131225999999985,38.86701800000008
7587,"P.E. MALAGON II",1,"CIUDAD REAL Cortijos, Los",INE130369,"Ciudad Real","CIUDAD REAL","RIO GUADIANA","",50,RE-002054,Eólica,b.2.1,2007-11-30,,2025-05-22,-4.0525009999999,39.29719800000004
7609,"P.E. MALAGON I",1,"CIUDAD REAL Fuente el Fresno",INE130441,"Ciudad Real","CIUDAD REAL","RIO GUADIANA","",36,RE-002055,Eólica,b.2.1,2007-10-11,,2025-05-22,-4.044196999999938,39.280640000000055
7681,"P.E.EL MORAL",1,"CIUDAD REAL Moral de Calatrava",INE130586,"Ciudad Real","CIUDAD REAL","RIO GUADIANA","",40,RE-002016,Eólica,b.2.1,2006-11-30,,2025-05-22,-3.5555559999999247,38.81722200000008
8278,"P.E. MUELA CUBILLO",2,"CUENCA Algarra",INE160133,"Cuenca","CUENCA","RIO JUCAR","",50,RE-003554 y 1 más,Eólica,b.2.1,2007-12-17,,2025-05-22,-1.4577779999999676,39.99916700000007
8301,"PE BARCHIN",1,"CUENCA Barchín del Hoyo",INE160297,"Cuenca","CUENCA","RIO JUCAR","",28,RE-109739,Eólica,b.2.1,2012-08-01,,2025-05-22,-2.071388999999937,39.68055600000009
8315,"PARQUE EOLICO CAMPILLO DE ALTOBUEY FASE I",2,"CUENCA Campillo de Altobuey",INE160421,"Cuenca","CUENCA","RIO JUCAR","",162.5,RE-113877 y 1 más,Eólica,b.2.1,2022-10-18,,2025-05-22,-1.7473249999999447,39.62470100000012
8316,"PARQUE EOLICO LA MAZA",2,"CUENCA Campillo de Altobuey",INE160421,"Cuenca","CUENCA","RIO JUCAR","",49.5,RE-003743 y 1 más,Eólica,b.2.1,2004-07-16,,2025-05-22,-1.746270999999962,39.63169800000007
8317,"P. E. CALLEJAS",1,"CUENCA Campillo de Altobuey",INE160421,"Cuenca","CUENCA","RIO JUCAR","",49.5,RE436-0302,Eólica,b.2.1,2004-06-08,,2025-05-22,-1.7875559999999038,39.65327700000011
8321,"P.E.CARRASCOSA",2,"CUENCA Campos del Paraíso",INE169015,"Cuenca","CUENCA","RIO GUADIANA","",38,RE-002239 y 1 más,Eólica,b.2.1,2006-12-29,,2025-05-22,-2.756666999999928,39.98472200000008
8363,"P. E. CHUMILLAS",2,"CUENCA Chumillas",INE160817,"Cuenca","CUENCA","RIO JUCAR","",50,RE-002140 y 1 más,Eólica,b.2.1,2006-01-10,,2025-05-22,-2.067221999999926,39.76222200000004
8391,"GASCUENA ESTE",1,"CUENCA Gascueña",INE160941,"Cuenca","CUENCA","RIO TAJO","",3,RE-112882,Eólica,b.2.1,2019-02-25,,2025-05-22,-2.4901049999999225,40.30447500000001
8392,"P. E. CAMPALBO",1,"CUENCA Graja de Campalbo",INE160954,"Cuenca","CUENCA","RIO TURIA O GUADALAVIAR","",49.3,RE-002045,Eólica,b.2.1,2002-08-16,,2025-05-22,-1.2497219999999196,39.88972200000007
8397,"P.E. PICO COLLALBAS",3,"CUENCA Henarejos",INE160973,"Cuenca","CUENCA","RIO JUCAR","",30,RE-002956 y 2 más,Eólica,b.2.1,2006-12-29,,2025-05-22,-1.5466669999999625,39.90972200000006
8411,"INIESTA",1,"CUENCA Iniesta",INE161132,"Cuenca","CUENCA","RIO JUCAR","",5,RE-113166,Eólica,b.2.1,2020-05-20,,2025-05-22,-1.7169029999999288,39.448853000000035
8437,"P. E. MONTE MOLON (1ª fase)",1,"CUENCA Mira",INE161261,"Cuenca","CUENCA","RIO JUCAR","",29.75,RE-002049,Eólica,b.2.1,2002-09-02,,2025-05-22,-1.3796699999999784,39.70839700000016
8438,"P.E.  SIERRA DE MIRA (1ª fase)",1,"CUENCA Mira",INE161261,"Cuenca","CUENCA","RIO JUCAR","",38.25,RE-002048,Eólica,b.2.1,2002-08-16,,2025-05-22,-1.383423999999911,39.73077500000003
8452,"PARQUE EOLICO MOTILLA",1,"CUENCA Motilla del Palancar",INE161343,"Cuenca","CUENCA","RIO JUCAR","",51,RE-113146,Eólica,b.2.1,2020-02-01,,2025-05-22,-1.9481419999999146,39.54674300000007
8515,"PARQUE EOLICO CASTILLO DE GARCIMUNOZ ET",2,"CUENCA Pinarejo",INE161599,"Cuenca","CUENCA","RIO GUADIANA","",46.425,RE-002033 y 1 más,Eólica,b.2.1,2012-09-17,,2025-05-22,-2.3838889999999093,39.61527800000003
8539,"INIESTA",1,"CUENCA Puebla del Salvador",INE161744,"Cuenca","CUENCA","RIO JUCAR","",50,RE-115018,Eólica,b.2.1,2024-09-19,,2025-05-22,-1.7321999999999715,39.56720000000005
8567,"PARQUE EOLICO CRUZ II (1ª fase)",1,"CUENCA San Martín de Boniches",INE161929,"Cuenca","CUENCA","RIO JUCAR","",26.35,RE-002047,Eólica,b.2.1,2002-08-16,,2025-05-22,-1.5546569999999453,39.88261800000002
8568,"PARQUE EOLICO CRUZ I",1,"CUENCA San Martín de Boniches",INE161929,"Cuenca","CUENCA","RIO JUCAR","",39.95,RE-002046,Eólica,b.2.1,2002-08-16,,2025-05-22,-1.5754979999999115,39.89840300000007
8571,"P.E. CERRO DEL CALDERON",2,"CUENCA Sisante",INE161988,"Cuenca","CUENCA","RIO GUADIANA","",49.5,RE436-0169 y 1 más,Eólica,b.2.1,2004-02-10,,2025-05-22,-2.2436109999999116,39.45527800000005
8572,"P.E. LA MUELA I",2,"CUENCA Sisante",INE161988,"Cuenca","CUENCA","RIO GUADIANA","",49.5,RE436-0170 y 1 más,Eólica,b.2.1,2004-02-10,,2025-05-22,-2.2466669999999245,39.46833300000008
8602,"P. E.  LAS LOMILLAS",1,"CUENCA Tébar",INE162048,"Cuenca","CUENCA","RIO GUADIANA","",49.5,RE-002052,Eólica,b.2.1,2005-03-18,,2025-05-22,-2.1866669999999515,39.474167000000065
8603,"P. E. CUESTA COLORADA",1,"CUENCA Tébar",INE162048,"Cuenca","CUENCA","RIO GUADIANA","",49.5,RE-002061,Eólica,b.2.1,2003-06-30,,2025-05-22,-2.203925999999921,39.474290000000046
8604,"P. E. CERRO DEL PALO",1,"CUENCA Tébar",INE162048,"Cuenca","CUENCA","RIO GUADIANA","",49.5,RE-002060,Eólica,b.2.1,2004-01-22,,2025-05-22,-2.221371999999957,39.47533300000009
8605,"PARQUE EOLICO GECAMA",1,"CUENCA Tébar",INE162048,"Cuenca","CUENCA","RIO JUCAR","",329.2,RE-113693,Eólica,b.2.1,2022-05-01,,2025-05-22,-2.1671469999999404,39.541037000000095
8612,"Parque eólico Cuevas de Velasco",1,"CUENCA Torrejoncillo del Rey",INE162110,"Cuenca","CUENCA","RIO GUADIANA","",104.5,RE-113594,Eólica,b.2.1,2021-12-17,,2025-05-22,-2.5185219999999355,40.004971000000104
8639,"P.E. EL PERALEJO",2,"CUENCA Villalba del Rey",INE162466,"Cuenca","CUENCA","RIO TAJO","",26,RE-010144 y 1 más,Eólica,b.2.1,2007-01-22,,2025-05-22,-2.6086949999999556,40.354227000000066
8640,"P.E. EL ESCEPAR",2,"CUENCA Villalba del Rey",INE162466,"Cuenca","CUENCA","RIO TAJO","",36,RE-010143 y 1 más,Eólica,b.2.1,2006-12-22,,2025-05-22,-2.62836199999993,40.38103400000003
8646,"P.E. VILLAMAYOR",2,"CUENCA Villamayor de Santiago",INE162491,"Cuenca","CUENCA","RIO GUADIANA","",34,RE-101419 y 1 más,Eólica,b.2.1,2009-08-04,,2025-05-22,-2.8299999999999015,39.77666700000004
8652,"VILLANUEVA DE LA JARA 3",1,"CUENCA Villanueva de la Jara",INE162511,"Cuenca","CUENCA","RIO JUCAR","",3,RE-112738,Eólica,b.2.1,2018-04-24,,2025-05-22,-1.940025999999911,39.408086000000026
8653,"VILLANUEVA DE LA JARA 1",3,"CUENCA Villanueva de la Jara",INE162511,"Cuenca","CUENCA","RIO JUCAR","",7.37,RE-112690 y 2 más,Eólica,b.2.1,2018-04-24,,2025-05-22,-1.9367849999998799,39.41960400000008
9175,"EOLICA TXIRIBOGA-ZESTOA",1,"GIPUZKOA Zestoa",INE200277,"Gipuzkoa","GIPUZKOA","UROLA IBAIA","",0.0036,RE-112061,Eólica,b.2.1,2017-01-01,,2025-05-22,-2.217825999999933,43.25438200000011
9674,"PARQUE EOLICO LOMA DE CAPON",1,"GRANADA Albuñuelas",INE180074,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",30,RE-109991,Eólica,b.2.1,2012-08-22,,2025-05-22,-3.6430639999998764,36.997346000000036
9755,"P.E. DÓLAR UNO",1,"GRANADA Dólar",INE180690,"Granada","GRANADA","RIO GUADALQUIVIR","",49.5,RE-020893,Eólica,b.2.1,2007-10-31,,2025-05-22,-2.979234999999923,37.210424000000074
9756,"P.E. DÓLAR TRES",1,"GRANADA Dólar",INE180690,"Granada","GRANADA","RIO GUADALQUIVIR","",49.5,RE-020894,Eólica,b.2.1,2007-10-31,,2025-05-22,-3.0044539999999484,37.211058000000044
9762,"P.E. FERREIRA 2",1,"GRANADA Ferreira",INE180747,"Granada","GRANADA","RIO GUADALQUIVIR","",49.5,RE-020896,Eólica,b.2.1,2007-11-30,,2025-05-22,-2.99821399999992,37.21972800000011
9815,"PARQUE ELICO EXPERIMENTAL SAN JOS",1,"GRANADA Huéneja",INE180975,"Granada","GRANADA","RIO GUADALQUIVIR","",1.5,RE-111732,Eólica,b.2.1,2013-09-17,,2025-05-22,-2.9530559999999606,37.212222000000125
9816,"P.E. HUENEJA 3",1,"GRANADA Huéneja",INE180975,"Granada","GRANADA","RIO GUADALQUIVIR","",49.5,RE-020895,Eólica,b.2.1,2007-09-20,,2025-05-22,-2.941110999999939,37.21777800000007
9841,"PARQUE EOLICO LAS LOMAS",1,"GRANADA Lanjarón",INE181165,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",15,RE436-0565,Eólica,b.2.1,2004-06-28,,2025-05-22,-3.5183329999999144,36.917778000000084
9843,"P.E. LAS LOMAS",3,"GRANADA Lecrín",INE181190,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",18,RE-101659 y 2 más,Eólica,b.2.1,2009-11-09,,2025-05-22,-3.552499999999912,36.96250000000009
9846,"P.E. CUEVA DORADA",2,"GRANADA Loja",INE181226,"Granada","GRANADA","RIO GUADALQUIVIR","",35.7,RE-003572 y 1 más,Eólica,b.2.1,2003-10-16,,2025-05-22,-4.173610999999952,37.132778000000066
9885,"P.E. EL CONJURO",1,"GRANADA Motril",INE181400,"Granada","GRANADA","RAMBLA DE GUALCHOS","",13.6,RE-003411,Eólica,b.2.1,2006-12-22,,2025-05-22,-3.4147219999999154,36.73972199999999
9886,"P.E. EL CONJURO",1,"GRANADA Motril",INE181400,"Granada","GRANADA","RAMBLA DE GUALCHOS","",17,RE-009965,Eólica,b.2.1,2006-11-18,,2025-05-22,-3.414999999999921,36.73972199999999
9910,"PE PADUL",1,"GRANADA Padul",INE181507,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",18,RE-109867,Eólica,b.2.1,2012-09-10,,2025-05-22,-3.68916699999991,36.99111100000009
9911,"PARQUE EOLICO VALCAIRE",1,"GRANADA Padul",INE181507,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",16,RE-110419,Eólica,b.2.1,2012-11-28,,2025-05-22,-3.688610999999966,36.99138900000002
9912,"PARQUE EOLICO EXPERIMENTAL CERROS PELAOS",1,"GRANADA Padul",INE181507,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",3,RE-111731,Eólica,b.2.1,2013-09-16,,2025-05-22,-3.6416669999999125,37.00611100000006
9913,"PARQUE EOLICO MAMUT",1,"GRANADA Padul",INE181507,"Granada","GRANADA","RIO GUADALFEO O RIO CADIAR","",2.4,RE-112940,Eólica,b.2.1,2019-09-09,,2025-05-22,-3.5848669999999427,37.02788300000002
9974,"P.E. LOS MORRONES",1,"GRANADA Zújar",INE181942,"Granada","GRANADA","RIO GUADALQUIVIR","",30,RE-005767,Eólica,b.2.1,2007-11-30,,2025-05-22,-2.849443999999937,37.49944400000001
9975,"PARQUE EOLICO JAUFIL",1,"GRANADA Zújar",INE181942,"Granada","GRANADA","RIO GUADALQUIVIR","",4,RE-101754,Eólica,b.2.1,2009-11-09,,2025-05-22,-2.8678369999999287,37.50100200000002
9989,"P. E. EL CHAPARRO",1,"GUADALAJARA Alcolea del Pinar",INE190117,"Guadalajara","GUADALAJARA","RIO TAJO","",16,RE-108402,Eólica,b.2.1,2012-01-11,,2025-05-22,-2.5052779999999593,41.01972200000012
10027,"P.E. DOS PUEBLOS",4,"GUADALAJARA Bañuelos",INE190498,"Guadalajara","GUADALAJARA","RIO TAJO","",20,RE-056651 y 3 más,Eólica,b.2.1,2007-12-26,,2025-05-22,-2.9344439999999263,41.27527800000005
10062,"P.E. CAMPISABALOS",1,"GUADALAJARA Campisábalos",INE190616,"Guadalajara","GUADALAJARA","RIO TAJO","",24.42,RE-003096,Eólica,b.2.1,2002-05-07,,2025-05-22,-3.1588889999999212,41.29083300000007
10063,"P.E. CANREDONDO I",1,"GUADALAJARA Canredondo",INE190642,"Guadalajara","GUADALAJARA","RIO TAJO","",28,RE-002658,Eólica,b.2.1,2006-05-10,,2025-05-22,-2.629721999999964,40.786111000000105
10064,"P.E.LA ESPERANZA",1,"GUADALAJARA Cantalojas",INE190655,"Guadalajara","GUADALAJARA","RIO TAJO","",30,RE-014020,Eólica,b.2.1,2007-04-17,,2025-05-22,-3.1588889999999212,41.28861100000009
10065,"P.E. CANTALOJAS (6 MW, 2/4/05)",1,"GUADALAJARA Cantalojas",INE190655,"Guadalajara","GUADALAJARA","RIO TAJO","",2,RE-002666,Eólica,b.2.1,2004-01-22,,2025-05-22,-3.1844429999999004,41.29083300000007
10066,"P.E. CANTALOJAS (6 MW, 2/4/05)",3,"GUADALAJARA Cantalojas",INE190655,"Guadalajara","GUADALAJARA","RIO TAJO","",22,RE-002666 y 2 más,Eólica,b.2.1,2004-02-25,,2025-05-22,-3.1844429999999004,41.300711000000064
10091,"P.E. EL PICAZO",3,"GUADALAJARA Fuentelsaz",INE191229,"Guadalajara","GUADALAJARA","RIO EBRO","",48,RE-004084 y 2 más,Eólica,b.2.1,2009-08-19,,2025-05-22,-1.8480559999999306,41.04333300000018
10118,"P.E.HIJES",5,"GUADALAJARA Hijes",INE191364,"Guadalajara","GUADALAJARA","RIO TAJO","",13.2,RE-008243 y 4 más,Eólica,b.2.1,2005-08-03,,2025-05-22,-3.0305559999999447,41.27027800000011
10119,"P.E. CALDEREROS",2,"GUADALAJARA Hombrados",INE191399,"Guadalajara","GUADALAJARA","RIO EBRO","",37.8,RE-002229 y 1 más,Eólica,b.2.1,2007-12-28,,2025-05-22,-1.630832999999935,40.78777800000009
10126,"P.E. LUZON NORTE",4,"GUADALAJARA Luzón",INE191636,"Guadalajara","GUADALAJARA","RIO EBRO","",38,RE-008027 y 3 más,Eólica,b.2.1,2005-11-29,,2025-05-22,-2.29614399999998,41.050657000000115
10127,"P.E. ESCALÓN",3,"GUADALAJARA Luzón",INE191636,"Guadalajara","GUADALAJARA","RIO TAJO","",30,RE-008124 y 2 más,Eólica,b.2.1,2005-12-13,,2025-05-22,-2.2363529999999066,41.057967000000104
10132,"P.E. MARANCHON SUR",1,"GUADALAJARA Maranchón",INE191706,"Guadalajara","GUADALAJARA","RIO TAJO","",12,RE-008025,Eólica,b.2.1,2005-10-14,,2025-05-22,-2.1961029999999533,41.03033500000008
10133,"P.E. CLARES",3,"GUADALAJARA Maranchón",INE191706,"Guadalajara","GUADALAJARA","RIO TAJO","",32,RE-008026 y 2 más,Eólica,b.2.1,2005-11-14,,2025-05-22,-2.1760809999999062,41.05696600000007
10134,"PARQUE EOLICO MARANCHON I",1,"GUADALAJARA Maranchón",INE191706,"Guadalajara","GUADALAJARA","RIO EBRO","",18,RE-002035,Eólica,b.2.1,2005-05-09,,2025-05-22,-2.2450989999998816,41.06159800000004
10135,"P.E. MARANCHON IV",1,"GUADALAJARA Maranchón",INE191706,"Guadalajara","GUADALAJARA","RIO EBRO","",48,RE-003556,Eólica,b.2.1,2005-06-28,,2025-05-22,-2.205142999999922,41.06366600000014
10136,"P.E. CABEZUELO",2,"GUADALAJARA Maranchón",INE191706,"Guadalajara","GUADALAJARA","RIO EBRO","",30,RE-008024 y 1 más,Eólica,b.2.1,2005-10-27,,2025-05-22,-2.231857999999911,41.07134900000003
10166,"P.E. EL GUIJO I",1,"GUADALAJARA Selas",INE192542,"Guadalajara","GUADALAJARA","RIO EBRO","",38,RE-023927,Eólica,b.2.1,2008-04-30,,2025-05-22,-2.1525839999998904,40.955373000000094
10167,"P.E. EL GUIJO II",1,"GUADALAJARA Selas",INE192542,"Guadalajara","GUADALAJARA","RIO EBRO","",26,RE-023928,Eólica,b.2.1,2008-06-09,,2025-05-22,-2.1670889999999345,40.98095200000002
10168,"P.E. SIERRA MENERA 1",2,"GUADALAJARA Setiles",INE192555,"Guadalajara","GUADALAJARA","RIO TAJO","",40,RE-002025 y 1 más,Eólica,b.2.1,2006-11-30,,2025-05-22,-1.6208329999999285,40.73805600000005
10173,"P.E.SOMOLINOS",1,"GUADALAJARA Somolinos",INE192593,"Guadalajara","GUADALAJARA","RIO TAJO","",10.56,RE-008244,Eólica,b.2.1,2005-11-29,,2025-05-22,-3.0790039999999563,41.27837900000003
10174,"PARQUE EÓLICO DE SAN GIL",3,"GUADALAJARA Tartanedo",INE192653,"Guadalajara","GUADALAJARA","RIO EBRO","",36,RE-101353 y 2 más,Eólica,b.2.1,2009-06-17,,2025-05-22,-1.9052419999998902,41.008059000000124
10175,"PARQUE EÓLICO LOMA GORDA",2,"GUADALAJARA Tartanedo",INE192653,"Guadalajara","GUADALAJARA","RIO EBRO","",50,RE-002663 y 1 más,Eólica,b.2.1,2009-06-17,,2025-05-22,-1.9434369999999292,41.01248700000008
10210,"P.EÓLICO LA RETUERTA",1,"HUELVA Almendro, El",INE210031,"Huelva","HUELVA","RIO GUADIANA","",38,RE-005711,Eólica,b.2.1,2009-10-21,,2025-05-22,-7.29555599999996,37.53055600000013
10211,"PARQUE EOLICO EL ALMENDRO",1,"HUELVA Almendro, El",INE210031,"Huelva","HUELVA","RIO GUADIANA","",43.5,RE-113516,Eólica,b.2.1,2021-11-19,,2025-05-22,-7.289358999999908,37.534323000000064
10212,"P.EÓLICO LA TALLISCA",1,"HUELVA Almendro, El",INE210031,"Huelva","HUELVA","RIO GUADIANA","",40,RE-005715,Eólica,b.2.1,2009-11-01,,2025-05-22,-7.359999999999926,37.54000000000015
10213,"P.EÓLICO VALDEFUENTES",1,"HUELVA Almendro, El",INE210031,"Huelva","HUELVA","RIO GUADIANA","",28,RE-005714,Eólica,b.2.1,2009-10-13,,2025-05-22,-7.345277999999955,37.56194400000005
10214,"PARQUE EÓLICO LAS CABEZAS",1,"HUELVA Almendro, El",INE210031,"Huelva","HUELVA","RIO GUADIANA","",17.4,RE-005710,Eólica,b.2.1,2009-10-21,,2025-05-22,-7.322499999999934,37.60000000000009
10224,"P.EÓLICO EL SAUCITO",1,"HUELVA Alosno",INE210062,"Huelva","HUELVA","RIO ODIEL","",30.2,RE-005713,Eólica,b.2.1,2009-11-01,,2025-05-22,-7.156110999999956,37.58111100000006
10225,"P.E. THARSIS",1,"HUELVA Alosno",INE210062,"Huelva","HUELVA","RIO ODIEL","",4,RE-008771,Eólica,b.2.1,2005-12-19,,2025-05-22,-7.097499999999919,37.59500000000006
10231,"P.E. MONTE GORDO",1,"HUELVA Ayamonte",INE210101,"Huelva","HUELVA","RIO PIEDRAS","",48,RE-104946,Eólica,b.2.1,2011-04-26,,2025-05-22,-7.206943999999947,37.306389000000024
10232,"PARQUE EOLICO AYAMONTE",1,"HUELVA Ayamonte",INE210101,"Huelva","HUELVA","RIO GUADIANA","",2.7,RE-114120,Eólica,b.2.1,2024-09-25,,2025-05-22,-7.407699999999972,37.32900000000005
10258,"P.E. EL GRANADO",1,"HUELVA Granado, El",INE210372,"Huelva","HUELVA","RIO GUADIANA","",14.45,RE-003162,Eólica,b.2.1,2003-03-25,,2025-05-22,-7.461388999999929,37.53472200000008
10259,"P. E. EL SARDON",1,"HUELVA Granado, El",INE210372,"Huelva","HUELVA","RIO GUADIANA","",25.5,RE-007535,Eólica,b.2.1,2006-03-24,,2025-05-22,-7.4616669999999345,37.53472200000008
10268,"P.EÓLICO MAJAL ALTO",1,"HUELVA Huelva",INE210412,"Huelva","HUELVA","RIO ODIEL","",50,RE-005688,Eólica,b.2.1,2009-11-01,,2025-05-22,-7.238888999999948,37.549721999999996
10328,"P. EÓLICO EL CENTENAR",1,"HUELVA Puebla de Guzmán",INE210583,"Huelva","HUELVA","RIO ODIEL","",40,RE-005712,Eólica,b.2.1,2009-11-01,,2025-05-22,-7.224166999999978,37.5850000000001
10338,"P.E. LOS LIRIOS",1,"HUELVA San Silvestre de Guzmán",INE210669,"Huelva","HUELVA","RIO GUADIANA","",48,RE-104557,Eólica,b.2.1,2010-10-14,,2025-05-22,-7.361666999999901,37.36833300000008
10369,"P. EOLICO LA SOTONERA",1,"HUESCA Alcalá de Gurrea",INE220149,"Huesca","HUESCA","RIO EBRO","",18.9,RE-001340,Eólica,b.2.1,2005-06-29,,2025-05-22,-0.7197219999999361,42.039722000000026
10382,"P. E. SANTA QUITERIA",1,"HUESCA Almudévar",INE220211,"Huesca","HUESCA","RIO EBRO","",36,RE-001341,Eólica,b.2.1,2004-03-23,,2025-05-22,-0.549999999999963,42.003611000000035
10383,"SAN ISIDRO",2,"HUESCA Almudévar",INE220211,"Huesca","HUESCA","RIO EBRO","",48,RE-114761 y 1 más,Eólica,b.2.1,2024-02-02,,2025-05-22,0.5010560000000619,42.1000000000001
10413,"SANTA CRUZ IV",1,"HUESCA Berbegal",INE220553,"Huesca","HUESCA","RIO EBRO","",24.4,RE-115333,Eólica,b.2.1,2025-02-20,,2025-05-22,0.001500000000061231,41.90058300000005
10498,"P. E. RIO GALLEGO",2,"HUESCA Gurrea de Gállego",INE221199,"Huesca","HUESCA","RIO EBRO","",38.7,RE-001371 y 1 más,Eólica,b.2.1,2003-08-11,,2025-05-22,-0.6866669999998943,42.01055600000005
10499,"ODON DE BUEN II",1,"HUESCA Gurrea de Gállego",INE221199,"Huesca","HUESCA","RIO EBRO","",15.5,RE-114385,Eólica,b.2.1,2023-10-09,,2025-05-22,-0.8182219999999413,42.01830600000011
10500,"PARQUE EOLICO EL BALSON DE 30  MW DE ENERGIAS EOLICAS Y ECOLOGICAS 58 SL DE GURREA DE GALLEGO (HUESCA)",2,"HUESCA Gurrea de Gállego",INE221199,"Huesca","HUESCA","RIO EBRO","",31.104,RE-112869 y 1 más,Eólica,b.2.1,2019-06-04,,2025-05-22,-0.8107789999999514,42.02552700000007
10501,"PARQUE EOLICO EL VALIENTE",1,"HUESCA Gurrea de Gállego",INE221199,"Huesca","HUESCA","RIO EBRO","",20,RE-112611,Eólica,b.2.1,2018-01-22,,2025-05-22,-0.6993879999998931,42.02949800000011
10502,"P.E.  RABOSERA",1,"HUESCA Gurrea de Gállego",INE221199,"Huesca","HUESCA","RIO EBRO","",31.35,RE-005990,Eólica,b.2.1,2005-08-09,,2025-05-22,-0.8240489999999249,42.07523400000013
10503,"P.E.  RABOSERA FV",1,"HUESCA Gurrea de Gállego",INE221199,"Huesca","HUESCA","RIO EBRO","",8.385,RE-005990,Eólica,b.1.1,2024-06-07,,2025-05-22,-0.8346669999999792,42.0842500000001
10510,"P.E. SASO PLANO (UNIFICADO)",2,"HUESCA Huesca",INE221259,"Huesca","HUESCA","RIO EBRO","",39.2,RE-008754 y 1 más,Eólica,b.2.1,2006-03-23,,2025-05-22,-0.5797219999999438,42.039722000000026
10511,"P.E  I+D+I WALQA",1,"HUESCA Huesca",INE221259,"Huesca","HUESCA","RIO EBRO","",0.635,RE-100291,Eólica,b.2.1,2009-01-12,,2025-05-22,0.458611000000067,42.10638900000006
10593,"SAN ISIDRO II",1,"HUESCA Peralta de Alcofea",INE221745,"Huesca","HUESCA","RIO EBRO","",15,RE-115315,Eólica,b.2.1,2025-02-20,,2025-05-22,0.001500000000061231,41.90058300000005
10606,"P.E. ROBRES",1,"HUESCA Robres",INE221973,"Huesca","HUESCA","RIO EBRO","",24,RE-001042,Eólica,b.2.1,2007-04-20,,2025-05-22,-0.5298359999999409,41.868624000000096
10645,"PARQUE EOLICO TARDIENTA II",1,"HUESCA Tardienta",INE222261,"Huesca","HUESCA","RIO EBRO","",44.2,RE-000824,Eólica,b.2.1,2002-03-01,,2025-05-22,-0.5736819999999302,41.92944700000004
