feature_type,source,name,operator,capacity_mw,latitude,longitude
generator,solar,,,,44.9532863,10.9090459
plant,solar,,,,42.7229737,12.5209867
plant,solar,,,,40.5360837,17.3127007
plant,solar,,,,40.5132903,17.9466741
generator,solar,,,,43.8623292,12.7064204
generator,solar,,,,43.8622899,12.706362
generator,solar,,,,43.8622475,12.7063072
generator,solar,,,,43.8624154,12.7065199
generator,solar,,,,43.8623731,12.7064651
generator,solar,,,,43.8624547,12.7065784
generator,solar,,,,43.862497,12.7066332
generator,solar,,,,46.0338,10.8635531
generator,solar,,,,44.8617333,7.8399289
generator,solar,,,,41.2462198,16.2111413
generator,solar,,,,41.2393775,16.2010298
plant,solar,,,,42.8986589,12.5018061
plant,solar,,,,41.1491055,16.2222856
generator,solar,,,,44.8580279,8.1484872
plant,solar,,,,44.8521159,8.1695595
plant,solar,,,,41.9755935,14.1438642
generator,solar,,,,45.6236195,11.9251223
plant,solar,,,,41.1760729,16.1030045
plant,solar,,,,41.206366,16.2169783
generator,solar,,,,44.9908221,8.2375079
generator,solar,,,,43.0959478,10.5807847
generator,solar,,,,43.0956685,10.5809371
plant,solar,,,,40.1252236,18.1732276
generator,solar,,,,42.6263721,13.819204
generator,solar,,,,42.6263739,13.8420705
plant,solar,,,,40.2496784,18.1558166
plant,solar,,,,40.2448943,18.154901
plant,solar,,,,40.2463377,18.1580006
generator,solar,,,,45.4532246,7.8056062
generator,solar,,,,45.4536229,7.8059425
generator,solar,,,,45.4536935,7.8059882
generator,solar,,,,45.0249666,8.6087944
generator,solar,,,,43.9019612,11.0627509
plant,solar,,,,40.580247,15.4326466
generator,solar,,,,39.9623228,18.3139443
generator,solar,,,,40.0221523,18.3177011
generator,solar,,,,40.0254355,18.3155098
plant,solar,,,,40.0366841,18.3629318
plant,solar,,,,40.0385632,18.3626481
plant,solar,,,,44.4846795,11.8614931
plant,solar,,,,40.4676642,17.3448275
plant,solar,,,,40.4056807,17.3828002
plant,solar,,,,40.4585538,17.354793
generator,solar,pannelli fotovoltaici a concentrazione,,,46.2830985,11.4514977
generator,solar,,,,45.7619789,11.4480487
plant,solar,,,,37.8807688,15.0990218
plant,solar,,,,44.6731651,10.6873029
generator,solar,,,,44.5026878,7.4956018
generator,solar,,,,44.4895361,7.4493193
plant,solar,,,,41.3301496,15.9860997
plant,solar,,,,41.3301641,15.9850955
plant,solar,,,,41.3320394,15.9852025
plant,solar,,,,41.3322481,15.9862746
generator,solar,,,,39.9707282,8.9532626
plant,solar,,,,45.0504992,8.3212499
generator,solar,,,,45.1114929,8.5437025
generator,solar,,,,42.4498953,13.9190544
generator,solar,,,,42.4499635,13.9192986
plant,solar,,,,41.5340698,14.8835969
generator,solar,,,,43.3179792,13.36237
plant,solar,,,,42.541045,13.6573485
generator,solar,,,,45.646957,11.6755875
plant,solar,,,,41.986142,14.4780432
plant,solar,,,,41.9845837,14.4753986
plant,solar,,,,42.1890074,14.5762357
plant,solar,,,,42.0353839,14.6654324
plant,solar,,,,45.2634858,9.4263627
generator,solar,,,,45.5151249,11.4371578
generator,solar,,,,40.3266675,18.0928824
plant,solar,,,,42.7241489,11.9549318
generator,solar,,,,40.0067108,18.1789689
plant,solar,,,,44.5494853,7.4932729
plant,solar,,,,45.4240312,9.6878783
plant,solar,,,,42.1338424,12.6052585
generator,solar,,,,40.3408998,17.761776
plant,solar,,,,41.1919975,16.0453372
plant,solar,,,,43.2271865,11.0002939
generator,solar,,,,43.6102739,10.44999
plant,solar,,,,45.1877526,10.4966976
plant,solar,,,,41.1665152,16.077067
plant,solar,,,,41.1658354,16.0846928
plant,solar,,,,41.163012,16.0808756
generator,solar,,,,43.5954502,10.3899877
generator,solar,,,,40.3796853,17.7032818
plant,solar,,,,40.4118617,17.745738
plant,solar,,,,40.396506,17.7734515
generator,solar,,,,40.3360459,17.7453241
plant,solar,,,,45.1889318,10.5333858
generator,solar,,,,46.0707166,13.3068131
generator,solar,,,,39.9142689,18.3555239
generator,solar,,,,39.9221051,18.3488405
generator,solar,,,,44.8798757,8.3587827
plant,solar,,,,44.7402667,8.2828495
plant,solar,,,,41.2041993,16.1422797
plant,solar,,,,43.7864268,12.9764257
generator,solar,,,,37.1583724,13.9749618
generator,solar,,,,43.2162367,10.5721403
generator,solar,,,,44.8551495,11.8532029
generator,solar,,,,44.4315409,8.1581466
plant,solar,,,,43.3539496,10.4755817
generator,solar,,,,45.1821505,10.2493945
generator,solar,,,,43.300187,10.5930692
generator,solar,,,,43.5344587,10.3217454
plant,solar,,,,42.069824,12.2007484
plant,solar,,,,42.069545,12.1715338
generator,solar,,,,40.4138376,17.762713
generator,solar,,,,40.6815789,16.0610778
plant,solar,,,,42.0804924,13.3587379
plant,solar,,,,40.7141855,17.7464831
plant,solar,,,,40.7141878,17.7488634
generator,solar,,,,40.735823,16.0731089
generator,solar,,,,40.7373034,16.0741097
generator,solar,,,,40.6737861,17.662619
plant,solar,,,,40.7236965,16.1299439
plant,solar,,,,40.7194396,16.1127058
plant,solar,,,,41.5986439,15.3463459
plant,solar,,,,41.599354,15.3446561
plant,solar,,,,41.5996121,15.3399984
plant,solar,,,,41.5999075,15.3376088
plant,solar,,,,41.5937133,15.3470475
plant,solar,,,,41.5902204,15.3467632
generator,solar,,,,37.332461,14.1526363
generator,solar,,,,45.6918745,8.6091515
plant,solar,,,,43.3230573,12.9304419
generator,solar,,,,40.712874,15.9642399
plant,solar,,,,44.7789975,8.1354757
generator,solar,,,,45.3081116,11.4757671
generator,solar,panelli fotovoltaici,,,44.3123934,7.369197
generator,solar,,,,43.6846001,11.7738244
plant,solar,Villavallelonga Abruzzo Power Plant by GRS,,,41.879836,13.6110721
plant,solar,,,,42.8569497,12.4754175
generator,solar,campo fotovoltaico,,,44.3143048,7.3320805
plant,solar,,,,40.0483411,18.1521221
plant,solar,,,,44.1741,11.9967204
generator,solar,,,,40.0403226,18.1520279
generator,solar,,,,39.9268191,18.3283125
plant,solar,,,,40.7305444,15.870216
plant,solar,,,,40.7297843,15.8691793
plant,solar,,,,40.7288091,15.868557
generator,solar,Pannelli solari Ca' Lozzio,Ca' Lozzio,,45.7641098,12.5254408
plant,solar,,,,41.4394602,12.8416284
plant,solar,,,,41.1798144,16.1183023
generator,solar,,,,41.5916174,15.2188486
plant,solar,,,,41.5192581,15.4127053
plant,solar,,,,42.6477481,12.2584008
plant,solar,,,,45.1101527,10.1540698
plant,solar,,,,41.4881588,15.430727
plant,solar,,,,41.5363803,15.3632111
plant,solar,,,,41.5374865,15.3606569
generator,solar,,,,41.5083805,15.4420299
plant,solar,,,,41.4601241,15.4936758
plant,solar,,,,43.8638995,10.9903932
generator,solar,,Impianto Fotovoltaico di Casale San Felice,,41.7638977,14.591563
plant,solar,,,,41.7458513,14.5451904
plant,solar,,,,42.0767562,13.8900318
plant,solar,,,,41.2674549,15.9857605
generator,solar,,,,40.6364818,16.2295755
plant,solar,,,,40.6358753,16.2317589
generator,solar,Impianto fotovoltaico,,,44.3203724,11.7820491
generator,solar,,,,41.6347954,12.4713541
generator,solar,,,,41.6344876,12.470865
generator,solar,,,,41.634596,12.4719942
generator,solar,,,,40.6134349,16.1430417
plant,solar,,,,41.7466838,12.5493556
plant,solar,,,,41.6907628,13.1668354
plant,solar,,,,41.750636,13.9948547
generator,solar,,,,46.6511177,11.5704705
plant,solar,,,,40.6461832,15.9659712
plant,solar,,,,40.6461382,15.944353
plant,solar,,,,40.6445509,15.9479929
plant,solar,,,,40.6549763,15.9622893
plant,solar,,,,37.1750023,14.4594777
generator,solar,,,,40.6835264,16.6733918
plant,solar,,,,40.6134323,17.8649827
plant,solar,,,,40.6148422,17.8649288
plant,solar,,,,40.6169055,17.8641232
plant,solar,,,,40.6121586,17.8627161
plant,solar,,,,40.6096612,17.8590616
plant,solar,,,,40.6092184,17.8624284
plant,solar,,,,40.6069363,17.8575277
plant,solar,,,,40.6060949,17.8610222
plant,solar,,,,40.6187697,17.8686498
plant,solar,,,,40.6187819,17.8669499
generator,solar,,,,40.683385,15.8971283
generator,solar,,,,40.6834044,15.8999781
generator,solar,,,,40.6739253,15.8799394
plant,solar,,,,39.9618255,18.1463535
plant,solar,,,,39.9479376,18.1419263
plant,solar,,,,39.9511347,18.1393118
generator,solar,,,,40.6945811,16.4559558
plant,solar,,,,40.7502013,16.498839
plant,solar,,,,41.16722,15.8794888
generator,solar,,,,40.3653992,18.1473899
generator,solar,,,,40.3655412,18.1475835
generator,solar,,,,46.7153125,11.1682948
generator,solar,,,,40.7107015,16.0054479
generator,solar,,,,42.9272833,10.7624463
generator,solar,,,,40.4052612,15.5488317
generator,solar,,,,37.6282679,13.8909298
generator,solar,,,,37.6256762,13.890034
generator,solar,,,,37.626509,13.8903048
generator,solar,,,,37.6269933,13.8909727
generator,solar,,,,37.6303156,13.892625
generator,solar,,,,46.2481962,10.2450699
generator,solar,,,,46.2550644,10.2486505
plant,solar,,,,42.9246596,10.8039349
plant,solar,,,,45.7211156,12.9058051
plant,solar,Area pannelli fotovoltaici,,,43.5667383,10.7065434
plant,solar,,,,41.8385345,13.5155627
plant,solar,,,,41.8153857,13.5550609
plant,solar,,,,45.7212335,12.9698424
plant,solar,,,,42.5782401,12.4674777
plant,solar,,,,40.2711606,18.1599729
generator,solar,,,,45.2564865,8.9117462
plant,solar,,,,42.5272636,12.3216878
plant,solar,,,,44.1491046,12.4314436
plant,solar,,,,44.147975,12.4334943
plant,solar,,,,44.1479425,12.4308703
plant,solar,,,,44.1470016,12.4324548
plant,solar,,,,44.1465726,12.4300132
plant,solar,,,,44.1457497,12.4316945
plant,solar,,,,42.2405753,13.6017904
plant,solar,,,,44.4919086,12.2212619
generator,solar,,,,41.8405045,12.7086582
generator,solar,,,,41.8399196,12.7089014
generator,solar,,,,46.4222926,13.5000229
plant,solar,,,,38.4408321,16.0442745
plant,solar,,,,38.4423486,16.0451915
plant,solar,Burlino,,,43.2354234,10.871342
plant,solar,,,,43.2772272,13.3304147
plant,solar,,,,45.445429,9.508093
plant,solar,,,,42.5682569,12.3138131
plant,solar,,,,40.8595232,15.3563278
plant,solar,,,,40.8626442,15.3677017
plant,solar,,,,40.8643218,15.3949445
plant,solar,,,,40.7015114,16.5352714
plant,solar,,,,40.7039118,16.5198755
plant,solar,,,,40.7024316,16.5196314
plant,solar,,,,40.7002638,16.5205782
plant,solar,,,,40.6955766,16.5412473
plant,solar,,,,40.6957596,16.5389648
generator,solar,,,,40.8674685,15.4470039
plant,solar,,,,42.0412444,13.3187301
plant,solar,,,,42.0598301,13.499823
plant,solar,,,,44.3327014,12.0258639
plant,solar,,,,44.5100931,11.8489867
plant,solar,,,,44.508262,11.8491124
plant,solar,,,,44.9323019,11.0125415
plant,solar,Impianto fotovoltaico,,,45.149221,11.2234146
generator,solar,Palestra Comunale,,,45.5890964,11.4920294
generator,solar,,,,44.0328433,12.6080074
generator,solar,,,,44.0326881,12.6079116
generator,solar,,,,44.0325425,12.6076497
generator,solar,,,,44.0323779,12.6074869
generator,solar,,,,44.0322226,12.6073736
generator,solar,,,,44.03207,12.6073789
generator,solar,,,,44.0326972,12.609076
generator,solar,,,,44.0325408,12.6090596
generator,solar,,,,44.0323869,12.609068
generator,solar,,,,44.032233,12.6088295
generator,solar,,,,44.0320768,12.6085845
generator,solar,,,,44.0319284,12.6083427
generator,solar,,,,44.0317756,12.6082195
generator,solar,,,,44.0316238,12.6081533
generator,solar,,,,44.0314698,12.6080747
generator,solar,,,,42.8043148,11.1198914
generator,solar,,,,42.8048046,11.1191682
plant,solar,,,,39.8231512,16.2554236
plant,solar,,,,42.8853329,11.2529826
generator,solar,,,,42.6411411,11.272159
generator,solar,,,,44.3427714,8.5432337
plant,solar,,,,44.8564077,8.54414
generator,solar,,,,44.8582582,8.5478904
generator,solar,,,,44.860239,8.5492691
generator,solar,,,,42.7720568,11.252473
generator,solar,,,,43.0603715,10.7228655
generator,solar,,,,45.5657818,10.1218976
generator,solar,,,,45.5654959,10.1244362
plant,solar,,,,41.3289981,15.4667491
plant,solar,,,,41.3633868,15.5555742
plant,solar,,,,37.4170035,13.5863705
generator,solar,,,,37.3652357,13.6363297
generator,solar,,,,37.3662822,13.6371881
generator,solar,,,,37.3668527,13.6367244
generator,solar,,,,37.3673476,13.6334684
generator,solar,,,,37.3694536,13.6427915
generator,solar,,,,37.3694936,13.6426928
generator,solar,,,,37.3700283,13.642166
generator,solar,,,,37.3700458,13.6420617
generator,solar,,,,37.3741895,13.6393153
generator,solar,,,,37.3717728,13.6456198
generator,solar,,,,37.397688,13.6227656
plant,solar,,,,39.6933293,16.2311785
plant,solar,,,,44.2710994,11.6941514
plant,solar,,,,37.3852057,13.6165215
generator,solar,,,,37.3837375,13.6147356
generator,solar,,,,37.383483,13.6148904
generator,solar,,,,37.3599638,13.618148
generator,solar,,,,37.3581578,13.6200267
generator,solar,,,,37.3575168,13.6211867
generator,solar,,,,37.3560161,13.6223167
generator,solar,,,,37.3558439,13.6224139
generator,solar,,,,37.3561729,13.6226419
generator,solar,,,,37.3559674,13.6227957
generator,solar,,,,37.383469,13.5604575
generator,solar,,,,37.3965402,13.6005947
generator,solar,,,,37.3912785,13.6050365
generator,solar,,,,37.3220668,13.589214
generator,solar,,,,37.3934818,13.6220866
generator,solar,,,,37.3943785,13.6228009
generator,solar,,,,37.3942994,13.6223974
generator,solar,,,,37.393085,13.6206711
generator,solar,,,,37.3931103,13.6204162
generator,solar,,,,37.3932423,13.6199807
generator,solar,,,,37.3926285,13.6187222
generator,solar,,,,37.3934275,13.618583
generator,solar,,,,37.3910142,13.6194331
generator,solar,,,,37.3894765,13.6168083
generator,solar,,,,37.3915333,13.6153751
generator,solar,,,,37.39187,13.6153082
generator,solar,,,,37.4041871,13.6206706
generator,solar,,,,37.4041536,13.6209072
generator,solar,,,,37.4042488,13.62093
generator,solar,,,,37.4042518,13.6204078
generator,solar,,,,37.4070884,13.6226101
generator,solar,,,,37.40512,13.6160275
generator,solar,,,,37.4050734,13.6159959
generator,solar,,,,37.4050286,13.6159455
generator,solar,,,,37.403878,13.6144922
generator,solar,,,,37.4033621,13.6148136
generator,solar,,,,37.4023493,13.6152304
generator,solar,,,,37.4019799,13.6145247
generator,solar,,,,37.4019976,13.6132438
generator,solar,,,,37.4009383,13.6133606
generator,solar,,,,37.400267,13.6130205
generator,solar,,,,37.4007871,13.6113821
generator,solar,,,,37.4004039,13.6092623
generator,solar,,,,37.4004648,13.6092921
generator,solar,,,,37.3934387,13.6093003
generator,solar,,,,37.403655,13.6183261
generator,solar,,,,37.4044915,13.6183277
generator,solar,,,,37.4044961,13.618386
generator,solar,,,,37.4045017,13.6184311
generator,solar,,,,37.4044347,13.6183555
generator,solar,,,,37.4043517,13.618052
generator,solar,,,,37.4052199,13.6163291
generator,solar,,,,37.4038601,13.6154906
generator,solar,,,,37.4036897,13.6159837
generator,solar,,,,37.4018906,13.6171764
generator,solar,,,,37.4048923,13.6190819
generator,solar,,,,37.4027146,13.617881
generator,solar,,,,37.4026919,13.6193343
generator,solar,,,,37.4025396,13.6193233
generator,solar,,,,37.4083028,13.6216016
generator,solar,,,,39.9010725,18.2943609
generator,solar,,UNGSC,,40.6510299,17.9423103
generator,solar,,UNGSC,,40.651167,17.9422451
generator,solar,,UNGSC,,40.6513055,17.9421684
generator,solar,,,,37.3953724,13.6184497
generator,solar,,,,37.3952897,13.6182727
generator,solar,,,,37.3804062,13.6186152
generator,solar,,,,37.4099363,13.6185887
generator,solar,,,,37.4100105,13.6186362
generator,solar,,,,37.3937878,13.622725
generator,solar,,,,37.393519,13.6229025
generator,solar,,,,37.3931467,13.6234835
generator,solar,,,,37.3934792,13.6224339
generator,solar,,,,37.3936058,13.6222336
generator,solar,,,,37.3993332,13.6148043
generator,solar,,,,37.3994953,13.6141806
generator,solar,,,,37.3978819,13.6143902
generator,solar,,,,37.3978293,13.6144445
generator,solar,,,,37.3856794,13.6290265
generator,solar,,,,37.3920231,13.6227194
generator,solar,,,,44.6566682,11.1251217
generator,solar,,,,44.6567908,11.1252024
generator,solar,,,,44.6567597,11.1243431
generator,solar,,,,44.6568976,11.1244286
generator,solar,,,,37.7671039,12.9157309
generator,solar,,,,37.7713338,12.920166
generator,solar,,,,37.7703352,12.9188289
generator,solar,,,,38.0944573,13.3134059
generator,solar,,,,38.095237,13.3129647
generator,solar,,,,38.0946716,13.3115858
generator,solar,,,,38.0957239,13.3141726
generator,solar,,,,38.095054,13.3145931
generator,solar,,,,38.0945778,13.3150991
generator,solar,,,,38.0940484,13.3154943
generator,solar,,,,38.0958028,13.3159653
generator,solar,,,,38.0954697,13.3161971
generator,solar,,,,45.5212224,8.017981
plant,solar,,,,44.377983,11.7958834
plant,solar,,,,44.4317725,11.8339934
generator,solar,,,,44.4248529,11.5801709
generator,solar,,,,44.40271,12.1934628
generator,solar,,,,44.402317,12.1937486
generator,solar,,,,44.4023428,12.1943842
generator,solar,,,,44.402229,12.1943545
generator,solar,,,,44.4026024,12.1947876
generator,solar,,,,44.4339801,12.2970023
generator,solar,,,,44.4338765,12.2971377
generator,solar,,,,37.395921,13.6191144
generator,solar,,,,37.3960327,13.6194853
generator,solar,,,,37.3962245,13.6199702
generator,solar,,,,37.3961744,13.6198351
generator,solar,,,,37.3958339,13.6200138
generator,solar,,,,37.3940482,13.6206564
generator,solar,,,,44.3387761,11.7849196
generator,solar,,,,45.5193574,9.4614964
plant,solar,,,,40.33839,16.3044649
generator,solar,,,,46.6779761,11.0617604
plant,solar,,,,37.5311568,13.1754425
plant,solar,,,,37.5294073,13.1870632
plant,solar,,,,37.5259198,13.1887114
plant,solar,,,,40.8345848,8.2927285
plant,solar,,,,40.8346037,8.2946096
plant,solar,,,,40.825105,8.3202955
plant,solar,,,,40.8185899,8.3203271
plant,solar,,,,40.8137755,8.3365989
plant,solar,,,,40.8121448,8.3345054
plant,solar,,,,40.8117962,8.3372561
generator,solar,,,,45.7448002,7.4696906
generator,solar,,,,45.7379885,7.464085
generator,solar,,,,45.7380989,7.4640384
plant,solar,,,,44.4396789,11.5301189
plant,solar,,,,41.3951535,15.7209367
plant,solar,,,,41.3997198,15.7145919
plant,solar,,,,37.2211501,14.9141013
plant,solar,,,,37.2220866,14.9140164
plant,solar,Parco Fotovoltaico,,,43.2623359,11.6347438
plant,solar,,,,45.1441769,11.0182357
generator,solar,,,,45.4963137,11.6847553
plant,solar,,,,43.4418447,13.2703163
plant,solar,,,,43.4477151,13.2694626
plant,solar,,,,44.768069,8.7221366
plant,solar,,,,42.9211843,13.6427045
generator,solar,,Sconosciuto,,36.9052134,14.4263271
generator,solar,,,,37.1379475,13.9305597
plant,solar,,,,40.4388666,17.3508078
plant,solar,,,,36.8144062,14.5424816
generator,solar,,,,36.8237442,14.5167004
generator,solar,,,,36.8147262,14.5251654
plant,solar,,,,36.821713,14.5164965
generator,solar,,,,40.8531227,16.411124
plant,solar,,,,44.8021928,8.7478738
plant,solar,,,,44.8091455,8.7573923
generator,solar,,,,43.6406784,10.5046148
plant,solar,,,,43.6169288,13.3206292
generator,solar,,,,40.1887786,16.6330377
generator,solar,,,,44.9128029,7.4681507
generator,solar,,,,44.9111778,7.4686717
generator,solar,,,,40.0834493,18.151309
generator,solar,,,,45.5887191,11.4654112
generator,solar,,,,43.6516763,10.5597714
generator,solar,,,,43.7263878,11.0866241
generator,solar,,,,44.5599107,8.3383199
generator,solar,,,,43.7083779,11.1453678
generator,solar,,,,43.7067243,11.1425868
generator,solar,,,,44.3613723,11.7458348
generator,solar,,,,43.7376079,11.0803972
plant,solar,,,,45.5451234,11.6360416
generator,solar,,,,41.2574647,15.9165513
generator,solar,,,,41.2576408,15.916602
generator,solar,,,,41.2578061,15.916645
generator,solar,,,,46.4410721,11.0203788
