feature_type,source,name,operator,capacity_mw,latitude,longitude
generator,solar,,,,39.2604922,8.9518705
generator,solar,,,,39.2604912,8.9520669
generator,solar,,,,39.2604918,8.9519692
generator,solar,,,,39.2604924,8.9520204
generator,solar,,,,39.260493,8.9519226
generator,solar,,,,39.2604942,8.9514662
generator,solar,,,,39.2604948,8.9513685
generator,solar,,,,39.2604954,8.9514196
generator,solar,,,,39.2610677,8.9525624
generator,solar,,,,39.2610693,8.9524171
generator,solar,,,,39.2610681,8.9524636
generator,solar,,,,39.2610687,8.9523659
generator,solar,,,,39.2610699,8.9523193
generator,solar,,,,39.2610701,8.952214
generator,solar,,,,39.2610689,8.9522605
generator,solar,,,,39.2610696,8.9521629
generator,solar,,,,39.2610708,8.9521162
generator,solar,,,,39.2610689,8.9525157
generator,solar,,,,39.2610677,8.9520647
generator,solar,,,,39.2610683,8.9519669
generator,solar,,,,39.2610689,8.952018
generator,solar,,,,39.2610699,8.9518216
generator,solar,,,,39.2610687,8.9518681
generator,solar,,,,39.2610693,8.9517705
generator,solar,,,,39.2610705,8.9517239
generator,solar,,,,39.2610707,8.9516185
generator,solar,,,,39.2610695,8.951665
generator,solar,,,,39.2610701,8.9515674
generator,solar,,,,39.2610713,8.9515208
generator,solar,,,,39.2610695,8.9519203
generator,solar,,,,39.2610707,8.9514638
generator,solar,,,,39.2610713,8.9513661
generator,solar,,,,39.2610719,8.9514172
generator,solar,,,,39.2610717,8.9512674
generator,solar,,,,39.2607797,8.9526612
generator,solar,,,,39.2607802,8.9525636
generator,solar,,,,39.2607814,8.9525169
generator,solar,,,,39.2607809,8.9526147
generator,solar,,,,39.2607819,8.9524181
generator,solar,,,,39.2607807,8.9524648
generator,solar,,,,39.2607813,8.952367
generator,solar,,,,39.2607825,8.9523204
generator,solar,,,,39.2607827,8.9522151
generator,solar,,,,39.2607815,8.9522617
generator,solar,,,,39.2607821,8.9521639
generator,solar,,,,39.2607833,8.9521173
generator,solar,,,,39.2607802,8.9520657
generator,solar,,,,39.2607808,8.9519681
generator,solar,,,,39.260782,8.9519215
generator,solar,,,,39.2607814,8.9520192
generator,solar,,,,39.2607825,8.9518227
generator,solar,,,,39.2607813,8.9518693
generator,solar,,,,39.2607819,8.9517716
generator,solar,,,,39.2607831,8.9517249
generator,solar,,,,39.2607833,8.9516197
generator,solar,,,,39.2607821,8.9516662
generator,solar,,,,39.2607827,8.9515685
generator,solar,,,,39.2607839,8.9515219
generator,solar,,,,39.2607833,8.951465
generator,solar,,,,39.2607838,8.9513673
generator,solar,,,,39.2610725,8.9513196
generator,solar,,,,39.260785,8.9513206
generator,solar,,,,39.260496,8.9513218
generator,solar,,,,39.2607845,8.9514184
generator,solar,,,,39.2607855,8.951222
generator,solar,,,,39.2607843,8.9512685
generator,solar,,,,39.2607849,8.9511708
generator,solar,,,,39.2607861,8.9511242
generator,solar,,,,39.2607863,8.9510189
generator,solar,,,,39.2607851,8.9510655
generator,solar,,,,39.2607857,8.9509678
generator,solar,,,,39.2607869,8.9509211
generator,solar,,,,39.2592463,8.9535696
generator,solar,,,,39.2592475,8.9535229
generator,solar,,,,39.2592468,8.9534661
generator,solar,,,,39.2592474,8.9533684
generator,solar,,,,39.259248,8.9534195
generator,solar,,,,39.259249,8.953223
generator,solar,,,,39.2592478,8.9532696
generator,solar,,,,39.2592485,8.9531719
generator,solar,,,,39.2592497,8.9531253
generator,solar,,,,39.2592499,8.95302
generator,solar,,,,39.2592487,8.9530665
generator,solar,,,,39.2592492,8.9529688
generator,solar,,,,39.2592504,8.9529222
generator,solar,,,,39.2592486,8.9533218
generator,solar,,,,39.2592474,8.9528707
generator,solar,,,,39.259248,8.9527729
generator,solar,,,,39.2592486,8.9528241
generator,solar,,,,39.2592496,8.9526275
generator,solar,,,,39.2592484,8.9526741
generator,solar,,,,39.259249,8.9525764
generator,solar,,,,39.2592502,8.9525299
generator,solar,,,,39.2592504,8.9524244
generator,solar,,,,39.2592492,8.952471
generator,solar,,,,39.2592498,8.9523733
generator,solar,,,,39.259251,8.9523268
generator,solar,,,,39.2592492,8.9527263
generator,solar,,,,39.2589616,8.9532242
generator,solar,,,,39.2589604,8.9532708
generator,solar,,,,39.258961,8.9531731
generator,solar,,,,39.2589622,8.9531264
generator,solar,,,,39.2589624,8.9530211
generator,solar,,,,39.2589612,8.9530677
generator,solar,,,,39.2589618,8.9529699
generator,solar,,,,39.258963,8.9529233
generator,solar,,,,39.25896,8.9528717
generator,solar,,,,39.2589605,8.952774
generator,solar,,,,39.2589617,8.9527275
generator,solar,,,,39.2589612,8.9528251
generator,solar,,,,39.2589622,8.9526287
generator,solar,,,,39.258961,8.9526753
generator,solar,,,,39.2601233,8.9520234
generator,solar,,,,39.2598347,8.9520244
generator,solar,,,,39.2601221,8.9520699
generator,solar,,,,39.2598335,8.9520711
generator,solar,,,,39.2601227,8.9519722
generator,solar,,,,39.259834,8.9519733
generator,solar,,,,39.2601239,8.9519256
generator,solar,,,,39.2598352,8.9519267
generator,solar,,,,39.2601241,8.9518203
generator,solar,,,,39.2598354,8.9518213
generator,solar,,,,39.2601229,8.9518668
generator,solar,,,,39.2598342,8.951868
generator,solar,,,,39.2601235,8.9517691
generator,solar,,,,39.2598349,8.9517702
generator,solar,,,,39.2601247,8.9517225
generator,solar,,,,39.2598361,8.9517237
generator,solar,,,,39.25983,8.9527706
generator,solar,,,,39.2598312,8.952724
generator,solar,,,,39.2598316,8.9526253
generator,solar,,,,39.2598304,8.9526719
generator,solar,,,,39.259831,8.9525742
generator,solar,,,,39.2598322,8.9525275
generator,solar,,,,39.2598325,8.9524222
generator,solar,,,,39.2598313,8.9524688
generator,solar,,,,39.2598318,8.952371
generator,solar,,,,39.259833,8.9523244
generator,solar,,,,39.2598336,8.952221
generator,solar,,,,39.2598324,8.9522675
generator,solar,,,,39.259833,8.9521699
generator,solar,,,,39.2598311,8.9532207
generator,solar,,,,39.2598299,8.9532674
generator,solar,,,,39.2598304,8.9531696
generator,solar,,,,39.2598316,8.953123
generator,solar,,,,39.2598319,8.9530176
generator,solar,,,,39.2598307,8.9530643
generator,solar,,,,39.2598313,8.9529665
generator,solar,,,,39.2598325,8.9529199
generator,solar,,,,39.25983,8.9534172
generator,solar,,,,39.2598288,8.9534638
generator,solar,,,,39.2598294,8.953366
generator,solar,,,,39.2598306,8.9533194
generator,solar,,,,39.2598294,8.9528683
generator,solar,,,,39.2601197,8.9532196
generator,solar,,,,39.2601185,8.9532662
generator,solar,,,,39.2601191,8.9531684
generator,solar,,,,39.2601203,8.9531218
generator,solar,,,,39.2601205,8.9530164
generator,solar,,,,39.2601193,8.9530631
generator,solar,,,,39.26012,8.9529653
generator,solar,,,,39.2601212,8.9529187
generator,solar,,,,39.2601187,8.9534161
generator,solar,,,,39.2601175,8.9534626
generator,solar,,,,39.2601181,8.9533649
generator,solar,,,,39.2601193,8.9533183
generator,solar,,,,39.2601193,8.9528205
generator,solar,,,,39.2598306,8.9528218
generator,solar,,,,39.2601181,8.9528671
generator,solar,,,,39.2601186,8.9527695
generator,solar,,,,39.2601198,8.9527229
generator,solar,,,,39.2601203,8.9526241
generator,solar,,,,39.2601191,8.9526707
generator,solar,,,,39.2601197,8.952573
generator,solar,,,,39.2601209,8.9525263
generator,solar,,,,39.2601211,8.952421
generator,solar,,,,39.2601199,8.9524676
generator,solar,,,,39.2601205,8.9523699
generator,solar,,,,39.2601217,8.9523232
generator,solar,,,,39.2601223,8.9522198
generator,solar,,,,39.2601211,8.9522664
generator,solar,,,,39.2601217,8.9521687
generator,solar,,,,39.2601229,8.952122
generator,solar,,,,39.2598342,8.9521232
generator,solar,,,,39.2601176,8.9536173
generator,solar,,,,39.2598289,8.9536184
generator,solar,,,,39.2601164,8.9536639
generator,solar,,,,39.2601169,8.9535662
generator,solar,,,,39.2598283,8.9535672
generator,solar,,,,39.2601181,8.9535195
generator,solar,,,,39.2598295,8.9535207
generator,solar,,,,39.259537,8.9535684
generator,solar,,,,39.2595382,8.9535219
generator,solar,,,,39.2595376,8.953465
generator,solar,,,,39.2595388,8.9534183
generator,solar,,,,39.2595381,8.9533672
generator,solar,,,,39.2595393,8.9533206
generator,solar,,,,39.2595386,8.9532684
generator,solar,,,,39.2595398,8.9532218
generator,solar,,,,39.2595392,8.9531708
generator,solar,,,,39.2595404,8.9531242
generator,solar,,,,39.2595394,8.9530654
generator,solar,,,,39.2595406,8.9530188
generator,solar,,,,39.25954,8.9529677
generator,solar,,,,39.2595412,8.9529211
generator,solar,,,,39.2595381,8.9528695
generator,solar,,,,39.2595393,8.9528229
generator,solar,,,,39.2595387,8.9527718
generator,solar,,,,39.2595399,8.9527251
generator,solar,,,,39.2595391,8.952673
generator,solar,,,,39.2595403,8.9526264
generator,solar,,,,39.2595398,8.9525752
generator,solar,,,,39.259541,8.9525287
generator,solar,,,,39.25954,8.9524699
generator,solar,,,,39.2595412,8.9524233
generator,solar,,,,39.2595406,8.9523721
generator,solar,,,,39.2595418,8.9523256
generator,solar,,,,39.2595411,8.9522687
generator,solar,,,,39.2595423,8.9522221
generator,solar,,,,39.2595417,8.9521709
generator,solar,,,,39.2595429,8.9521243
generator,solar,,,,39.2595422,8.9520723
generator,solar,,,,39.2595434,8.9520256
generator,solar,,,,39.2595427,8.9519745
generator,solar,,,,39.2586759,8.9507311
generator,solar,,,,39.2586754,8.9508288
generator,solar,,,,39.2586742,8.9508754
generator,solar,,,,39.2586747,8.9507776
generator,solar,,,,39.2586761,8.9506257
generator,solar,,,,39.258675,8.9506723
generator,solar,,,,39.2586756,8.9505745
generator,solar,,,,39.2586768,8.950528
generator,solar,,,,39.2586737,8.9511287
generator,solar,,,,39.2586731,8.9510719
generator,solar,,,,39.2586737,8.9509742
generator,solar,,,,39.2586743,8.9510253
generator,solar,,,,39.2592518,8.9508265
generator,solar,,,,39.2592506,8.9508731
generator,solar,,,,39.2592513,8.9507754
generator,solar,,,,39.2592525,8.9507287
generator,solar,,,,39.2592527,8.9506234
generator,solar,,,,39.2592515,8.95067
generator,solar,,,,39.2592521,8.9505723
generator,solar,,,,39.2592533,8.9505256
generator,solar,,,,39.2592514,8.9509253
generator,solar,,,,39.2586749,8.9509275
generator,solar,,,,39.2589644,8.9508277
generator,solar,,,,39.2589632,8.9508742
generator,solar,,,,39.2589638,8.9507765
generator,solar,,,,39.258965,8.9507299
generator,solar,,,,39.2589653,8.9506246
generator,solar,,,,39.2589641,8.9506712
generator,solar,,,,39.2589646,8.9505735
generator,solar,,,,39.2589658,8.9505268
generator,solar,,,,39.2601226,8.9508231
generator,solar,,,,39.2598339,8.9508241
generator,solar,,,,39.2601214,8.9508697
generator,solar,,,,39.2598327,8.9508707
generator,solar,,,,39.2601219,8.9507719
generator,solar,,,,39.2598333,8.950773
generator,solar,,,,39.2601231,8.9507253
generator,solar,,,,39.2598345,8.9507265
generator,solar,,,,39.2601234,8.95062
generator,solar,,,,39.2598347,8.9506211
generator,solar,,,,39.2601222,8.9506666
generator,solar,,,,39.2598335,8.9506677
generator,solar,,,,39.2601228,8.9505688
generator,solar,,,,39.2598341,8.9505699
generator,solar,,,,39.260124,8.9505222
generator,solar,,,,39.2598353,8.9505234
generator,solar,,,,39.2601185,8.9516203
generator,solar,,,,39.2598299,8.9516215
generator,solar,,,,39.2601173,8.9516668
generator,solar,,,,39.2598287,8.951668
generator,solar,,,,39.2601179,8.9515692
generator,solar,,,,39.2598292,8.9515703
generator,solar,,,,39.2601191,8.9515225
generator,solar,,,,39.2598304,8.9515237
generator,solar,,,,39.2601195,8.9514238
generator,solar,,,,39.2598309,8.9514249
generator,solar,,,,39.2601183,8.9514704
generator,solar,,,,39.2598297,8.9514716
generator,solar,,,,39.260119,8.9513726
generator,solar,,,,39.2598303,8.9513738
generator,solar,,,,39.2601202,8.951326
generator,solar,,,,39.2598315,8.9513272
generator,solar,,,,39.2601204,8.9512207
generator,solar,,,,39.2598317,8.9512218
generator,solar,,,,39.2601192,8.9512673
generator,solar,,,,39.2598305,8.9512685
generator,solar,,,,39.2601198,8.9511695
generator,solar,,,,39.2598311,8.9511707
generator,solar,,,,39.260121,8.9511229
generator,solar,,,,39.2598323,8.9511241
generator,solar,,,,39.2601215,8.9510195
generator,solar,,,,39.2598328,8.9510207
generator,solar,,,,39.2601203,8.9510661
generator,solar,,,,39.2598316,8.9510673
generator,solar,,,,39.2601209,8.9509684
generator,solar,,,,39.2598323,8.9509695
generator,solar,,,,39.2601221,8.9509217
generator,solar,,,,39.2598335,8.9509229
generator,solar,,,,39.2595402,8.9513284
generator,solar,,,,39.2595392,8.9512697
generator,solar,,,,39.2595404,8.951223
generator,solar,,,,39.2595398,8.9511719
generator,solar,,,,39.259541,8.9511253
generator,solar,,,,39.2595404,8.9510685
generator,solar,,,,39.2595416,8.9510218
generator,solar,,,,39.259541,8.9509706
generator,solar,,,,39.2595422,8.9509241
generator,solar,,,,39.2595414,8.9508719
generator,solar,,,,39.2595426,8.9508253
generator,solar,,,,39.259542,8.9507742
generator,solar,,,,39.2595432,8.9507276
generator,solar,,,,39.2595422,8.9506688
generator,solar,,,,39.2595434,8.9506222
generator,solar,,,,39.2595428,8.9505711
generator,solar,,,,39.259544,8.9505246
generator,solar,,,,39.2586765,8.9501356
generator,solar,,,,39.2586759,8.9502334
generator,solar,,,,39.2586747,8.9502799
generator,solar,,,,39.2586753,8.9501822
generator,solar,,,,39.2586768,8.9500303
generator,solar,,,,39.2586756,8.9500768
generator,solar,,,,39.2586761,8.9499791
generator,solar,,,,39.2586773,8.9499325
generator,solar,,,,39.2586737,8.9504764
generator,solar,,,,39.2586743,8.9503787
generator,solar,,,,39.2586749,8.9504298
generator,solar,,,,39.2592502,8.9504741
generator,solar,,,,39.2592508,8.9503763
generator,solar,,,,39.2592514,8.9504275
generator,solar,,,,39.2592525,8.950231
generator,solar,,,,39.2592513,8.9502777
generator,solar,,,,39.2592518,8.9501799
generator,solar,,,,39.259253,8.9501333
generator,solar,,,,39.2592533,8.9500279
generator,solar,,,,39.2592521,8.9500746
generator,solar,,,,39.2592526,8.9499768
generator,solar,,,,39.2592538,8.9499302
generator,solar,,,,39.2589627,8.9504753
generator,solar,,,,39.2589634,8.9503775
generator,solar,,,,39.259252,8.9503298
generator,solar,,,,39.2589646,8.9503309
generator,solar,,,,39.2586755,8.9503321
generator,solar,,,,39.2589639,8.9504286
generator,solar,,,,39.258965,8.9502322
generator,solar,,,,39.2589638,8.9502787
generator,solar,,,,39.2589644,8.9501811
generator,solar,,,,39.2589656,8.9501345
generator,solar,,,,39.2589658,8.9500291
generator,solar,,,,39.2589646,8.9500756
generator,solar,,,,39.2589652,8.949978
generator,solar,,,,39.2589664,8.9499313
generator,solar,,,,39.2601221,8.950424
generator,solar,,,,39.2598334,8.9504252
generator,solar,,,,39.2601209,8.9504706
generator,solar,,,,39.2598322,8.9504717
generator,solar,,,,39.2601215,8.9503729
generator,solar,,,,39.2598328,8.9503741
generator,solar,,,,39.2601227,8.9503263
generator,solar,,,,39.259834,8.9503274
generator,solar,,,,39.2601231,8.9502276
generator,solar,,,,39.2598344,8.9502287
generator,solar,,,,39.2601219,8.9502741
generator,solar,,,,39.2598332,8.9502753
generator,solar,,,,39.2601225,8.9501765
generator,solar,,,,39.2598339,8.9501775
generator,solar,,,,39.2601237,8.9501298
generator,solar,,,,39.2598351,8.9501309
generator,solar,,,,39.2601239,8.9500245
generator,solar,,,,39.2598353,8.9500256
generator,solar,,,,39.2601227,8.9500711
generator,solar,,,,39.2598341,8.9500723
generator,solar,,,,39.2601234,8.9499734
generator,solar,,,,39.2598347,8.9499745
generator,solar,,,,39.2601246,8.9499267
generator,solar,,,,39.2598359,8.9499279
generator,solar,,,,39.259541,8.9504729
generator,solar,,,,39.2595422,8.9504264
generator,solar,,,,39.2595415,8.9503752
generator,solar,,,,39.2595427,8.9503286
generator,solar,,,,39.259542,8.9502765
generator,solar,,,,39.2595432,8.9502298
generator,solar,,,,39.2595426,8.9501787
generator,solar,,,,39.2595438,8.9501322
generator,solar,,,,39.2595428,8.9500734
generator,solar,,,,39.259544,8.9500267
generator,solar,,,,39.2595434,8.9499756
generator,solar,,,,39.2595446,8.9499291
generator,solar,,,,39.2592544,8.9498267
generator,solar,,,,39.258967,8.9498278
generator,solar,,,,39.2592532,8.9498734
generator,solar,,,,39.2589658,8.9498744
generator,solar,,,,39.2592538,8.9497756
generator,solar,,,,39.2589663,8.9497768
generator,solar,,,,39.259255,8.949729
generator,solar,,,,39.2589675,8.9497302
generator,solar,,,,39.2601251,8.9498233
generator,solar,,,,39.2598364,8.9498244
generator,solar,,,,39.2601239,8.9498698
generator,solar,,,,39.2598352,8.949871
generator,solar,,,,39.2601245,8.9497722
generator,solar,,,,39.2598358,8.9497732
generator,solar,,,,39.2601257,8.9497256
generator,solar,,,,39.259837,8.9497266
generator,solar,,,,39.2595439,8.9498722
generator,solar,,,,39.2595451,8.9498255
generator,solar,,,,39.2595446,8.9497744
generator,solar,,,,39.2595458,8.9497278
generator,solar,,,,39.2592554,8.9496302
generator,solar,,,,39.258968,8.9496314
generator,solar,,,,39.2592542,8.9496768
generator,solar,,,,39.2589668,8.949678
generator,solar,,,,39.2592549,8.9495792
generator,solar,,,,39.2589674,8.9495803
generator,solar,,,,39.2586783,8.9495815
generator,solar,,,,39.2592561,8.9495326
generator,solar,,,,39.2589686,8.9495336
generator,solar,,,,39.2586795,8.9495348
generator,solar,,,,39.2601261,8.9496268
generator,solar,,,,39.2598375,8.9496279
generator,solar,,,,39.2601249,8.9496734
generator,solar,,,,39.2598363,8.9496746
generator,solar,,,,39.2601255,8.9495756
generator,solar,,,,39.2598368,8.9495768
generator,solar,,,,39.2601267,8.949529
generator,solar,,,,39.259838,8.9495302
generator,solar,,,,39.259545,8.9496757
generator,solar,,,,39.2595462,8.9496291
generator,solar,,,,39.2595456,8.9495779
generator,solar,,,,39.2595468,8.9495314
generator,solar,,,,39.2595458,8.9494726
generator,solar,,,,39.259255,8.9494737
generator,solar,,,,39.2589676,8.9494749
generator,solar,,,,39.2586785,8.9494761
generator,solar,,,,39.2601258,8.9494703
generator,solar,,,,39.2598371,8.9494715
generator,solar,,,,39.259547,8.949426
generator,solar,,,,39.2592563,8.9494271
generator,solar,,,,39.2589688,8.9494283
generator,solar,,,,39.2586797,8.9494295
generator,solar,,,,39.260127,8.9494237
generator,solar,,,,39.2598383,8.9494248
generator,solar,,,,39.2595464,8.9493749
generator,solar,,,,39.2592557,8.9493761
generator,solar,,,,39.2589682,8.9493772
generator,solar,,,,39.2586792,8.9493783
generator,solar,,,,39.2601263,8.9493725
generator,solar,,,,39.2598377,8.9493737
generator,solar,,,,39.2601276,8.9493259
generator,solar,,,,39.2598389,8.9493271
generator,solar,,,,39.2595476,8.9493283
generator,solar,,,,39.2592568,8.9493295
generator,solar,,,,39.2589694,8.9493305
generator,solar,,,,39.2586804,8.9493317
plant,solar,,,,39.2514506,8.9669412
generator,solar,,,,39.2538562,8.9681583
generator,solar,,,,39.2538584,8.968313
generator,solar,,,,39.2538572,8.9682631
generator,solar,,,,39.2538584,8.9683672
generator,solar,,,,39.2538595,8.9684172
generator,solar,,,,39.2538574,8.9682082
generator,solar,,,,39.2538563,8.9681041
generator,solar,,,,39.2538551,8.9680542
generator,solar,,,,39.2538564,8.9677923
generator,solar,,,,39.2538552,8.9677423
generator,solar,,,,39.2538574,8.9678971
generator,solar,,,,39.2538562,8.9678472
generator,solar,,,,39.2538573,8.9679513
generator,solar,,,,39.2538585,8.9680013
generator,solar,,,,39.253861,8.9672678
generator,solar,,,,39.2538598,8.9672179
generator,solar,,,,39.2538609,8.967322
generator,solar,,,,39.2538631,8.9674769
generator,solar,,,,39.2538619,8.9674268
generator,solar,,,,39.253863,8.967531
generator,solar,,,,39.2538642,8.9675809
generator,solar,,,,39.2538621,8.967372
generator,solar,,,,39.2538578,8.9664846
generator,solar,,,,39.25386,8.9666394
generator,solar,,,,39.2538588,8.9665894
generator,solar,,,,39.2538599,8.9666935
generator,solar,,,,39.2538611,8.9667435
generator,solar,,,,39.253859,8.9665345
generator,solar,,,,39.2538652,8.9669528
generator,solar,,,,39.2538641,8.9668487
generator,solar,,,,39.2538629,8.9667987
generator,solar,,,,39.253864,8.9669029
generator,solar,,,,39.2538662,8.9670577
generator,solar,,,,39.2538651,8.9670077
generator,solar,,,,39.2538579,8.9664304
generator,solar,,,,39.2538567,8.9663804
generator,solar,,,,39.2538662,8.9671118
generator,solar,,,,39.2538673,8.9671617
generator,solar,,,,39.2538541,8.9676382
generator,solar,,,,39.2538526,8.9658593
generator,solar,,,,39.2538538,8.9659092
generator,solar,,,,39.253858,8.9661186
generator,solar,,,,39.2538568,8.9660145
generator,solar,,,,39.2538557,8.9659645
generator,solar,,,,39.2538568,8.9660686
generator,solar,,,,39.253859,8.9662235
generator,solar,,,,39.2538578,8.9661735
generator,solar,,,,39.2538589,8.9662776
generator,solar,,,,39.2538601,8.9663275
generator,solar,,,,39.2538553,8.9676882
generator,solar,,,,39.2544246,8.9658571
generator,solar,,,,39.2544258,8.965907
generator,solar,,,,39.2544287,8.9660664
generator,solar,,,,39.2544299,8.9661163
generator,solar,,,,39.2544288,8.9660122
generator,solar,,,,39.2544276,8.9659623
generator,solar,,,,39.2544309,8.9662212
generator,solar,,,,39.2544297,8.9661712
generator,solar,,,,39.2544308,8.9662753
generator,solar,,,,39.2544329,8.9673198
generator,solar,,,,39.254434,8.9673697
generator,solar,,,,39.2544329,8.9672656
generator,solar,,,,39.2544317,8.9672156
generator,solar,,,,39.254435,8.9674745
generator,solar,,,,39.2544339,8.9674246
generator,solar,,,,39.254435,8.9675287
generator,solar,,,,39.2544361,8.9675787
generator,solar,,,,39.2544381,8.9671095
generator,solar,,,,39.2544393,8.9671595
generator,solar,,,,39.2544297,8.9664823
generator,solar,,,,39.2544309,8.9665323
generator,solar,,,,39.2544298,8.9664281
generator,solar,,,,39.2544287,8.9663782
generator,solar,,,,39.2544319,8.9666371
generator,solar,,,,39.2544307,8.9665871
generator,solar,,,,39.2544318,8.9666913
generator,solar,,,,39.254433,8.9667412
generator,solar,,,,39.254436,8.9669006
generator,solar,,,,39.2544372,8.9669505
generator,solar,,,,39.254436,8.9668465
generator,solar,,,,39.2544349,8.9667965
generator,solar,,,,39.2544381,8.9670554
generator,solar,,,,39.254437,8.9670054
generator,solar,,,,39.2544261,8.967636
generator,solar,,,,39.2550093,8.9666349
generator,solar,,,,39.2550081,8.9665849
generator,solar,,,,39.2550093,8.966689
generator,solar,,,,39.2550104,8.9667389
generator,solar,,,,39.2550134,8.9668983
generator,solar,,,,39.2550145,8.9669483
generator,solar,,,,39.2550134,8.9668442
generator,solar,,,,39.2550123,8.9667942
generator,solar,,,,39.2550071,8.96648
generator,solar,,,,39.2550083,8.9665299
generator,solar,,,,39.2550072,8.9664259
generator,solar,,,,39.255006,8.9663759
generator,solar,,,,39.255298,8.9666337
generator,solar,,,,39.2552968,8.9665837
generator,solar,,,,39.2552979,8.9666878
generator,solar,,,,39.2552991,8.9667378
generator,solar,,,,39.2552958,8.9664789
generator,solar,,,,39.255297,8.9665288
generator,solar,,,,39.2552959,8.9664247
generator,solar,,,,39.2552947,8.9663747
generator,solar,,,,39.2550061,8.9660641
generator,solar,,,,39.2550073,8.966114
generator,solar,,,,39.2550062,8.96601
generator,solar,,,,39.2550083,8.9662189
generator,solar,,,,39.2550071,8.966169
generator,solar,,,,39.2550082,8.966273
generator,solar,,,,39.255297,8.9662178
generator,solar,,,,39.2552958,8.9661678
generator,solar,,,,39.2552969,8.9662719
generator,solar,,,,39.25472,8.9673186
generator,solar,,,,39.2547201,8.9672645
generator,solar,,,,39.2547189,8.9672145
generator,solar,,,,39.2550094,8.966323
generator,solar,,,,39.2552981,8.9663218
generator,solar,,,,39.2547169,8.9664811
generator,solar,,,,39.254718,8.9665311
generator,solar,,,,39.254717,8.966427
generator,solar,,,,39.2547158,8.9663771
generator,solar,,,,39.254719,8.966636
generator,solar,,,,39.2547179,8.966586
generator,solar,,,,39.254719,8.9666901
generator,solar,,,,39.2547202,8.9667401
generator,solar,,,,39.2547231,8.9668994
generator,solar,,,,39.2547243,8.9669494
generator,solar,,,,39.2547232,8.9668453
generator,solar,,,,39.254722,8.9667953
generator,solar,,,,39.2547253,8.9670543
generator,solar,,,,39.2547241,8.9670043
generator,solar,,,,39.2547159,8.9660652
generator,solar,,,,39.254717,8.9661152
generator,solar,,,,39.2547159,8.9660111
generator,solar,,,,39.254718,8.9662201
generator,solar,,,,39.2547169,8.9661701
generator,solar,,,,39.254718,8.9662742
generator,solar,,,,39.2547191,8.9663242
generator,solar,,,,39.2547252,8.9671084
generator,solar,,,,39.2547264,8.9671584
generator,solar,,,,39.254432,8.9663253
generator,solar,,,,39.2544272,8.96774
generator,solar,,,,39.2544283,8.96779
generator,solar,,,,39.2544293,8.9678949
generator,solar,,,,39.2544282,8.9678449
generator,solar,,,,39.2544272,8.9676859
generator,solar,,,,39.2541485,8.9673709
generator,solar,,,,39.2541473,8.9672668
generator,solar,,,,39.2541462,8.9672168
generator,solar,,,,39.2541473,8.9673209
generator,solar,,,,39.2541494,8.9674757
generator,solar,,,,39.2541483,8.9674258
generator,solar,,,,39.2541494,8.9675299
generator,solar,,,,39.2541506,8.9675798
generator,solar,,,,39.2541453,8.9665334
generator,solar,,,,39.2541442,8.9664293
generator,solar,,,,39.254143,8.9663793
generator,solar,,,,39.2541442,8.9664834
generator,solar,,,,39.2541463,8.9666382
generator,solar,,,,39.2541452,8.9665883
generator,solar,,,,39.2541463,8.9666924
generator,solar,,,,39.2541474,8.9667424
generator,solar,,,,39.2541516,8.9669517
generator,solar,,,,39.2541505,8.9668476
generator,solar,,,,39.2541493,8.9667976
generator,solar,,,,39.2541504,8.9669017
generator,solar,,,,39.2541526,8.9670565
generator,solar,,,,39.2541514,8.9670066
generator,solar,,,,39.2541525,8.9671107
generator,solar,,,,39.2541537,8.9671607
generator,solar,,,,39.254139,8.9658581
generator,solar,,,,39.2541402,8.9659081
generator,solar,,,,39.2541443,8.9661174
generator,solar,,,,39.2541432,8.9660134
generator,solar,,,,39.254142,8.9659634
generator,solar,,,,39.2541431,8.9660675
generator,solar,,,,39.2541453,8.9662223
generator,solar,,,,39.2541442,8.9661724
generator,solar,,,,39.2541453,8.9662764
generator,solar,,,,39.2541464,8.9663264
generator,solar,,,,39.2541427,8.9681029
generator,solar,,,,39.2541415,8.968053
generator,solar,,,,39.2541426,8.9681571
generator,solar,,,,39.2541427,8.9677912
generator,solar,,,,39.2541416,8.967687
generator,solar,,,,39.2541405,8.9676371
generator,solar,,,,39.2541416,8.9677412
generator,solar,,,,39.2541438,8.967896
generator,solar,,,,39.2541426,8.967846
generator,solar,,,,39.2541437,8.9679502
generator,solar,,,,39.2541449,8.9680001
generator,solar,,,,39.2480812,8.9642467
generator,solar,,,,39.2480824,8.9642967
generator,solar,,,,39.2480813,8.9641925
generator,solar,,,,39.2480801,8.9641426
generator,solar,,,,39.2480834,8.9644015
generator,solar,,,,39.2480823,8.9643515
generator,solar,,,,39.2480834,8.9644557
generator,solar,,,,39.2480845,8.9645056
generator,solar,,,,39.2480876,8.9646108
generator,solar,,,,39.2480864,8.9645608
generator,solar,,,,39.2480908,8.9649239
generator,solar,,,,39.2480887,8.964715
generator,solar,,,,39.2480897,8.9648198
generator,solar,,,,39.2480885,8.9647698
generator,solar,,,,39.2480896,8.964874
generator,solar,,,,39.2480854,8.9650834
generator,solar,,,,39.2480866,8.9651334
generator,solar,,,,39.2480855,8.9650293
generator,solar,,,,39.2480843,8.9649794
generator,solar,,,,39.2480927,8.9659177
generator,solar,,,,39.2480938,8.9659676
generator,solar,,,,39.2480927,8.9658635
