operator,capacity_mw,place,municipality,province,year_realized,latitude,longitude
Flevokustzon B.V.,2.5,LELYSTAD,Lelystad,Flevoland,2020,52.56184029939282,5.526696182533053
Sunrock Assets XII B.V.,2.5,BRUNSSUM,Brunssum,Limburg,2025,50.95764627702638,5.978143505048909
"""Energie Coöperatie De Romrijten
 U.A.""",2.495,MAARHEZE,Cranendonck,Noord-Brabant,2024,51.320042558153006,5.619120817284242
Maximazon B.V.,2.488,LELYSTAD,Lelystad,Flevoland,2018,52.57768048695514,5.531333137684182
Solarpark Emst-Epe B.V.,2.485,EMST,Epe,Gelderland,2021,52.31910364466927,5.954473360622115
Zonnepark Elzenbos B.V.,2.47752,BRUMMEN,Brummen,Gelderland,2021,52.10021421809763,6.16576179378595
FP Lux REIO PV Netherlands Zwolle B.V.,2.474,ZWOLLE,Zwolle,Overijssel,2021,52.45991933227156,6.122639944527516
Zonnepark Gasselternijveen B.V.,2.471,GASSELTE,Aa en Hunze,Drenthe,2021,52.99091723689378,6.86823160352649
CCE Solar Fields 1 NL B.V.,2.438,'S-HEER ARENDSKERKE,Goes,Zeeland,2019,51.497704000190254,3.7784049995946614
Zonnepark PV21 B.V.,2.43,DOKKUM,Noardeast-Fryslân,Friesland,2022,53.332798676716095,5.982725681583165
Zonnepark Stroe B.V.,2.421,GARDEREN,Barneveld,Gelderland,2022,52.1853374877143,5.68344377181505
Stichting de 'Leppagreide',2.4,AKKRUM,Heerenveen,Friesland,2023,53.059516878929955,5.838068936239982
Lingestroom B.V.,2.392,DIEREN,Rheden,Gelderland,2021,51.99992721262111,6.0954075787879
Zon Boekelermeer B.V.,2.382,ALKMAAR,Alkmaar,Noord-Holland,2018,52.59773661370203,4.75495293100927
***,2.369,BROEKLAND OV,Raalte,Overijssel,2021,52.37517875617396,6.2092169794349985
Green Box Computing B.V.,2.368,WINSCHOTEN,Oldambt,Groningen,2017,53.13850174208455,7.057456211670234
N.V. Slibverwerking Noord-Brabant,2.366,MOERDIJK,Moerdijk,Noord-Brabant,2019,51.68901733184986,4.576425806296845
***,2.351,BAAK,Bronckhorst,Gelderland,2021,52.07366302834688,6.221984690823188
Sun Invest 1 B.V.,2.35,LEEK,Westerkwartier,Groningen,2019,53.13860585062934,6.363773411296097
Waterschap Aa en Maas,2.335,'S-HERTOGENBOSCH,'s-Hertogenbosch,Noord-Brabant,2020,51.71898758258249,5.281467910734426
B.V. Zonnig Meeden,2.32,ZUIDBROEK,Midden-Groningen,Groningen,2020,53.1611336465452,6.888328630427505
***,2.317,LELYSTAD,Lelystad,Flevoland,2018,52.476676744326085,5.531078202942327
Enschede Energie,2.301,ENSCHEDE,Enschede,Overijssel,2023,52.194405923969555,6.918126518684395
Waterschap Limburg,2.295,HOENSBROEK,Heerlen,Limburg,2019,50.912467677369015,5.915731783176366
QSIL Nederland Holding B.V.,2.29,WINSCHOTEN,Oldambt,Groningen,2022,53.136457340308816,7.051426332323355
Zonnepark PV20 B.V.,2.289,NOORDWIJKERHOUT,Noordwijk,Zuid-Holland,2023,52.24581103540551,4.4741436613952965
Zonnig Borculo B.V.,2.284,BORCULO,Berkelland,Gelderland,2022,52.12218496637251,6.540156385651576
Hoogheemraadschap Hollands Noorderkwartier,2.2828,OOSTHUIZEN,Edam-Volendam,Noord-Holland,2023,52.58177350523862,4.993551854675715
Enschede Energie,2.256,ENSCHEDE,Enschede,Overijssel,2023,52.19457643087334,6.931267163965672
Hoogheemraadschap Hollands Noorderkwartier,2.2428,ALKMAAR,Alkmaar,Noord-Holland,2023,52.6452358835412,4.739370385220478
Groendus Assets Holding B.V.,2.232,BELTRUM,Oost Gelre,Gelderland,2018,52.065492765922414,6.610316078553835
Waterschap Vallei en Veluwe,2.23145,HARDERWIJK,Harderwijk,Gelderland,2022,52.35829234115609,5.632589107658808
Beekers Energy B.V.,2.227,MADE,Drimmelen,Noord-Brabant,2022,51.67839550463297,4.823972392466914
Zonnepark Aa-stroom B.V.,2.218,OUDE PEKELA,Pekela,Groningen,2020,53.10274364773694,7.024229883171805
Stichting Wimani,2.188,STRAMPROY,Weert,Limburg,2023,51.1913976267764,5.70282763983143
Zonnepark Reuver B.V.,2.187,BEESEL,Beesel,Limburg,2023,51.272381969372795,6.091357608318282
Zonnepark West Maas en Waal B.V.,2.187,BENEDEN-LEEUWEN,West Maas en Waal,Gelderland,2019,51.8726519285231,5.499879673793435
Solarpark Galecop B.V.,2.187,NIEUWEGEIN,Nieuwegein,Utrecht,2018,52.06034647839456,5.079878675112114
EnergyPortPeelland,2.186,DEURNE,Deurne,Noord-Brabant,2018,51.44928186198129,5.7917936015603395
Photovoltaic Power Plant 5 B.V.,2.18,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.8094155996616,4.553366003017828
Photovoltaic Power Plant 2 B.V.,2.18,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.809335195310084,4.5486078977554705
Photovoltaic Power Plant 3 B.V.,2.18,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.80932987514493,4.55033338041418
Photovoltaic Power Plant 4 B.V.,2.18,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.809375162634616,4.551645214237286
Photovoltaic Power Plant 6 B.V.,2.18,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.80796001265032,4.549638663747662
Zonnepark De Rietstap B.V.,2.178,DINXPERLO,Aalten,Gelderland,2020,51.860246050249266,6.47351449739639
Hooghweg Energy B.V.,2.175,BUINEN,Borger-Odoorn,Drenthe,2021,52.93493470398612,6.849149403718832
Zonnepark Korenstreep Veghel B.V.,2.116,VEGHEL,Meierijstad,Noord-Brabant,2019,51.637990472817485,5.56537191956072
RWE Solar Netherlands B.V.,2.102,GEERTRUIDENBERG,Geertruidenberg,Noord-Brabant,2021,51.708561846167484,4.842788243323568
Zonnebult Leeuwarden-west B.V.,2.09216,LEEUWARDEN,Leeuwarden,Friesland,2023,53.20011172292972,5.758704716981537
Zonnepark Vierverlaten B.V.,2.09,GRONINGEN,Groningen,Groningen,2017,53.21496108671183,6.484242243758857
Sunrock Assets XII B.V.,2.08,KERKRADE,Kerkrade,Limburg,2020,50.869603714443365,6.036438503549406
Hooghweg Energy B.V.,2.07,BUINEN,Borger-Odoorn,Drenthe,2021,52.93514797803265,6.852998880616444
Photovoltaic Power Plant 7 B.V.,2.07,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.8079576952363,4.551377041691364
"Rivierenland, Waterschap",2.052,ARNHEM,Arnhem,Gelderland,2019,51.96517715007637,5.85487263608091
Zonneparken Leudal Energie B.V.,2.05,NUNHEM,Leudal,Limburg,2024,51.239050420416554,5.962554361530475
't Oerlegoed B.V.,2.03264,GENDRINGEN,Oude IJsselstreek,Gelderland,2020,51.86097553580945,6.349183287813842
Zonnepark Entersestraat B.V.,2.029,GOOR,Hof van Twente,Overijssel,2020,52.24992548910411,6.590639472596426
Veendam Square B.V.,2.019,VEENDAM,Veendam,Groningen,2019,53.09376999967292,6.875882999513528
Waterschap Vechtstromen,2.011,DEDEMSVAART,Hardenberg,Overijssel,2021,52.59579400149553,6.494346371845724
Landbouwbedrijf Kloosterman B.V.,2.00013,NIEUWEROORD,Midden-Drenthe,Drenthe,2019,52.74828750491477,6.584914148989372
Waterschap Aa en Maas,2,AARLE-RIXTEL,Laarbeek,Noord-Brabant,2022,51.50570023044542,5.6627816385045495
Brilman Bathmen Zonnepark B.V.,2,BATHMEN,Deventer,Overijssel,2022,52.25248614841299,6.267539776712813
***,2,VIERLINGSBEEK,Land van Cuijk,Noord-Brabant,2023,51.60042505248624,5.986706377125629
Brilman Bathmen Duurzame Energie B.V.,2,BATHMEN,Deventer,Overijssel,2022,52.25310662530689,6.276234323506952
Zonnepark Friesland B.V.,2,DONKERBROEK,Ooststellingwerf,Friesland,2018,53.01510831819125,6.245401796685004
Zonnepark Friesland B.V.,2,APPELSCHA,Ooststellingwerf,Friesland,2018,52.93900109197766,6.356766020979323
Vattenfall Power Generation Netherlands B.V.,2,VELSEN-NOORD,Velsen,Noord-Holland,2018,52.471956798216794,4.6304028072258125
Eneco Solar B.V.,2,HOEK,Terneuzen,Zeeland,2018,51.29467251385459,3.748772188462201
Sunwatt De Kwekerij B.V.,1.988,HENGELO GLD,Bronckhorst,Gelderland,2016,52.05817725623068,6.30917111146216
ESK Solar B.V.,1.95,HARLINGEN,Harlingen,Friesland,2020,53.180820039704216,5.459598336043801
"Rivierenland, Waterschap",1.95,DRONGELEN,Altena,Noord-Brabant,2021,51.723932533635775,5.055350237210319
Energiepark Pottendijk B.V.,1.9386,EMMEN,Emmen,Drenthe,2022,52.821205298865195,6.974188482310906
Avri Solar B.V.,1.933,GELDERMALSEN,West Betuwe,Gelderland,2018,51.865897994093494,5.326570994093921
Zonnepark Hattemerbroek B.V.,1.928797,HATTEMERBROEK,Oldebroek,Gelderland,2023,52.48715295463428,6.015853678384457
Hoogheemraadschap Hollands Noorderkwartier,1.91808,SCHAGERBRUG,Schagen,Noord-Holland,2019,52.80710107382697,4.734301838157243
N.V. PWN Waterleidingbedrijf Noord-Holland,1.91661,ANDIJK,Medemblik,Noord-Holland,2021,52.7472718843534,5.257139215911385
Enkhuizer Koekfabriek B.V.,1.903,ENKHUIZEN,Enkhuizen,Noord-Holland,2025,52.7194423837994,5.2804611865389575
Engelen Energie B.V.,1.888,SOMEREN,Someren,Noord-Brabant,2022,51.361481375727685,5.701957049155857
Endona Projecten B.V.,1.8468,HEETEN,Raalte,Overijssel,2018,52.335316784239915,6.287339984909104
Drijvend Zonnepark Lingewaard B.V.,1.845,BEMMEL,Lingewaard,Gelderland,2018,51.926395650871626,5.902476932166131
Manoir Solar B.V.,1.8112,VARSSELDER,Oude IJsselstreek,Gelderland,2020,51.89435210444893,6.342984869777417
Zonnebult Leeuwarden-west B.V.,1.80864,LEEUWARDEN,Leeuwarden,Friesland,2023,53.19851229300996,5.759236561831152
BEE Stadskanaal B.V.,1.806,BORGER,Borger-Odoorn,Drenthe,2022,52.975118931928144,6.93320287307112
Peter Reijnen Beheer B.V.,1.803,REUVER,Beesel,Limburg,2022,51.27629394276295,6.065230438783507
"Hoogheemraadschap Amstel, Gooi en Vecht",1.803,NEDERHORST DEN BERG,Wijdemeren,Noord-Holland,2019,52.256928480384026,5.088480601267779
Zonnepark Enschede B.V.,1.8,ENSCHEDE,Enschede,Overijssel,2025,52.22741259458407,6.930178817824239
***,1.8,WIERINGERWERF,Hollands Kroon,Noord-Holland,2021,52.8387453102241,5.0645545727097145
De ZonneWIJde B.V.,1.78,BREDA,Breda,Noord-Brabant,2017,51.59871100949249,4.746824243988624
Vattenfall Samen in Zon B.V.,1.761,AMSTERDAM,Amsterdam,Noord-Holland,2019,52.40498970221887,4.850441080642887
Zonnepark Knook B.V.,1.746,KLOOSTERBUREN,Het Hogeland,Groningen,2020,53.40580568982285,6.378144455252396
Twence Zon B.V.,1.728,HENGELO OV,Enschede,Overijssel,2017,52.22579332824939,6.796823499829902
Gemeente Amsterdam,1.728,AMSTERDAM,Amsterdam,Noord-Holland,2020,52.30366128585342,5.007728230931632
Waterschap Drents Overijsselse Delta,1.7,DEVENTER,Deventer,Overijssel,2023,52.27317323337524,6.127113080720642
Waterschap Limburg,1.68,SUSTEREN,Echt-Susteren,Limburg,2019,51.05985740613783,5.835368241839394
Hoogheemraadschap Hollands Noorderkwartier,1.666,MIDDENMEER,Hollands Kroon,Noord-Holland,2019,52.83311644469606,5.0223295999084465
Zonnepark Ketelsteeg Zaltbommel B.V.,1.66,ZALTBOMMEL,Zaltbommel,Gelderland,2021,51.816738514000136,5.276224992325395
Solar Bocholtz B.V.,1.654,SIMPELVELD,Simpelveld,Limburg,2020,50.82054655038897,6.018012136679863
Zonnepark Noordveen B.V.,1.65,ZUTPHEN,Zutphen,Gelderland,2018,52.15567785385941,6.211231892824513
Coöperatie ValleiEnergie Meikade-Zon U.A.,1.649,EDE GLD,Ede,Gelderland,2022,52.04681481231961,5.609461264814926
Zonnepark Doorsneeweg B.V.,1.64808,NIEUWE PEKELA,Pekela,Groningen,2023,53.07098495287218,6.936139733266793
Waterschap Aa en Maas,1.637,AARLE-RIXTEL,Laarbeek,Noord-Brabant,2022,51.5089118855445,5.661423666568427
Coöperatie Reindonk Energie U.A.,1.636,GRIENDTSVEEN,Horst aan de Maas,Limburg,2022,51.443534004746795,5.897557096567954
Zonnestroominstallatie Eschmarke I B.V.,1.635,ENSCHEDE,Enschede,Overijssel,2024,52.19441578381035,6.917382880452926
Zonnepark Exploitatie I B.V.,1.632,BIEZENMORTEL,Tilburg,Noord-Brabant,2019,51.61819887597741,5.188793173113906
Zonnepark A73 B.V.,1.628,NIJMEGEN,Nijmegen,Gelderland,2024,51.83023051386018,5.765953165682063
Polycultuur Zonnepark De Mikkelhorst B.V.,1.62,HAREN GN,Groningen,Groningen,2021,53.18145505907857,6.623766858120047
Zonnepark Reuver B.V.,1.605,ONSTWEDDE,Stadskanaal,Groningen,2023,53.01671839826688,6.908929116395889
Sunrock Assets XI B.V.,1.6049,SCHINVELD,Beekdaelen,Limburg,2022,50.973240035481226,5.972472693716794
"Coöperatieve Vereniging ""Lutten Levert"" U.A.",1.6,LUTTEN,Hardenberg,Overijssel,2020,52.61075252657579,6.551404910480784
Zonneweide Glimmen,1.598,GLIMMEN,Groningen,Groningen,2021,53.13147751693092,6.630729200161632
Waterschap Aa en Maas,1.577,'S-HERTOGENBOSCH,'s-Hertogenbosch,Noord-Brabant,2020,51.71874441434414,5.280537701770015
Hoogheemraadschap Hollands Noorderkwartier,1.55008,WARMENHUIZEN,Schagen,Noord-Holland,2021,52.69572420851436,4.733106214414408
Green Box Computing B.V.,1.547,WINSCHOTEN,Oldambt,Groningen,2017,53.13538432455435,7.053080394532806
Havenbedrijf Moerdijk N.V.,1.547,ZEVENBERGEN,Moerdijk,Noord-Brabant,2021,51.661015363955464,4.5593082443238595
Zon Hollandse Delta B.V.,1.546,ZWIJNDRECHT,Zwijndrecht,Zuid-Holland,2021,51.813706102844435,4.5780096307859655
Wetterskip Fryslân,1.535,BROEK FR,De Fryske Marren,Friesland,2021,52.972114514369615,5.7633844970275545
Zonnepark Nieuwendijk B.V.,1.516,WERKENDAM,Altena,Noord-Brabant,2022,51.764629850136004,4.926369257473246
Zonnepark 't Oor Den Haag B.V.,1.516,'S-GRAVENHAGE,'s-Gravenhage,Zuid-Holland,2020,52.083095238205075,4.351057445444957
Hoogheemraadschap van Rijnland,1.505,KATWIJK ZH,Katwijk,Zuid-Holland,2018,52.20508193119306,4.440752289173987
De Groene Weuste B.V.,1.5,WIERDEN,Wierden,Overijssel,2021,52.37713985048745,6.597852531211766
Rooftop Energy B.V.,1.5,VELDHOVEN,Veldhoven,Noord-Brabant,2019,51.43205469212516,5.379108310553774
Zonnepark Molenbosch B.V.,1.5,OLDEBERKOOP,Ooststellingwerf,Friesland,2021,52.942303850119664,6.11540568426353
Hoogheemraadschap Hollands Noorderkwartier,1.49296,URSEM,Koggenland,Noord-Holland,2023,52.63493658954102,4.886048501370444
Pure Energie Zon – Hazerswoude B.V.,1.42227,HAZERSWOUDE-DORP,Alphen aan den Rijn,Zuid-Holland,2019,52.09024554271445,4.62440689205398
Wetterskip Fryslân,1.409,DRACHTEN,Smallingerland,Friesland,2020,53.112978634693,6.060311033890175
Rooftop Energy B.V.,1.407,HEERENVEEN,Heerenveen,Friesland,2021,52.93795797449646,5.956568031498796
Zonnepark Waalre B.V.,1.4,WAALRE,Waalre,Noord-Brabant,2020,51.38754796528956,5.436354498531908
Wetterskip Fryslân,1.392,LEEUWARDEN,Leeuwarden,Friesland,2020,53.19399452144655,5.827288206026974
HMO,1.388,ZWOLLE,Raalte,Overijssel,2021,52.38787162308476,6.285834181898022
Oosterhoutste Nieuwe Energie Coöperatie U.A. (ONE),1.36,DORST,Oosterhout,Noord-Brabant,2024,51.586580016297916,4.845626052265077
Nuon Power Generation B.V.,1.34,DIEMEN,Diemen,Noord-Holland,2020,52.3394653368372,5.023405075901141
Zonnepark de Kie B.V.,1.3318,FRANEKER,Waadhoeke,Friesland,2018,53.17488579602828,5.5137685503689475
Lingesolar B.V.,1.331,ECHTELD,Buren,Gelderland,2017,51.92255682119141,5.4716030754927365
FP Lux REIO PV Netherlands Lochem-2 B.V.,1.33,LOCHEM,Lochem,Gelderland,2022,52.17190976132818,6.394224517064394
Zon Hollandse Delta B.V.,1.33,MIDDELHARNIS,Goeree-Overflakkee,Zuid-Holland,2021,51.770331657695756,4.177573821564617
"Rivierenland, Waterschap",1.306,DODEWAARD,Neder-Betuwe,Gelderland,2020,51.92068078192358,5.632698152257871
Zonnepark Emmen B.V.,1.3,EMMER-COMPASCUUM,Emmen,Drenthe,2021,52.8165599557787,6.975304778927479
"Hoogheemraadschap Amstel, Gooi en Vecht",1.2996,AMSTERDAM,Amsterdam,Noord-Holland,2020,52.39867418978603,4.776798396785351
Solarvation B.V.,1.27428,LELYSTAD,Lelystad,Flevoland,2020,52.52306681406591,5.583881359498761
"Hoogheemraadschap Amstel, Gooi en Vecht",1.269,AMSTELVEEN,Amstelveen,Noord-Holland,2020,52.314799408866776,4.892358315819261
Zonnepark De Bocht B.V.,1.25,DIEREN,Rheden,Gelderland,2023,52.05131591656595,6.107558010849197
"Rivierenland, Waterschap",1.246,CULEMBORG,Culemborg,Gelderland,2022,51.94002256364253,5.23750164898307
Waterschap Limburg,1.245,MAASTRICHT,Maastricht,Limburg,2018,50.87245787139486,5.704566809930873
Wetterskip Fryslân,1.238,GORREDIJK,Opsterland,Friesland,2021,53.01147064726374,6.054991231902913
Zonnepark De Vrie Heerlykheyd B.V.,1.2,BEDUM,Het Hogeland,Groningen,2022,53.31019953437744,6.582259746529106
Zonnepark Drenthe B.V.,1.2,2E EXLOERMOND,Borger-Odoorn,Drenthe,2016,52.908477770065716,6.943097323650401
Netterden Zand en Grind B.V.,1.198,GENDRINGEN,Oude IJsselstreek,Gelderland,2020,51.877362889991545,6.3380151649487715
Hoogheemraadschap Hollands Noorderkwartier,1.18216,ZUIDOOSTBEEMSTER,Purmerend,Noord-Holland,2021,52.518091024019334,4.9127357280803245
Solarvation B.V.,1.18104,LELYSTAD,Lelystad,Flevoland,2020,52.52315930572644,5.58527858554015
ZutphenEnergie/Zonnestroom Zutphen,1.146,ZUTPHEN,Zutphen,Gelderland,2020,52.12110767836554,6.229724383904995
WeertEnergie,1.138,WEERT,Weert,Limburg,2018,51.22070205987397,5.687446697079164
Zonnepark A15 Geldermalsen B.V.,1.13076,GELDERMALSEN,West Betuwe,Gelderland,2021,51.861427999677254,5.3133149998730875
BEE Stadskanaal B.V.,1.118,BORGER,Borger-Odoorn,Drenthe,2022,52.967539848387766,6.890782475781771
Hoogheemraadschap Hollands Noorderkwartier,1.085,DE KOOG,Texel,Noord-Holland,2019,53.07665770264507,4.773451799421007
Zonnepark Wijkerbroek West B.V.,1.067936,WIJK BIJ DUURSTEDE,Wijk bij Duurstede,Utrecht,2025,51.969343028127234,5.301919547306873
Coöperatie VlielandEnergie U.A.,1.0304,VLIELAND,Vlieland,Friesland,2018,53.254404449765374,4.943117591153506
Marrewijk Amaryllis B.V.,1.02872,DE LIER,Westland,Zuid-Holland,2023,51.98194840098654,4.293535796173764
Gemeente Nunspeet,1.023,NUNSPEET,Nunspeet,Gelderland,2022,52.36972219234537,5.759717600027931
H. Mensen Projectontwikkeling B.V.,1.022,EMMEN,Emmen,Drenthe,2021,52.8074571848655,7.018854412625365
ENGIE Energie Zonnepark Harculo B.V.,1.01,ZWOLLE,Zwolle,Overijssel,2015,52.46974653668814,6.113278546337623
Zon op Kralingen B.V.,1.005,ROTTERDAM,Rotterdam,Zuid-Holland,2020,51.906104409753866,4.53234182725181
Twence Zon B.V.,1,HENGELO OV,Enschede,Overijssel,2017,52.22631174743368,6.797581615126537
H.J. Boontjes Kip B.V.,1,NIEUW ANNERVEEN,Aa en Hunze,Drenthe,2018,53.06457230892959,6.782586137878504
Zonnepark Molenbosch B.V.,0.999999,OLDEBERKOOP,Ooststellingwerf,Friesland,2021,52.9428263423156,6.114720231137437
***,0.999995,MOERGESTEL,Oisterwijk,Noord-Brabant,2023,51.52235600691861,5.169120507522032
Solar Rijssen B.V.,0.9999,RIJSSEN,Rijssen-Holten,Overijssel,2020,52.301398665384355,6.48959537728945
Nieuwland Solar B.V.,0.999,LUTTELGEEST,Noordoostpolder,Flevoland,2021,52.75437412668427,5.838494161328654
***,0.999,VIERLINGSBEEK,Land van Cuijk,Noord-Brabant,2021,51.59132431963986,5.989756317269995
***,0.999,ZELHEM,Bronckhorst,Gelderland,2023,52.00162723561924,6.3046147997631605
P.A.J. van Gog Holding B.V.,0.999,VENHORST,Boekel,Noord-Brabant,2025,51.60130459695777,5.7336638504491875
***,0.999,WOENSDRECHT,Woensdrecht,Noord-Brabant,2025,51.42632515411382,4.29098578101868
***,0.999,MOERGESTEL,Oisterwijk,Noord-Brabant,2024,51.5203369889629,5.166368548675661
LontZon B.V.,0.999,ST.-ANNAPAROCHIE,Waadhoeke,Friesland,2019,53.26659830639869,5.664907186646702
Gemeente Steenwijkerland,0.999,OLDEMARKT,Steenwijkerland,Overijssel,2020,52.822408929265535,5.965576211643723
Solarvation B.V.,0.99619,LELYSTAD,Lelystad,Flevoland,2022,52.521236498317826,5.5853354908301425
Verhage Vastgoed B.V.,0.9961,KAPELLE,Kapelle,Zeeland,2022,51.46910451101993,3.947810022561854
Hoogheemraadschap van Schieland en de KR.WRD,0.996,KRIMPEN AAN DE LEK,Krimpenerwaard,Zuid-Holland,2023,51.897267082748385,4.598829563577205
AGEM Gemeentelijke Energie B.V.,0.994,BRAAMT,Montferland,Gelderland,2022,51.92287207089031,6.267186536698384
Enzerink Energie B.V.,0.994,ZELHEM,Bronckhorst,Gelderland,2023,52.00991352182845,6.333530893399656
Eneco Solar B.V.,0.992,GOES,Goes,Zeeland,2021,51.488218401833684,3.860353245794235
Waterschap Scheldestromen,0.992,RITTHEM,Vlissingen,Zeeland,2022,51.44461658926887,3.613375685908297
AnJa Solar B.V.,0.99,ENS,Noordoostpolder,Flevoland,2022,52.62629847085269,5.836805071524036
Coöperatieve Vereniging WeertEnergie U.A.,0.986,WEERT,Weert,Limburg,2019,51.22102889289325,5.687078646458876
Avéro Achmea,0.98,APELDOORN,Apeldoorn,Gelderland,2020,52.175700123164965,5.964720112039366
Hoogheemraadschap van Rijnland,0.98,BODEGRAVEN,Bodegraven-Reeuwijk,Zuid-Holland,2023,52.08292837223722,4.73651971479494
Hoogheemraadschap Hollands Noorderkwartier,0.9792,ZAANDAM,Zaanstad,Noord-Holland,2022,52.430672945826664,4.8597334376183055
Wetterskip Fryslân,0.97664,WALTERSWALD,Dantumadiel,Friesland,2020,53.27619725612201,6.031267133781505
ENGIE Energie Zonnepark Nijmegen B.V.,0.97632,NIJMEGEN,Nijmegen,Gelderland,2019,51.85615185727861,5.833211734466678
Zonne-energie Dogger B.V.,0.969,DEN HELDER,Den Helder,Noord-Holland,2020,52.93418278820586,4.749858502008234
Coöperatie Wijnjewoude Energie Neutraal U.A.,0.965,WIJNJEWOUDE,Opsterland,Friesland,2023,53.04800159405916,6.197470438718877
Waterschap Aa en Maas,0.962,VINKEL,'s-Hertogenbosch,Noord-Brabant,2021,51.702428995105116,5.448975840111663
Reggestroom B.V.,0.96,OMMEN,Ommen,Overijssel,2021,52.53880083939662,6.404797610975204
Zonnepark Harlingen B.V.,0.954,HARLINGEN,Harlingen,Friesland,2018,53.180497768450934,5.461291060122384
Zonnepark Gansenwoirt II Duiven B.V.,0.954,DUIVEN,Duiven,Gelderland,2018,51.97452060361867,6.009151574789603
***,0.95,WIERINGERWERF,Hollands Kroon,Noord-Holland,2020,52.838919408793224,5.049707695308693
Enschede Energie,0.947,ENSCHEDE,Enschede,Overijssel,2023,52.20417793246462,6.920063182405108
Dutch Berries Beheer B.V.,0.9462,ZUILICHEM,Zaltbommel,Gelderland,2024,51.8032867276689,5.14882798144711
Eneco Solar B.V.,0.93555,WAALWIJK,Waalwijk,Noord-Brabant,2017,51.70776159776417,5.075864355691955
Waterschap Vechtstromen,0.932,COEVORDEN,Coevorden,Drenthe,2021,52.64179263966506,6.718999766592672
Waterschap Drents Overijsselse Delta,0.929,HOOGEVEEN,Hoogeveen,Drenthe,2021,52.71035444535659,6.413630128722647
Zonnepark Halo Langelo B.V.,0.92,LANGELO DR,Noordenveld,Drenthe,2020,53.0895097132539,6.428739398688639
Zonnepark Gansenwoirt I Duiven B.V.,0.912,DUIVEN,Duiven,Gelderland,2018,51.96992487564948,6.015791246407408
***,0.91,LEEUWARDEN,Leeuwarden,Friesland,2018,53.19062160496989,5.757814804542703
"Hoogheemraadschap Amstel, Gooi en Vecht",0.89856,UITHOORN,Uithoorn,Noord-Holland,2020,52.24056617219563,4.8309094566855615
Stichting Waternet,0.88565,NEDERHORST DEN BERG,Wijdemeren,Noord-Holland,2018,52.257150634190594,5.088554988013383
Technique Solaire Invest 1 Nederland B.V.,0.869,SAPPEMEER,Midden-Groningen,Groningen,2021,53.169559579838825,6.790685731016798
Waterschap Vechtstromen,0.868,ALMELO,Almelo,Overijssel,2021,52.34275145204353,6.6247618166023745
Goed Veur Mekare,0.86,WIJHE,Olst-Wijhe,Overijssel,2022,52.39607252798806,6.140991226243595
Sweco Nederland,0.857,BREDA,Breda,Noord-Brabant,2025,51.58648807251367,4.835146634329452
"Rivierenland, Waterschap",0.855,HANK,Altena,Noord-Brabant,2021,51.73220662004337,4.928715549412119
Waterschap Aa en Maas,0.848,HAPS,Land van Cuijk,Noord-Brabant,2023,51.69522085859927,5.895617946727773
Nieuwland Solar B.V.,0.842,LUTTELGEEST,Noordoostpolder,Flevoland,2021,52.75474357860896,5.837667115957892
Waterschap Vechtstromen,0.84096,OLDENZAAL,Oldenzaal,Overijssel,2020,52.31105044000209,6.893339962599515
Waterschap Rivierenland,0.84,WIJK EN AALBURG,Altena,Noord-Brabant,2020,51.75299828160316,5.12301532162512
Waterschap Limburg,0.836,ROERMOND,Roermond,Limburg,2019,51.22089586725654,5.986216966545735
Hoogheemraadschap Hollands Noorderkwartier,0.83,HEILOO,Heiloo,Noord-Holland,2020,52.59455695673021,4.720568563648109
NUON Duurzame Energie,0.82,ALMERE,Almere,Flevoland,2022,52.37753073519372,5.300620098684662
Zonnepark Grunneger Power Meerdorpen B.V.,0.82,GRONINGEN,Groningen,Groningen,2021,53.198630731331335,6.642747338837474
Wetterskip Fryslân,0.817,MOLKWERUM,Súdwest-Fryslân,Friesland,2021,52.88485056361757,5.395284022623817
Waterschap Limburg,0.81,MAASTRICHT,Maastricht,Limburg,2019,50.81599972463118,5.714012166551423
Sunprojects,0.8,ALMERE,Zeewolde,Flevoland,2019,52.38084390624488,5.302752505700577
Zonneweide Bergen B.V.,0.8,BERGEN NH,Bergen (NH),Noord-Holland,2017,52.658528486763956,4.720299268700547
Trayplant Onroerend Goed B.V.,0.777,MOLENSCHOT,Gilze en Rijen,Noord-Brabant,2022,51.55336331460596,4.892636813691234
Waterschap Vallei en Veluwe,0.767,NIJKERK GLD,Nijkerk,Gelderland,2021,52.230820958132036,5.473016104385629
CJ Onroerend Goed B.V.,0.766,GAMEREN,Zaltbommel,Gelderland,2023,51.79792289916359,5.176039944957068
Waterschap Limburg,0.764,LANDGRAAF,Landgraaf,Limburg,2019,50.920060660551414,6.093449529417049
Wetterskip Fryslân,0.761,WOLVEGA,Weststellingwerf,Friesland,2020,52.88738601568668,5.989771217279706
Voorne Putten Energie,0.759,TINTE,Voorne aan Zee,Zuid-Holland,2023,51.90071996148093,4.1405991030155
